Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,20060830238,1980209336,236886268,22140821,0,-1132592261,0,0,21167474402,-1683870668,5018428496,5522483750,475350365,0,-4699494907,0,-1877165448,23923205990,-4051816299,18181818,0,0,0,0,1114410443,-2919224038,0,0,0,0,0,-322691372,0,-322691372,20681290580,68329136408,0,89010426988
2015,1,18874959631,2077809979,0,0,0,-647658999,0,0,20305110611,4328701375,138042703,-8036268050,-74959064,0,-6857327664,0,-6741500919,3061798992,-2147677716,0,0,0,0,0,647658999,-1500018717,0,0,0,0,0,-11987630315,0,-11987630315,-10425850040,89010426988,0,78584576948
2015,2,19123564246,2089550929,190444578,46627106,0,-859007078,0,0,20591179781,-2665138484,5553878508,-5523701288,-125195075,0,-3534000000,0,-2147087000,12149936442,-2311312824,128318182,0,0,0,0,730688896,-1452305746,0,0,0,0,0,0,0,0,10697630696,78584576948,0,89282207644
2015,3,21921507706,2121809171,0,-39716573,0,-945366666,0,0,23058233638,-3874734352,1030408050,7033811131,-47417692,0,-3720000000,0,-6022625412,17457675363,-492179181,0,0,0,0,0,945366666,453187485,0,0,0,0,0,-8560348845,0,-8560348845,9350514003,89282207644,39716573,98672438220
2015,4,22691029816,2234217611,-18554068,0,0,2435379311,-4105670624,0,23236402046,1142464656,1209673290,6914130632,-394113841,0,-4479420255,0,-1566522442,26062614086,-3894172091,9090909,0,0,0,0,1644546972,-2240534210,0,0,0,0,0,-457023575,0,-457023575,23365056301,98672438220,0,122037494521
2016,1,21954871823,2291320946,0,0,0,-1014307318,0,0,23231885451,6669966777,2611833354,-12325082400,-226181287,0,-7364486612,0,-7897193919,4700741364,-4037765561,0,0,0,0,0,1014307318,-3023458243,0,0,0,0,0,-550058800,0,-550058800,1127224321,122037494521,0,123164718842
2016,2,22440327531,2285178781,-14403264,0,0,-1750241568,0,0,22960861480,-6833505325,-3947815036,6937756554,-169797430,0,-3718640973,0,-3596882630,11631976640,-155706667,77272728,-58000000000,0,0,0,1672968840,-56405465099,0,0,0,0,0,-12642999445,0,-12642999445,-57416487904,123164718842,0,65748230938
2016,3,24296973256,2321227912,0,0,0,-807454943,0,0,25810746225,-2818106486,-10587779688,8651513162,325423777,0,-4020000000,0,-6112559580,11249237410,-4690658540,0,48000000000,0,0,0,807454943,44116796403,0,0,0,0,0,-4466751615,0,-4466751615,50899282198,65748230938,0,116647513136
2016,4,24207721025,2496780538,-134902371,-60113588,0,-2239707151,0,0,24269778453,-1722272386,-4856810685,-43601372601,-1769224709,0,-4710000000,0,-1559889000,-33949790928,-6639584770,0,-12000000000,0,0,0,2239707151,-16399877619,0,0,0,0,0,39793297457,0,39793297457,-10556371090,116647513136,0,106091142046
2017,1,22577078861,2617388224,0,0,0,-674076862,0,0,24520390223,191929586,-6419561680,-12011350722,365118518,0,-6515606899,0,-8189449085,-8058530059,-4971900064,0,10000000000,0,0,0,674076862,5702176798,0,0,0,0,0,-318442600,0,-318442600,-2674795861,106091142046,0,103416346185
2017,2,21288637535,2784783295,16430695,0,0,674076862,-2813032762,0,21950895625,6981357132,-5918610657,-1720284564,277565060,0,-3800000000,0,-4223971406,13546951190,-10704389139,168181818,-40000000000,22000000000,0,0,1970774082,-26565433239,0,0,0,0,0,-7094932843,0,-7094932843,-20113414892,103416346185,0,83302931293
