Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,2,687460547120,-343152435479,-18770798185,-13115979722,-921663875,81624408300,-269117002410,0,124007075749,0,0,0,0,-300000000,0,348655152,48655152,0,0,6043788584,-111959885860,0,-1939700962,0,-107855798238,16199932663,20309577758,0,36509510421
2014,3,377504774664,-248483066009,-17633825845,-7078584081,-559462158,98445119596,-130199701996,0,71995254171,-150000,0,0,126150,-17000000000,300000000,136444874,-16563578976,0,0,27400231470,-92490315672,0,-83790000,0,-65173874202,-9742199007,36509510421,0,26767311414
2014,4,692799021895,-663116593584,-19589099781,-23854978396,-2448552265,583671684761,-196429327480,9822484682,371032155150,-135000000,0,0,0,0,0,134359428,-640572,0,0,20866285060,-386821966583,0,0,0,-365955681523,5075833055,26767311414,0,31843144469
2015,1,361373445036,-293629040072,-20324612019,-17716584366,-29120437422,26275459001,65056673312,0,91914903470,-6538000,153974402,-38000000000,38000000000,0,0,197524352,344960754,0,0,15818758428,-119816381960,0,-8000000,0,-104005623532,-11745759308,32561863449,0,20816104141
2015,4,533088508582,-948423643705,-18217130450,-23149867532,-1186008766,50793662016,-592850793451,0,-999945273306,-2355977082,127645453,0,-3926546,0,0,120953982,-2111304193,0,0,835188230565,-315697532787,-1058000000,-21029200,0,518411668578,-483644908921,513332389841,0,29687480920
2016,1,373283163562,-370229957139,-11795063120,-21002506239,-20046265388,277416040166,-96368832566,7838532795,131256579276,-1611762384,611000000,0,0,0,0,101447143,-899315241,0,0,230890179561,-366563695659,-1258000000,0,0,-136931516098,-6574252063,29687480920,0,23113228857
2016,2,0,0,0,0,0,0,0,0,-60806272014,-4408583036,25363637,0,0,0,0,6582691261,2199471862,0,0,700645394106,-592329513222,1258000000,-3196628000,0,106377252884,47770452732,23113228857,0,70883681589
2016,3,0,0,0,0,0,0,0,0,130596981215,-12641690164,-151363637,0,0,0,0,-3668801268,-16461855069,0,0,194678560805,-310263494668,-3805500000,-42311361000,0,-161701794863,-47566668717,70883681589,0,23317012872
2016,4,563252934064,-498203547070,-10857415075,-4441923555,-1189574419,17929899594,-89918115569,0,-23427742030,-312942000,1201818182,0,0,0,0,64250357,953126539,0,0,425736860964,-400348202427,-1226500000,1999991000,0,26162149537,3687534046,23317021872,0,27004555918
2017,1,337621703485,-242043600540,-9200233485,-23675217586,-32926178167,116948906461,-117257456109,11438921425,29467924059,-34719090,0,0,0,0,0,48989728,14270638,33218033,0,195673610618,-217043583961,-1726500000,0,0,-23063255310,6418939387,26511176660,0,32930116047
2017,2,0,0,0,0,0,0,0,0,-116734887430,-9800001133,6098159999,0,0,0,19568000000,700702696,28792894726,-33218033,0,271935017974,-190234474219,1726500000,-1028000000,0,82365825722,-17802200146,33204332072,0,15402131926
2017,3,0,0,0,0,0,0,0,0,255938637268,9790375679,-698160000,0,0,0,-2928000000,7273205807,13437421486,208593033,0,52952321545,-301069843808,-4439500000,-5247100000,0,-257595529230,11780529524,15402131926,0,27182661450
2017,4,683580049865,-399077631030,-8503747082,-16782531569,-1658689737,42952422151,-96515794801,0,203994077797,0,0,0,0,0,0,50870470,50870470,2190553571,0,315381988082,-477167707798,-1275000000,-39606618059,0,-200476784204,3568164063,27182661450,0,30750825513
2018,1,343757743598,-229824410171,-10978621410,-20519872959,-33750983783,42886890228,-88266833044,0,3303912459,0,218181816,0,0,0,0,85253181,303434997,0,0,150038756748,-161639289996,0,-1220000000,0,-12820533248,-9213185792,30750825513,0,21537639721
2018,2,0,0,0,0,0,0,0,0,-128619009683,-32188326070,24193869853,0,0,0,4300000000,997693367,-6318332640,0,0,334838104438,-209982223742,0,-1815670441,0,123040210255,-8275562278,21537639721,0,13262077443
