disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2009-05-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-01-08,2009-05-18,2009-05-18,Trả cổ tức đợt 2/2008 (300 đ/cp),300,3,2,2008
2009-05-19,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2009-05-19,,,,,,,
2009-11-06,investorRight,POLL,Lấy ý kiến cổ đông,2009-11-12,2009-11-25,2009-11-25,Lấy ý kiến cổ đông bằng văn bản.,,,,
2009-12-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-12-29,2010-01-18,2010-01-18,Trả cổ tức năm 2009 (1000 đ/cp),1000,10,,2009
2009-12-23,investorRight,KINDDIV,Cổ phiếu thưởng,2009-12-29,2009-12-31,,Tỷ lệ 100:50,,50,,
2010-02-24,investorRight,MEETING,Họp cổ đông,2010-03-05,2010-04-21,2010-04-21,ĐHCĐ thường niên 2010,,,,
2010-05-20,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-05-31,2010-06-25,2010-06-25,Trả cổ tức đợt 2/2009 (1000 đ/cp),1000,10,2,2009
2010-11-24,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-12-02,2010-12-20,2010-12-20,Trả cổ tức năm 2010 (1000 đ/cp),1000,10,,2010
2011-02-10,investorRight,MEETING,Họp cổ đông,2011-02-22,2011-04-08,2011-04-08,ĐHCĐ thường niên 2011,,,,
2011-06-02,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-06-14,2011-07-01,2011-07-01,Trả cổ tức đợt 2/2010 (700 đ/cp),700,7,2,2010
2011-08-12,investorRight,ISSUE,Phát hành thêm,2011-08-22,2011-10-10,,"Phát hành 39884948 cp cho CĐHH, giá 10000 đ/cp",,66.67,,
2011-12-01,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2011-12-09,,,Số lượng 39.848.951 cp,,,,
2011-12-08,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-12-20,2012-01-12,2012-01-12,Trả cổ tức đợt 1/2011 (1000 đ/cp),1000,10,1,2011
2012-03-05,investorRight,MEETING,Họp cổ đông,2012-03-13,2012-04-26,2012-04-26,ĐHCĐ thường niên 2012,,,,
2012-04-12,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2012-04-18,,,Số lượng 250.770 cp,,,,
2012-05-29,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-06-06,2012-06-27,2012-06-27,Trả cổ tức đợt 2/2011 (600 đ/cp),600,6,2,2011
2012-05-30,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2012-06-08,,,Số lượng 1.417.950 cp,,,,
2012-09-26,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-10-08,2012-11-07,2012-11-07,Trả cổ tức đợt 1/2012 (500 đ/cp),500,5,1,2012
2013-03-01,investorRight,MEETING,Họp cổ đông,2013-03-12,2013-04-26,2013-04-26,Đại hội đồng cổ đông thường niên năm 2013,,,,
2013-05-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-05-14,2013-05-31,2013-05-31,Trả cổ tức đợt 2/2012 (1500 đ/cp),1500,15,2,2012
2013-08-16,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-08-26,2013-09-12,2013-09-12,Trả cổ tức đợt 1/2013 (500 đ/cp),500,5,1,2013
2013-10-16,investorRight,KINDDIV,Cổ phiếu thưởng,2013-10-25,2013-10-29,,Tỷ lệ 100:25,,25,,
2013-12-05,schedEvent,schedIssue,Dự kiến phát hành,2013-12-04,2013-12-04,,"Bán ưu đãi cho CBNV, giá 10.000đ/cp",,,,
2014-01-08,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2014-01-16,,,Số lượng 25.208.121 cp,,,,
2014-01-08,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2014-12-08,,,Số lượng 360.000 cp,,,,
2014-01-08,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2015-12-07,,,Số lượng 360.000 cp,,,,
2014-01-08,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2016-12-06,,,Số lượng 480.000 cp,,,,
2014-02-25,investorRight,MEETING,Họp cổ đông,2014-03-05,2014-04-17,2014-04-17,Đại hội đồng cổ đông thường niên năm 2014,,,,
2014-04-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-05-06,2014-05-28,2014-05-28,Trả cổ tức đợt 2/2013 (1200 đ/cp),1200,12,2,2013
2014-08-11,schedEvent,schedIssue,Dự kiến phát hành,,,,"Phát hành cổ phiếu cho cổ đông hiện hữu, tỷ lệ 4:1",,25,,
2014-08-11,schedEvent,schedIssue,Dự kiến phát hành,,,,Phát hành cổ phiếu cho Cán bộ CNV,,,,
2014-12-24,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-01-06,2015-01-29,2015-01-29,Trả cổ tức đợt 1/2014 (500đ/cp),650,6.5,1,2014
2015-02-12,investorRight,MEETING,Họp cổ đông,2015-03-03,2015-04-16,2015-04-16,ĐHCĐ thường niên năm 2015,,,,
2015-04-22,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-05-06,2015-05-27,2015-05-27,Trả cổ tức đợt 2/2014 (2000 đ/cp),2000,20,2,2014
2015-12-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-12-22,2016-01-06,2016-01-06,Trả cổ tức đợt 1/2015 (500 đ/cp),500,5,1,2015
2016-03-01,investorRight,MEETING,Họp cổ đông,2016-03-09,2016-04-21,2016-04-21,ĐHCĐ thường niên năm 2016,,,,
2016-04-22,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến cổ tức 2016 (1200đ/cp),1200,12,,2016
2016-04-22,schedEvent,schedIssue,Dự kiến phát hành,2017-02-08,2017-02-08,,Phát hành 2.500.000 cp ESOP tỷ lệ 1.96%,,1.96,,
2016-04-26,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-05-09,2016-05-27,2016-05-27,Trả cổ tức đợt 2/2015 (930 đ/cp),930,9.3,2,2015
2016-12-12,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-12-27,2017-01-12,2017-01-12,Cổ tức đợt 1 năm 2016 (500đ/cp),500,5,1,2016
2017-03-09,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,,,,Số lượng 2500000 cp,,,,
2017-03-14,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2019-02-11,,,Số lượng 750000 cp,,,,
2017-03-14,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2020-02-07,,,Số lượng 750000 cp,,,,
2017-04-26,schedEvent,schedDiv,Dự kiến cổ tức,,,,Trả cổ tức năm 2017 (1.200 đ/cp),1200,12,,2017
2017-04-26,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-05-15,2017-06-07,2017-06-07,Trả cổ tức đợt 2/2016 (1200 đ/cp),1200,12,2,2016
