Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2009,4,163433891554,0,0,0,0,0,0,0,0,52262353456,0,53720510,1270778543,0,0,59065617281,0,0,50781421764,0,163433891554,-80716679242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82717212312,0,0,0,0,0,0,0,0,0,0,0,0,0,-14972770462,67744441850,0,0,0,0,67744441850,0,0,0,-8178807959,0,59565633891,59565633891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,106316319889,0,0,0,0,0,0,0,0,36619228841,0,0,717500000,0,0,15371893912,0,0,53607697136,0,106316319889,-24364769300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81951550589,0,0,0,0,0,0,0,0,0,0,0,0,0,-13466359232,68485191357,11310000,0,11310000,0,68496501357,0,0,0,-13249961651,0,55246539706,55246539706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,141196989922,0,0,0,0,0,0,0,0,47680347585,0,1433933,1160433943,0,0,16419976734,0,0,75934797727,0,141196989922,-42580560850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98616429072,0,0,0,0,0,0,0,0,0,0,0,0,0,-14585062570,84031366502,31100006,0,31100006,0,84062466508,0,0,0,-16506726951,0,67555739557,67555739557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,110811750299,0,0,0,0,0,0,0,0,32548990014,0,30930935,545956242,0,0,15461425741,0,0,62224447367,0,110811750299,-45790642119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65021108180,0,0,0,0,0,0,0,0,0,0,0,0,0,-25523515503,39497592677,27785458,0,27785458,0,39525378135,0,0,0,-7825494147,0,31699883988,31699883988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,112523509041,0,0,0,0,0,0,0,0,34202417729,0,10269,1549704545,0,0,12182095409,0,0,64589281089,0,112523509041,-57749914053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54773594988,0,0,0,0,0,0,0,0,0,0,0,0,0,-18957075373,35816519615,680,0,680,0,35816520295,0,0,0,-8006985893,0,27809534402,27809534402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,1,96470136123,0,0,0,0,0,0,0,0,21278932347,0,0,2045613295,0,0,3879417536,0,0,69266172945,0,96470136123,-26521015605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69949120518,0,0,0,0,0,0,0,0,0,0,0,0,0,-18520464199,51428656319,37340000,0,37340000,0,51465996319,0,0,0,-9750037238,0,41715959081,41715959081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2,105317770866,0,0,0,0,0,0,0,0,22494978258,0,0,445344593,0,0,4610157063,0,0,77767290952,0,105317770866,-27388368493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77929402373,0,0,0,0,0,0,0,0,0,0,0,0,0,-19670490426,58258911947,21241818,-285441918,-264200100,0,57994711847,0,0,0,-11171460822,0,46823251025,46823251025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,142085724221,0,0,0,0,0,0,0,0,25943885227,0,0,23872203409,73663518,0,3082612548,0,0,89113359519,0,142085724221,-41728122375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100357601846,0,0,0,0,0,0,0,0,0,0,0,0,0,-27942566614,72415035232,0,-4151843810,-4151843810,0,68263191422,0,0,0,-11276780822,0,56986410600,56986410600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,123490019240,0,0,0,0,0,0,0,0,21186609342,0,0,1575760624,0,0,5645829874,0,0,95081819400,0,123490019240,-47821930708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75668088532,0,0,0,0,0,0,0,0,0,0,0,0,0,-20251901177,55416187355,43680000,3704781908,3748461908,0,59164649263,0,0,0,-10269846948,0,48894802315,48894802315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,158607001109,0,0,0,0,0,0,0,0,36516624130,0,0,9699051459,0,414537444,8635433234,0,0,103341354842,0,158607001109,-39844914090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118762087019,0,0,0,0,0,0,0,0,0,0,0,0,0,-17104928107,101657158912,-2080000,0,-2080000,0,101655078912,0,0,0,-19995526400,0,81659552512,81659552512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
