Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2009,4,22622508582,0,0,0,0,0,0,0,0,7246836043,0,0,3611217066,0,0,8069396470,0,0,3695059003,0,22622508582,-6336580860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16285927722,0,0,0,0,0,0,0,0,0,0,0,0,0,-5057785983,11228141739,0,0,0,0,11228141739,0,0,0,-1964924804,0,9263216935,9263216935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0
2010,1,20973875009,0,0,0,0,0,0,0,0,5563472025,0,0,-103286757,0,0,7913672776,0,0,7600016965,0,20973875009,-5110681132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15863193877,0,0,0,0,0,0,0,0,0,0,0,0,0,-5277192135,10586001742,3699000,0,3699000,0,10589700742,0,0,0,-2613110561,0,7976590181,7976590181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0
2010,2,31002979633,0,0,0,0,0,0,0,0,9608817043,0,0,156000000,0,0,19639322218,0,0,1598840372,0,31002979633,-15004568920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15998410713,0,0,0,0,0,0,0,0,0,0,0,0,0,-5376207563,10622203150,0,0,0,0,10622203150,0,0,0,-2644137788,0,7978065362,7978065362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0
2010,3,30185735072,0,0,0,0,0,0,0,0,6979802400,0,0,130000000,0,0,14404086572,0,0,8671846100,0,30185735072,-19079200415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11106534657,0,0,0,0,0,0,0,0,0,0,0,0,0,-5672527251,5434007406,386100,-603332375,-602946275,0,4831061131,0,0,0,-1185344033,0,3645717098,3645717098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0
2010,4,20759222258,0,0,0,0,0,0,0,0,3853356023,0,0,167272727,0,0,12147900,0,0,16726445608,0,20759222258,-13826037694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6933184564,0,0,0,0,0,0,0,0,0,0,0,0,0,-5567027203,1366157361,90000,-572859205,-572769205,0,793388156,0,0,0,-195310064,0,598078092,598078092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,1,16675146334,0,0,0,0,0,0,0,0,1526511521,0,0,0,0,0,231873004,0,0,14916761809,0,16675146334,-10628563316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046583018,0,0,0,0,0,0,0,0,0,0,0,0,0,-5212861640,833721378,54464809,-184969551,-130504742,0,703216636,0,0,0,-117835908,0,585380728,585380728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
2011,2,16446110465,0,0,0,0,0,0,0,0,1287701897,0,0,218181817,0,0,58880000,0,0,14881346751,0,16446110465,-44033434865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27587324400,0,0,0,0,0,0,0,0,0,0,0,0,0,-6220000442,-33807324842,3054000,0,3054000,0,-33804270842,0,0,0,117835908,0,-33686434934,-33686434934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,27351259705,0,0,0,0,0,0,0,0,17378454276,0,0,245263636,0,0,15303000,0,0,9712238793,0,27351259705,-48747524119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21396264414,0,0,0,0,0,0,0,0,0,0,0,0,0,-4435237255,-25831501669,62672500,0,62672500,0,-25768829169,0,0,0,0,0,-25768829169,-25768829169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,5193734211,0,0,0,0,0,0,0,0,428523397,0,0,79545000,0,0,27320000,0,0,4658345814,0,5193734211,-38259975127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33066240916,0,0,0,0,0,0,0,0,0,0,0,0,0,-4296277199,-37362518115,0,0,0,0,-37362518115,0,0,0,0,0,-37362518115,-37362518115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,1904067468,0,0,0,0,0,0,0,0,395636629,0,0,121818182,0,0,74448980,0,0,1312163677,0,1904067468,-90525309816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88621242348,0,0,0,0,0,0,0,0,0,0,0,0,0,-3603484162,-92224726510,6602898665,-120000000,6482898665,0,-85741827845,0,0,0,0,0,-85741827845,-85741827845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
