Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,24292106961,880292318,0,0,0,-2816868822,0,0,22355530457,-6356223897,2634877927,-448939826,-1780185640,0,-8127832986,0,-1824024402,6453201633,-9570555329,0,-128000000000,138000000000,0,0,2816868822,3246313493,0,0,0,0,0,-11382914998,0,-11382914998,-1683399872,18894098616,0,17210698744
2009,0,22123189648,1715206214,0,0,0,-1010705121,0,0,22827690741,7498408820,160907652,10922052798,-796355710,0,-679288910,973169123,-555814386,40350770128,-29568892462,0,-17000000000,15000000000,0,0,1010705121,-30558187341,0,0,0,0,0,-2206612584,0,-2206612584,7585970203,17210698744,0,24796668947
2010,0,18878266111,3532814818,0,0,0,-3110365492,0,0,19300715437,-124861239,-1052431042,-2558870571,-119595819,0,-6167986365,0,-2363594318,6913376083,-2470876768,0,0,0,0,0,3110365491,639488723,0,0,0,0,0,-7633006800,0,-7633006800,-80141994,24796668947,0,24716526953
2011,0,22484433224,3701609379,0,0,0,-4583971601,0,0,21602071002,3083567079,-232449115,-777602543,-1038481076,0,-5335533548,0,-2534708610,14766863189,-773416091,0,0,0,0,0,4583971601,3810555510,0,0,0,0,0,-7180788376,0,-7180788376,11396630323,24716526953,0,36113157276
2012,0,16774172307,3926961469,0,0,0,-3987940389,0,0,16713193387,-1597581721,-548219243,15255796857,-7088201994,0,-7244284024,0,-2477875135,13012828127,-2449481819,227272727,0,0,0,0,3862496007,1640286915,0,0,0,0,0,-7558307500,0,-7558307500,7094807542,36113157277,0,43207964819
2013,0,21533964430,3772691120,0,0,0,-3719300065,0,0,21587355485,1695331627,749857798,12708608,2877151669,0,-3491750088,0,-3680229400,19750425699,-1700660002,0,0,0,0,0,3719300065,2018640063,0,0,0,0,0,-6001200000,0,-6001200000,15767865762,43207964819,0,58975830581
2014,0,31193216550,3346571891,0,0,0,-4796459127,0,0,29743329314,-734972511,-9833824,7499894683,4250853199,0,-8795194701,0,-1520871802,30433204358,-1888553090,0,0,0,0,0,4796459127,2907906037,0,0,0,0,0,-5998682000,0,-5998682000,27342428395,58975830581,0,86318258976
2015,0,7585973965,3006303223,0,0,0,-4589429357,0,0,6002847831,-4091646583,187945084,34103150000,-5369802200,0,-6728328367,371263972,-7944415,24467485322,-3264054545,0,0,0,0,0,4589429357,1325374812,0,0,0,0,0,-8878533383,0,-8878533383,16914326751,86318258976,0,103232585727
2016,0,19704298731,2841187134,0,0,0,-5977420566,261203784,0,16829269083,-5739926670,945348801,-65245294108,9137416256,0,-8267695543,0,-3860908483,-56201790664,-1401316364,202727272,0,0,0,0,5613940516,4415351424,0,0,50000000000,-39000000000,0,-3563651500,0,7436348500,-44350090740,103232585727,0,58882494987
2017,0,35062918959,2798700132,0,0,0,-4417726414,25400106,0,33469292783,1322400519,-361242336,19420240358,-2986300064,-286603890,-3154890255,0,-1361425050,46061472065,-3543849200,95100000,-54000000000,0,0,0,3407981342,-54040767858,0,0,0,-11000000000,0,-210590000,0,-11210590000,-19189885793,58882494987,0,39692609194
2018,0,37006843534,3146409277,0,0,0,-6243386127,0,0,33909866684,-853505995,-1098440049,4738552575,-837592376,0,-11080000000,0,-3360532349,21418348490,-1460530910,120227273,-104800000000,54000000000,0,0,4787264743,-47353038894,0,0,0,0,0,-2340785000,0,-2340785000,-28275475404,39692609194,0,11417133790
2019,0,20508920595,3409231900,29534067,0,0,-7503672579,0,0,16444013983,113777399,1336712321,-17127408816,-9125379502,0,-5000000000,0,-2736655466,-16094940081,-4285690910,408181818,-102000000000,124420000000,0,0,7095490761,25637981669,0,0,0,0,0,-12974500000,0,-12974500000,-3431458412,11417133790,0,7985675378
