Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2013,0,1333540066,6870626829,72481975267,-1020069498,0,-20875347684,10375194974,0,69165919954,-19748254121,-50131240100,425099579448,124763317393,-10838944973,0,750000000,-641781861919,-102721484318,-31745311231,0,0,0,-240000000000,0,9461333795,-262283977436,200000000000,0,1854717952698,-1693816904224,0,0,0,360901048474,-4104413280,314322824319,-1087966314,309130444725
2014,0,444320075754,11455020516,132244018277,-59421179665,53373932,-5261751947,64322932666,0,587712489533,-918972528283,-32928323261,262980217725,197980025150,-59808310905,0,0,0,36963569959,-2696504281213,28620000,-270556181818,249681666667,-7868448000,0,11267280031,-2713951344333,1000000000,0,7631516383649,-4738169381129,0,0,0,2894347002520,217359228146,309130444725,258873456,526748546327
2015,0,1168482527232,10165032533,272908367170,40184427061,16078787,-45795030934,129699274892,0,1575660676741,-1625001218034,-71064886853,1014101748947,120235326504,-162169963853,0,0,0,851761683452,-1209724055527,0,0,0,0,-1261983489,10256694183,-1200729344833,0,0,13666588908049,-12926501340454,0,0,0,740087567595,391119906214,526748546327,5644465154,923512917695
2016,0,2703146064623,45873196847,495368513983,-50494265652,0,-40889050444,180732739883,-1180266000,3332556933240,-2628501734577,26497826117,848242406191,275392428650,-177942929579,-40220855647,0,0,1636024074395,-3145883637305,0,-1400000000,270000000000,-60000000000,0,107091074415,-2830192562890,71500000000,0,21249914036344,-18035136049967,0,-300000000000,0,2986277986377,1792109497882,923512917695,25719050114,2741341465691
2017,0,5302638877099,94989734425,277580251779,5586837437,0,44276615962,237597428875,-73672303358,5888997442219,-2794306394758,-129251222745,1824012605198,1344397355809,-236852306374,-318798833058,0,0,5578198646291,-2622026914625,0,-487333764000,0,0,0,67349020441,-3042011658184,1759382332805,0,25899054643065,-25184711574405,0,-876827065550,0,1596898335915,4133085324022,2741341465691,-12824834129,6861601955584
2018,0,5815929109755,146514029742,609233395693,51320437305,10506525264,72459087954,257505446656,-224219006627,6739249025742,-5284489946127,-201547786085,1460880367204,2077117427703,-254235595773,-108000000000,0,0,4428973492664,-799749729193,1545988562283,0,0,-1132840350000,0,208998836537,-177602680373,0,0,33529973247843,-35527608459899,0,-2016955829400,0,-4014591041456,236779770835,6861601955584,66541281032,7164923007451
2019,0,5010915885469,77082196516,380500000000,187765714834,0,-369425653333,351417652590,-10332636000,5627923160076,-7269239673881,-214839624611,383038345191,1186492528404,-319072743454,-471072596651,0,0,-1076770604926,-3599178524678,0,-6000000000,1400000000,-141548576400,0,249120440847,-3496206660231,0,-2347121362620,37716731031877,-31428713342944,0,-541611334000,0,3399284992313,-1173692272844,7164923007451,84900125041,6076130859648
