disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2018-03-15,stockAlert,listedUpcom,Ngày giao dịch đầu tiên trên UPCoM,2018-03-21,2020-03-06,,Giá tham chiếu 13.000 đ/cp,,,,
2018-11-30,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2018-12-06,,,Số lượng 28813371 cp,,,,
2019-03-22,investorRight,MEETING,Họp cổ đông,2019-04-16,2019-05-22,2019-05-22,ĐHĐCĐ thường niên năm 2019,,,,
2019-07-01,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2019-07-04,,,"Số lượng 3,872,045,669 cp",,,,
2019-07-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-08-08,2019-08-26,2019-08-26,Trả cổ tức năm 2018 (250 đ/cp),250,2.5,,2018
2020-03-03,stockAlert,delistedUpcom,Hủy niêm yết trên UPCoM,2020-03-09,,,Hủy ĐKGD trên UPCOM,,,,
2020-03-09,schedEvent,schedExchange,Dự kiến chuyển sàn,2020-03-12,,,Dự kiến chuyển sàn từ UPCOM sang HOSE,,,,
2020-03-09,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2020-03-17,,,Giá tham chiếu 11.570 đ/cp,,,,
2020-03-17,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2020-03-17,,,Thời gian niêm yết dưới 06 tháng,,,,
2020-04-29,investorRight,MEETING,Họp cổ đông,2020-05-19,2020-06-12,2020-06-12,ĐHĐCĐ thường niên năm 2020,,,,
