Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,164058679438,0,164058679438,-100246634988,63812044450,164854305,-9032534246,-8197038219,0,-8030091925,46914272584,1111840000,-1144532159,-32692159,67547533,46949127958,0,0,0,46949127958,-6927277,46956055235,8086,0
2007,0,583609576237,-45000000000,538609576237,-238875105315,299734470922,154068228909,-31036395619,-30454962092,0,-15056003521,407710300691,19831297264,0,19831297264,787278151,428328876106,-107172144267,0,-107172144267,321156731839,0,321156731839,4533,0
2008,0,1433988598163,-573000000000,860988598163,-330081737277,530906860886,56556665486,-96801951595,-29278332217,0,-38074737923,452586836854,522059720,-340098,521719622,714356999,453822913475,-167598177517,0,-167598177517,286224735958,5447620376,280777115582,2846,0
2009,0,889670339275,0,889670339275,-401158438449,488511900826,270747073790,-44093481043,-38258745527,-1875838494,-52282332305,661007322774,1374667478,-221216087,1153451391,4695624935,666856399100,-56962973654,8661422125,-48301551529,618554847571,17970084235,600584763336,2063,0
2010,0,913935195349,0,913935195349,-396298766397,517636428952,750070473217,-237028358800,-219267056567,-13943604852,-127693991051,889040947466,396003572537,-750002923,395253569614,-1968401970,1282326115110,-185593303155,13233505049,-172359798106,1109966317004,14596252665,1095370064339,3780,0
2011,0,633904038872,-275701104,633628337768,-276552876580,357075461188,236918644378,-324547590521,-289225666703,-19624685438,-139659602472,110162227135,21147963706,-2156782670,18991181036,-33346259356,95807148815,-27295467072,9279529545,-18015937527,77791211288,42061194332,35730016956,123,0
2012,0,281433009280,-62712320,281370296960,-173539678364,107830618596,44475294521,-345413104260,-322678313606,-11507454026,-207178405822,-411793050991,4791202269,-2879093449,1912108820,-76769682455,-486650624626,1498208465,1239998059,2738206524,-483912418102,-48268074088,-435644344014,-1503,0
2013,0,1082071723679,-9250302351,1072821421328,-577261858138,495559563190,38553684722,-378719932836,-310697062935,-10586285411,-55631950704,89175078961,19866438385,-6242770187,13623668198,-17000777800,85797969359,-53482443447,46500339795,-6982103652,78815865707,6316813807,72499051900,250,0
2014,0,1069035499895,0,1069035499895,-481366165270,587669334625,143894837330,-292150961413,-251673017974,-17688233075,-80645935431,340565112998,797669217,-90689835,706979382,0,341272092380,-1922333344,-27380624397,-29302957741,311969134639,-13648094868,325617229507,904,0
2015,0,1434851916992,0,1434851916992,-861405092161,573446824831,317123475612,-41370870831,-89987678791,-34887804923,-92999002177,730902803960,1328307512,-2255982547,-927675035,0,729975128925,-113881512091,-14031161477,-127912673568,602062455357,-9848150262,611910605619,1316,0
2016,0,1972459422710,0,1972459422710,-865066256541,1107393166169,39040775675,-99196167198,-81656871847,-33213420747,-120944497683,914642888675,7248211456,-529554284,6718657172,0,921361545847,-104958126654,-105118422552,-210076549206,711284996641,153914756832,557370239809,1186,1186
2017,0,1260198518971,0,1260198518971,-610528435391,649670083580,431362490060,-109457617841,-106963449754,-22123288484,-154757631162,813430381901,3361365539,-5251813758,-1890448219,0,811539933682,-177234691188,-15528079679,-192762770867,618777162815,34254764868,584522397947,1244,1244
2018,0,2491178878521,0,2491178878521,-1022343984750,1468834893771,91568246480,-193894216853,-200751707293,-142014567928,-164858434955,1073489475745,3372202651,-29634276464,-26262073813,0,1047227401932,-193422721494,-44898206944,-238320928438,808906473494,62751418237,746155055257,1588,1588
2019,0,3209906030157,0,3209906030157,-1363156822246,1846749207911,79931901053,-222620542221,-195685878594,-141910414455,-171879898648,1390690785472,8431503757,-34947379751,-26515875994,0,1364174909478,-167120965198,-156295080051,-323416045249,1040758864229,122396989276,918361874953,1955,1955
