Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2006,0,104408681091,601370895,0,0,0,-623518722,0,0,104386533264,-77446978761,-21493855291,55706697531,-1782635,0,-2941913441,4500000000,-1478771954,61229928713,-3170247521,31818182,0,0,0,0,647046207,-2491383132,2100000000,0,4000000000,-32423080000,0,0,0,-26323080000,32415465581,8938343320,0,41353808901
2007,0,163048169303,537282351,0,0,0,-6457914630,1052187170,0,158179724194,-124813088986,4502258783,38115260509,202473795,-787577597,-4931250000,0,-3220401778,67247398920,-1198929080,0,-120029622373,800469000,0,0,5172164130,-115255918323,21520000000,0,92019100000,-49000000000,0,0,0,64539100000,16530580597,41353808901,0,57884389498
2008,0,79023069469,1137937127,34169554400,-91643,0,1919736868,633883035,0,116884089256,13289517334,-412009109715,223290982555,89016538,-633883035,-44873452976,0,-7058030293,-111020870336,-2372921784,0,-64500000000,132284571973,-384702517,2937500000,3195164254,71159611926,0,-4274155000,122581322488,-65600422488,0,0,0,52706745000,12845486590,57884389498,91642,70729967730
2009,0,713249615378,1684430108,-34169554400,219840080,0,5738441479,160698954,0,686883471599,-66990898351,168827327491,-267012531704,-1250391629,-160698954,-47780909770,306666348,-3373317087,469448717943,-7176460417,0,-1092199600,15554500000,0,0,14207948520,21493788503,0,0,4900000000,-103000000000,0,-89741630000,0,-187841630000,303100876446,70729967730,0,373830844176
2010,0,781121862336,3113579410,625088665,70074068,0,-61410820525,198820833,0,723718604787,-83748368989,-354307369891,459445690218,-242201425,-52287500,-150317186411,2344332374,-15161200437,581680012726,-10682375829,3330349122,-33000000000,30150000000,-36549267852,0,61008358076,14257063517,42849190440,-106920489150,18100000000,-7495000000,0,-15768765000,0,-69235063710,526702012533,373830844176,-400279,900532456430
2011,0,121236268408,4747171475,31233306577,-31498146,0,-79745737296,2559268904,0,79998779922,-35413411302,-404338551936,200333550282,-3156168762,-1935033872,-236527935224,7730244473,-13464394757,-406772921176,-8769268597,0,-30675000000,33000000000,-26004980980,1481040000,77381961760,46413752183,0,-32695707878,55078635063,-36203069450,0,-156746600000,0,-170566742265,-530925911258,900532456430,3376357,369609921529
2012,0,100102272403,6802921247,9294193520,1198679506,0,-13644929048,5608706795,0,109361844423,169060142630,53412737866,-479980118231,4602217456,-6379475160,-51593549422,1314901058,-4815069254,-205016368634,-6298412761,120000000,0,675000000,-10000000000,266183760,22635839047,7398610046,0,0,109650329573,-33105435613,0,0,0,76544893960,-121072864628,369609921529,-159328,248536897573
2013,0,117924893351,5441876759,-9676302870,0,0,-33630076467,0,0,80060390773,31824110346,180268642977,-344226276209,165937892,0,-11992544668,80000000,-5520478293,-69340217182,-160000000,613636364,0,0,-10000000000,0,13911412762,4365049126,0,0,150000000,-450000000,0,-58570118100,0,-58870118100,-123845286156,248536897573,0,124691611417
2014,0,48097323132,5483067625,2234623815,0,0,-14762102548,136000000,0,41188912024,-3801667882,-92268175810,79096970746,416055603,-136000000,-10914411645,314547697,-3487580890,10408649843,-7816311747,681818182,0,0,0,20793534687,3848295040,17507336162,0,0,0,-1528591000,0,-63394505900,0,-64923096900,-37007110895,124691611417,0,87684500522
2015,0,121675179762,5230194056,1102489885,0,0,-4654939690,0,0,123352924013,20937806177,26807709021,-131820983746,353939540,0,-10985796111,0,-4882849106,23737040903,-1091836427,2488636364,0,0,0,0,2975395797,4372195734,0,0,0,0,0,-60991550000,0,-60991550000,-32882313363,87684500522,0,54802187159
