Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2013,1,332716331682,-178224959708,-67505114424,-23227694459,0,2373117293,-20036159056,0,46095521328,-1822978593,0,0,0,-6000000000,0,0,-7822978593,0,0,286062308484,-305085587870,-1805852447,-4129600,0,-20833261433,17439281302,2294291222,0,19733572524
2013,2,317194050275,-189811703931,-52623137877,-2608201651,-4414325836,5412244040,-30358006433,0,42790918587,-4325245123,0,-6000000000,0,6000000000,0,95824880,-4229420243,0,0,206708512445,-257106042350,136248095,-20685600,0,-50281967410,-11720469066,19733572524,12984862,8026088320
2013,3,371350414553,-182824513106,-54943755650,-7855269998,0,10192845151,-43474152806,0,92445568144,-3194328537,0,0,0,0,0,8039569,-3186288968,0,0,209362330683,-267237598587,-989080898,-104000,0,-58864452802,30394826374,8026088320,0,38420914694
2013,4,360784941151,-218625664545,-64731021708,-6845714633,-11336515469,5229064331,-37146520093,0,27328569034,-18365552340,0,0,0,0,0,557279373,-17808272967,0,0,255020348545,-292658510215,-682385024,-4041076750,0,-42361623444,-32841327377,38420914694,-8237846,5571349471
2014,1,318217878856,-201364202712,-70369454650,-6066973875,-6987546632,2249584797,-30667672071,0,5011613713,-5663577857,0,0,0,0,0,0,-5663577857,0,0,250006938426,-238766408083,-1670891196,-13566000,0,9556073147,8904109003,5571349471,0,14475458474
2014,2,374167286614,-194112577439,-57432890995,-4561457894,-2000000000,4558374032,-29992989827,0,90625744491,579814146,0,0,0,-8947430000,74451567,0,-8293164287,0,0,198121406686,-267473543101,459812069,-4420841200,0,-73313165546,9019414658,14475458474,18077237,23512950369
2014,3,421502682047,-237182835751,-58651947649,-5648288468,-5803636470,311822756359,-348115970551,16229990895,77922759517,-2775032344,0,-5698000000,600000000,-7144336932,35405655,0,-14981963621,7144336932,0,141371383794,-187640959022,-441304320,-45565150,0,-39612107766,23328688130,23512950369,0,46841638499
2014,4,456330814959,-329791997757,-77198051800,-2902168363,-13032445581,-297402824433,296091663561,0,32094990586,-23173739928,0,5698000000,-600000000,-8467663068,446422991,0,-26096980005,62855663068,0,90694239940,-78675264823,-1266114644,-9260820925,0,64347702616,70345713197,46841638499,23702195,117211053891
2015,1,447630267848,-345200220663,-88772521275,-2290838905,-11971104398,172772415927,-224707127515,15796542232,-52539128981,-1902035378,0,-1500000000,8890000000,-15100800000,0,2240966135,-7371869243,15100800000,0,165755033177,-128720047236,0,0,0,52135785941,-7775212283,99821053891,0,92045841608
2015,2,0,0,0,0,0,0,0,16087026513,76081542282,-125059508832,0,0,433775288,15100800000,0,-2240966135,-111765899679,-15100800000,0,178545385136,-152283848406,0,-31741112175,0,-20580375445,-56264732842,92045841608,0,35781108766
