Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2011,3,398583888617909,3664645691136,11956424528849,59231311536414,50966214895990,8512200221705,-247103581281,1219698390626,1381172660899,-161474270273,29905599475,269367018825725,277054380659084,-7687361833359,0,0,0,30798366978190,29379080645093,1715457301366,-296170968269,3991640533921,0,3193321889135,999738606849,-201419962063,3246791765386,1341811946010,342803701600,1562176117776,0,15078084768187,7875576743849,4481410379660,0,2748348144640,2436246582,-27250499962,398583888617909,373716499886918,26066466352671,27709065247882,9348058936706,18361006311176,243632916608368,0,60787127280262,5325854586310,10195069811425,24648189279105,14969963004976,12947563369930,1916971245046,0,0,0,105428390000,6510473186583,349214386349,0,2818538701197,0,219199451886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,405755454000000,3628604000000,7240214000000,57580364000000,57580364000000,0,0,1039502000000,1262108000000,-222606000000,27212000000,288079640000000,293937120000000,-5857480000000,0,0,0,31683520000000,30641971000000,1550000000000,-508451000000,3676711000000,0,3001166000000,975005000000,-299460000000,3640938000000,1512680000000,432750000000,1695508000000,0,9158749000000,0,0,0,9158749000000,0,0,405755454000000,381158035000000,26799130000000,35704900000000,35704900000000,0,240507629000000,0,64319292000000,4329848000000,9497236000000,24390455000000,15061920000000,12947563000000,0,0,0,0,2114357000000,7944327000000,302447000000,0,1081761000000,0,206964000000,66814658000000,24291365000000,0,0,24291365000000,42523293000000,286069000000,0,0,0,0,42237224000000,12651070000000,0,0,0,0,0,0,0,0
2012,1,419111348922537,3568092784493,11795450997327,47264121764254,33423949861561,14137467697683,-297295794990,2810199832943,2973272444356,-163072611413,28285348744,295705603912060,301585216373548,-5879612461488,0,0,0,39635825124814,38612874727751,1550000000000,-527049602937,4018078970023,2921749347317,420784552617,975004955709,-299459885620,3535381279666,1449926144672,396419188237,1689035946757,0,10750308908213,3745297836093,4216019666742,0,2821272534382,0,-32281129004,419111348922537,391803962491044,30409845606413,31005728247827,12678158049096,18327570198731,248724006543538,0,60705226874016,8847213516654,12111941702596,27089038640647,16399866396756,14290922952132,1911115039652,0,-5413261393,0,203241666365,8818724675310,276383026430,0,1594064542151,0,218347790846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,444635887000000,3891381000000,7020609000000,38648230000000,27103517000000,11805924000000,-261211000000,3028876000000,3146494000000,-117618000000,19286000000,318127320000000,325756221000000,-7628901000000,0,0,0,51236882000000,50084816000000,1579922000000,-427856000000,4097054000000,0,2972513000000,1399963000000,-275422000000,3568692000000,1449468000000,362147000000,1757077000000,0,14997557000000,9960419000000,4661434000000,0,439814000000,0,-64110000000,444635887000000,418651022000000,14242941000000,33374192000000,10609151000000,22765041000000,282395821000000,0,66399578000000,8668012000000,13570478000000,25778864000000,24385061000000,23011705000000,0,29996000000,0,0,1343360000000,456000000,-613000000,0,1393960000000,0,206001000000,72225193000000,30911692000000,0,0,30911692000000,41313501000000,253221000000,0,0,0,0,41060280000000,0,0,0,0,0,0,0,0,0
2012,3,456156590271709,4110059297649,10735293449996,42549147605325,23335084741024,19449937017172,-235874152871,3465907756703,3596453199513,-130545442810,26787967764,327615711791376,335452148098085,-7836436306709,0,0,0,44456836401591,43207421786188,1676121109592,-426706494189,4119428463718,0,3393184532605,975004955709,-248761024596,3478939040671,1389953706813,324764983949,1764220349909,0,15598478496916,8200416780827,4622316203449,0,2843320431349,0,-67574918709,456156590271709,429891580753529,10900333304703,37073699292342,10330473097257,26743226195085,293196574204769,0,65236498196576,14181471198014,9303004557125,26055433471690,24429610794226,23011705420000,0,29995792024,0,0,1387909582202,456368397,12657484530,0,1612708824537,0,209576046490,71342413939635,28624908805139,0,0,28624908805139,42717505134496,312967818071,0,0,0,0,42404537316425,0,0,0,0,0,0,0,0,0
2012,4,484695976142495,3326467219129,16311922726435,53770291169872,26478849188685,27616141603581,-324699622394,4104905142713,4232225051306,-127319908593,0,334079218007947,339931088297641,-5851870289694,0,0,0,48984517575638,47827246671226,1570907534246,-413636629834,3950315762657,0,3299993333906,1001094955709,-350772526958,4233094619542,1763481049357,296211051708,2173402518477,0,15935243918562,10284397464459,5053427560741,0,633416060425,0,-35997167063,484695976142495,457584336564470,11429937489187,38430523890359,7038812761689,31391711128670,303576073430671,16319429138,65334063710189,28055526553208,10741892061718,26902581478140,24429610794226,23011705420000,0,29995792024,0,0,1387909582202,420456368397,20280208460,0,2032234107057,0,209058099885,64448409246702,19705943425688,11464671166029,8241272259659,0,44742465821014,313850652669,0,0,0,0,44428615168345,0,0,0,0,0,0,0,0,0
2013,1,485923015573649,3883141865081,9081807858871,46665541100396,19908233210702,27069761749657,-312453859963,6887446680897,6933326108463,-45879427566,0,338146075537069,344893379493348,-6747303956279,0,0,0,55358065299878,54009169173259,1782225799086,-433329672467,4321888962793,0,3693410693042,996094955709,-367616685958,4121447269072,1692911345808,268923364913,2159612558351,0,17457600999592,11435987708936,5471922362282,0,605841795523,0,-56150867149,485923015573649,458051255802627,8750599136245,39763896262580,4605288628135,35158607634445,320039353795861,206720515676,60900062741698,16832873155022,11557750195545,27658447317357,24429610794226,23011705420000,0,29995792024,0,0,1387909582202,375848066787,-31809699815,0,2884798156159,0,213312453665,66593556188086,22650514951153,0,0,22650514951153,43943041236933,337792384779,0,0,0,0,43605248852154,0,0,0,0,0,0,0,0,0
2013,2,520714645000000,4230051000000,12349356000000,47882191000000,31242166000000,16850624000000,-210599000000,7434733000000,7469896000000,-35163000000,0,357424628000000,364771312000000,-7346684000000,0,0,0,64778643000000,58292286000000,6900105000000,-413748000000,4415372000000,0,3794423000000,996095000000,-375146000000,3978991000000,1581814000000,241342000000,2155835000000,0,18220680000000,11496106000000,6135584000000,0,657822000000,0,-68832000000,520714645000000,492377891000000,10567921000000,45326779000000,11432096000000,33894683000000,335008850000000,201947000000,71967828000000,16746811000000,12557755000000,28121804000000,24429611000000,23011705000000,0,29996000000,0,0,1387910000000,378444000000,-32551000000,0,3346300000000,0,214950000000,70691322000000,24513424000000,10686136000000,13827288000000,0,46177898000000,322584000000,0,0,0,0,45855314000000,0,0,0,0,0,0,0,0,0
2013,3,535794170465457,3862884937323,10893623319431,50176564453447,32524374605749,17847639601337,-195449753639,2378214841937,2413220373396,-35005531459,153050923789,365890278107671,373204758176067,-7314480068396,0,0,0,73779409221314,65557836725344,8605320159816,-383747663846,4474698516158,0,3857099352167,996547739413,-378948575422,3941363357808,1554454250315,222795708071,2164113399422,0,20244082786579,12551358053244,6967145439316,0,806939413487,0,-81360119468,535794170465457,504100741267799,11045181141748,50805407296558,11722611176079,39082796120479,340844002386515,0,71671491285417,17707793001281,12026866156280,31445531430926,28142022232024,28112026440000,0,29995792024,0,0,0,378152761974,9734361097,0,2915622075831,0,247897766732,69788737950537,22009748212705,0,0,22009748212705,47778989737832,458860040448,0,0,0,0,47320129697384,0,0,0,0,0,0,0,0,0
2013,4,548511388913930,3862685505457,12834854572235,47658555007240,34011384771871,13811125191166,-163954955797,1557981904571,1590265825547,-32283920976,239871757696,384837316274769,391036377109713,-6199060834944,0,0,0,68072439463129,56842104511595,11565433619404,-335098667870,4392181501154,3285985103965,516012045049,919192338277,-329007986137,5201099269778,2682617164535,240709788781,2277772316462,0,19854403657901,11378042932212,7073377754495,0,1482624982332,0,-79642011138,548511388913930,516190106708006,16495829820479,47565279691092,10601863776220,36963415914872,339135417772422,0,67245420369600,33254352912209,12493806142204,32069640411263,28142022232024,28112026440000,0,29995792024,0,0,0,377911591283,-57412514129,0,3607119102085,0,251641794661,75849973204944,21852435569552,7682486617683,14169948951869,0,53997537635392,524974757436,0,0,0,0,53472562877956,0,0,0,0,0,0,0,0,0
