Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2011,3,32128328102226,-23457326032339,1419909670526,93455651960,12101571673,297229482806,-4068377306473,-1047720214030,5377600926349,0,-2707091727443,-795313231968,0,-22862805856447,0,-1007095233727,-3270862134652,-1581144451350,-573213437476,9914599797288,3004296477,22274755610417,-1897234878923,0,433531686113,3308731364658,0,-424076306,0,3308307288352,-124520917195,1534238720,-996917232,0,0,0,-1216676361140,5620000000,99821975113,-1235217981734,44550300000,0,0,0,0,0,44550300000,2117639606618,56985300509357,0,59102940115975
2012,1,12225174001132,-9043471006477,503932493350,0,0,71819664302,-1608212898140,-290906540833,1858335713334,0,82402298393,-9682068303864,0,-7648096372076,0,0,-1169409995597,4949191330199,-4699171505040,8221261155818,-1073137198,994203749304,-90903541357,0,1752933400609,-5432395207475,0,0,0,-5432395207475,-11625558741,374577339,0,0,0,0,-318147700000,0,22679076016,-306719605386,0,0,0,0,0,0,0,-5739114812861,48919272456242,0,43180157643381
2012,2,9777324149123,-7299522909763,384687190897,54395902494,0,177556231494,-849509806845,0,2244930757400,0,1715300761902,-6244431281777,0,-20179267817928,0,-1039282271847,-610590843306,-24025905133241,2549942219769,26319115330751,1017918542,2082129872409,4500290038494,0,-291812996721,-12978563445553,0,0,0,-12978563445553,-6530920584,175203595,-54953056,0,0,0,0,0,31562587036,25151916991,0,0,0,0,0,0,0,-12953411528562,44957730083045,0,32004318554483
2013,1,10152190526692,-7132020399487,514941951269,96246080978,0,68423540817,-851548938764,-445158091132,2403074670373,0,17457871721989,-11084663922727,0,-4969711660810,0,0,-1051241984929,-1053227931718,213717175446,15353706854539,190401086538,-4434000968491,-11222948329186,0,13955145942,1816931856966,0,0,0,1816931856966,-282555119577,1201598682,-17817272,0,0,0,-439991500000,5000000000,3228580926,-713134257241,0,0,0,0,0,0,0,1103797599725,37887175002994,0,38990972602719
2013,2,10483897473308,-6417494600513,708471048731,22523919022,0,225703459183,-2480858061236,-126701908868,2415541329627,0,-7233926721989,-5693116077273,0,-19877932339190,0,-1414999000000,-173323015071,263297931718,5562882824554,16523520145461,-4773086538,11067764968491,-86061670814,0,239399854058,1588275143034,0,0,0,1588275143034,69797119577,65401318,-66182728,0,0,0,-500000,0,82805419074,152601257241,0,0,0,0,0,0,0,1740876400275,38990972602719,0,40731849002994
2013,3,9871927420028,-8574121019087,567679931435,136542859719,-143360914541,332901787328,-1075152590137,-223236045650,893181429095,0,1498627502244,-8060496577533,-16319429138,-8433446343529,0,-1367956709195,-494787370568,231560139986,5478628209424,6080852378992,-338678923789,-296336424772,960981517073,0,-710519844823,-4574710446533,0,-290265341,0,-4575000711874,-786312454522,1467343066,-111640492,0,0,0,-88278514142,87826230438,33072170544,-752336865108,3668320697798,0,0,-532437438366,0,0,3135883259432,-2191454317550,40731849000000,0,38540394682450
2013,4,11693695295243,-7715390946994,664726275103,1104181688648,0,471951626057,-2673327195499,-294214901986,3251621840572,0,3905044647671,6512613659331,-223552328559,-17831618933646,0,-3804667649329,-229486167454,3020762477506,-3240127605466,721301587132,136731494651,-4426070915817,15546559910928,0,248405642656,3587517660176,0,-241170691,0,3587276489485,-468131774553,1336814512,-648031225,0,0,0,402783705,76952617432,33423682526,-356663907603,0,0,0,0,0,0,0,3230612581882,38540394685444,0,41771007267326
2014,1,10001553832768,-7129999624178,605165148663,236025528325,0,165077580412,-943826266043,-573636462458,2360359737489,0,-880122524063,-9796921176207,43578837680,-7251774873857,0,-237925954405,-1679844447068,-2315874298447,12734154535112,18592941764264,0,-4756998369562,-2975026337645,0,79328321860,3915875215151,0,0,0,3915875215151,-370327672897,15680727,-16506364,0,0,0,0,27883200000,3493461200,-338951837334,0,0,0,0,0,0,0,3576923377817,41632741411932,0,45209664789749
2014,2,10850622167232,-6694444375822,769852851337,659332471675,0,380065419588,-3533011733957,-199729537542,2232687262511,0,-3651416475937,-8394229823793,116963162320,858401873857,0,-1995012045595,615322447068,280228298447,-264826535112,32000416235736,0,-18333428630438,-7866873662355,0,1434520678140,-2967247215151,0,-201000000,0,-2967448215151,-450291327103,2119319273,-1156493636,0,0,0,0,6969800000,125124538800,-317234162666,0,0,0,0,0,0,0,-3284682377817,45209664789749,0,41924982411932
2014,3,10951802274584,-7655855683003,569067253495,152818132457,0,-42618374071,-2155262155734,-133186381543,2055832335423,0,-453803688658,538480348924,79329810852,-14835877777231,0,-1535985198066,-930818641471,546809392665,638943971356,17654351646560,143527380727,-899469116150,2852576246090,0,188722134134,6042618845155,0,0,0,6042618845155,-330854234815,-1457688628,-21923182,0,0,0,-350000000000,152047084200,101007099537,-429279662888,0,0,0,-2386072321735,0,0,-2386072321735,3227266860532,40159173083523,0,43386439944055
