Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,201519042111,-195007213601,-1960592545,-103810907,-2352894200,14463557833,-9947930021,0,6610158670,0,0,-34800000000,42921996000,-9500000000,0,1891510280,513506280,0,0,25000000000,-29255897850,0,0,0,-4255897850,2867767100,13087819435,0,15955586535
2015,1,150552565104,-154150573051,-1903924195,-69958692,-1683894823,3512061665,-1243295242,205509643,-4987019234,-320500000,0,-78000000000,77878004000,0,0,979041954,536545954,0,0,1459896440,-1089041240,0,0,0,370855200,-4079618080,15955586535,-819228,11875149227
2015,2,343948481022,-330991571497,-3378487453,-70622085,-1680989684,4771074671,-18833356461,0,-6235471487,-877800000,0,-28800000000,40800000000,0,0,928570916,12050770916,100000000,0,1013700000,-651700000,0,0,0,462000000,6277299429,11875149227,819228,18153267884
2015,3,132276697109,-103104023491,-3166281296,-70116657,-1197912904,12439714327,-8592468932,246027672,28585608156,-45003399000,0,-22600000000,56100000000,-5365434341,0,12799220,-16856034121,4900000000,0,591300000,-18124950000,-135000000,-664743975,0,-13433393975,-1703819940,18153267884,0,16449447944
2015,4,607227478350,-593155889370,-3723035417,-41347299,-135259254,7815341193,-16626462135,0,1360826068,0,0,-6460000000,7500000000,0,0,492760,1040492760,0,0,58590400000,-53660050000,0,0,0,4930350000,7331668828,16449447944,0,23781116772
2016,1,347931012329,-344172528836,-3440638161,-68186418,0,8741594523,-11677436712,0,-2686183275,0,0,-3408000000,1660000000,0,0,227362574,-1520637426,0,0,194350000,-160050000,0,0,0,34300000,-4172520701,23781116772,0,19608596071
2016,2,0,0,0,0,0,0,0,0,-77537824799,-61201818,0,-16040000000,-1660000000,-180971605027,0,-187241893,-198920048738,299910000000,0,3622500000,-6268550000,0,0,0,297263950000,20806076463,19608596071,0,40414672534
2016,3,323868407897,-329479336161,-5327207751,-478051178,-609186176,6733684184,-23676006767,0,-28967695952,0,34000000000,-2400000000,3908000000,-62000000000,34000000000,266604869,7774604869,0,0,27081292940,-625450000,0,0,0,26455842940,5262751857,40414672534,0,45677424391
2016,4,412754784349,-385059257378,-4658054321,-1240753671,-1663221500,118091900147,-182982158285,0,-44756760659,-26177679834,0,-59733000,0,0,0,105170002,-26132242832,0,0,88850105960,-10424924915,0,0,0,78425181045,7536177554,45677424391,0,53213601945
2017,1,310040498858,-415833400106,-32536847231,-3112626626,-370000000,124713048268,-48209850454,0,-65309177291,0,0,-4713500000,10500000000,0,0,13982778,5800482778,24784580000,0,72955534469,-23353738558,0,0,0,74386375911,14877681398,61167446711,0,76045128109
2017,2,0,0,0,0,0,0,0,0,80970304559,-104821241770,0,-14940267000,10500000000,0,45997548217,39329936,-63224630617,-222785215,0,30087480723,-30827283998,0,0,0,-962588490,16783085452,76045128109,0,92828213561
2017,3,99582759456,-99155628304,-18230792328,-3884881584,-2067257209,39945055135,-26801518388,0,-10612263222,-1490198000,5859794000,-80528353000,22268686764,0,0,576649069,-53313421167,0,0,19770427860,-22506764286,0,0,0,-2736336426,-66662020815,92828213561,0,26166192746
2017,4,1710218509127,-1734247966111,-19209642056,-4317709450,-2378123414,69058833499,-23642571506,0,-4518669911,-6346612200,0,-23850000000,5358549000,0,0,64810013,-24773253187,0,0,56395698915,-30534369395,0,0,0,25861329520,-3430593578,26166192746,0,22735599168
2018,1,336443258515,-432780429539,-9320248577,-4638446488,-2687573029,8276357334,-21770468787,0,-126477550571,-16618121104,0,-992420000000,136674000000,0,0,242903613,-872121217491,986264800000,0,45982128965,-41202075757,0,0,0,991044853208,-7553914854,33404402494,-6114192,25844373448
2018,2,0,0,0,0,0,0,0,0,-526100215289,-4982356985,0,5270000000,402091515663,-208000000000,285000000000,2071614610,481450773288,-216550000,0,92164634613,-59163527373,0,0,0,32784557240,-11864884761,25844373448,7128528,13986617215
2018,3,0,0,0,0,0,0,0,0,340809358947,-13164601409,0,-29817500000,-308142831024,0,0,-2112542441,-353237474874,216000000,0,78040278627,-62027273841,0,0,0,16229004786,3800888859,13986617215,-1014336,17786491738
2018,4,0,0,0,0,0,0,0,0,-367779327066,-28718396377,-987150000000,1581081581250,-230622684639,0,9800000000,1993750497,346384250731,-216000000,0,107529873420,-73980311269,0,0,0,33333562151,11938485816,17786491738,1014336,29725991890
