Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,193066708900,-24022472778,-9085553405,-44323506961,0,852533835,-53145939257,0,63341770334,-4067753150,25000000,0,0,0,0,1005418110,-3037335040,0,0,17000000000,-65612222233,0,0,0,-48612222233,11692213061,103416921341,0,115109134402
2015,1,360829806205,-32677941360,-11699831797,-33780467856,0,1031885742,-41425251079,0,242278199855,-208300000,0,0,0,0,0,1732772988,1524472988,0,0,20000000000,-75000000000,0,0,0,-55000000000,188802672843,115109134402,0,303911807245
2015,2,157213536602,-29313954152,-4533270477,-32095809877,0,1194506501,-97830819090,0,-5365810493,-113425275,0,0,0,0,0,2966912367,2853487092,0,0,0,-30000000000,0,0,0,-30000000000,-32512323401,303911807245,0,271399483844
2015,3,108885175653,-51337707362,-4721420058,-32170373912,0,1497172419,-67615905269,0,-45463058529,-5095860,0,0,0,0,0,2169786543,2164690683,0,0,5000000000,-45000000000,0,0,0,-40000000000,-83298367846,271399483844,0,188101115998
2015,4,231295625792,-30057359868,-12064236019,-33494035280,0,977610130,-50882556897,0,105775047858,-213600000,33000030,0,0,0,0,1921981107,1741381137,0,0,0,-45000000000,0,0,0,-45000000000,62516428995,188101115998,0,250617544993
2016,1,261160721331,-28300347552,-18738833150,-26012099713,0,1076463233,-26208711830,38213002692,162977192319,-163975455,0,0,0,0,0,3010794143,2846818688,0,0,0,-53700000000,0,0,0,-53700000000,112124011007,250617544993,0,362741556000
2016,2,0,0,0,0,0,0,0,0,40669242973,-41221524516,0,-900000000,0,0,0,3514627247,-38606897269,0,0,-28200000000,0,-136609348400,0,0,-164809348400,-162747002696,362741556000,0,199994553304
2016,3,100217240156,-16980812249,-8242605537,-25364163112,0,1177651934,-80411540722,0,-29604229530,-230666894,0,0,0,0,0,1472125453,1241458559,0,0,0,-53700000000,0,0,0,-53700000000,-82062770971,200894553304,0,118831782333
2016,4,211783477171,-9829674717,-11159792393,-29235535119,0,1150913296,-60468765442,0,102240622796,0,0,0,0,0,0,1285891699,1285891699,0,0,0,-28200000000,0,0,0,-28200000000,75326514495,118831782333,0,194158296828
2017,1,393792124265,-8578469752,-11408645509,-22627986771,0,1386802454,-75713571518,38161162439,276850253169,-57175455,0,0,0,0,0,2368411974,2311236519,0,0,0,-53700000000,0,0,0,-53700000000,225461489688,194158296828,0,419619786516
2017,2,0,0,0,0,0,0,0,38198777191,179571527341,-4413886812,0,-6500000000,0,0,0,5370129791,-5543757021,0,0,0,-28200000000,0,-196881792625,0,-225081792625,-51054022305,419619786516,0,368565764211
2017,3,0,0,0,0,0,0,0,38165650967,-116922717612,4122547396,0,-185062557576,0,0,0,2307274199,-178632735981,0,0,0,-53700000000,0,196881792625,0,143181792625,-152373660968,368565764211,0,216192103243
2017,4,264815083028,-29960898649,-12281986632,-25899386258,-3560558289,1832395359,-50990932854,38233642312,143953715705,0,0,165062557576,0,0,0,4310298880,169372856456,0,0,0,-28200000000,0,0,0,-28200000000,285126572161,216192103243,0,501318675404
2018,1,118255810016,-44038567311,-15670247584,-19984482794,-7792389960,3207389282,-169058283533,38230452695,-135080771884,-777469072,0,0,0,0,0,4000370254,3222901182,0,0,0,-53700000000,0,0,0,-53700000000,-185557870702,501318675404,0,315760804702
2018,3,0,0,0,0,0,0,0,0,-307806258774,-26665578573,0,35000000000,20000000000,0,0,-585565438,27748855989,0,0,0,-53700000000,0,124391553950,0,70691553950,-209365848835,263142368032,0,53776519197
2018,4,98359046449,-38739964340,-9084643685,-24269998642,-1830122,1332682760,-77048648369,0,-49453355949,-3024932861,0,0,0,0,0,2620722651,-404210210,0,0,29497447101,-32497447101,0,0,0,-3000000000,-52857566159,53776519197,0,918953038
2019,1,317667234312,-531258639253,-9879423722,-17389108432,-5098683900,817770210,-55860876530,38609685150,-301001727315,-4622137296,-10935153,0,6500000000,0,0,33313194,1900240745,0,0,466281806994,-28500000000,0,0,0,437781806994,138680320424,918953038,0,139599273462
2019,3,0,0,0,0,0,0,0,0,-652818878524,580769347707,-10935153,0,0,0,0,757191661,581515604215,0,0,42892546990,-54500000000,0,573356600,0,-11034096410,-82337370719,138614006180,-16591,56276618870
2019,4,338241842055,-354328247652,-7661850974,-48221276668,0,2577790145,-100966808328,-150916311393,-170358551422,324983884017,0,0,0,0,0,215386303,325199270320,0,0,13056836798,-45000000000,0,0,0,-31943163202,122897555696,56276618870,0,179174174566
2020,1,187295196117,-18734567519,-12957931460,-34518176039,-7505882587,635916724,-57022652444,53482831159,57191902792,-141260231,0,-130000000000,0,0,0,160829428,-129980430803,0,0,0,-63868872334,0,0,0,-63868872334,-136657400345,179174174566,0,42516774221
