2020-04-08,57215,24270,2150,37575,10000,410
2020-03-13,74872,15000,18920,103918,43050,4090
2020-03-20,16060,0,6490,83100,29000,2810
2020-03-23,8445,0,0,48405,20000,10
2020-04-09,195476,161830,0,124414,50370,160
2020-04-10,196557,165170,13170,175873,94653,20
2020-04-13,131920,114440,300,134320,97000,1200
2020-04-14,41348,10903,9150,265252,214890,6640
2020-04-15,138050,109800,1140,48820,31540,2800
2020-04-16,68630,62100,0,24420,15120,0
2020-04-17,131663,112140,2500,274787,220060,1580
2020-04-20,68085,26090,25210,155035,71810,9210
2020-04-21,34520,0,2860,111610,40740,9110
2020-04-22,58303,35480,4150,26817,8990,2850
2020-04-23,16360,12860,1290,22750,6550,1550
2020-04-24,65669,51000,3810,42851,7060,0
2020-04-27,98970,60180,7200,57180,0,2100
2020-04-28,58730,37800,4050,59870,38000,370
2020-04-29,67780,47000,2040,5530,0,3300
2020-05-04,800,0,0,2130,0,100
2020-05-05,1105,0,0,1155,0,1400
