Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2014,4,61174497660,0,61174497660,-30561747565,30612750095,445926292,-217129204,-217129204,-222742000,-2528174544,28090630639,0,0,0,0,28090630639,-6195925899,0,-6195925899,21894704740,0,21894704740,0,0
2015,1,31496695342,0,31496695342,-22597190649,8899504693,60476105,-219963463,-219963463,0,-1775927951,6964089384,0,-193409919,-193409919,0,6770679465,-1591622112,0,-1591622112,5179057353,0,5179057353,158,0
2015,2,23814041377,0,23814041377,3071264628,26885306005,69686012,-576104559,-576104559,-1277173040,-6694351670,18407362748,33522811,-16070081685,-16036558874,0,2370803874,-2200366522,0,-2200366522,170437352,0,170437352,5,0
2015,3,14728699441,0,14728699441,-9572915290,5155784151,10418965,-45133507,-45133507,-637311144,-2756085212,1727673253,0,-300000,-300000,0,1727373253,-391748096,0,-391748096,1335625157,0,1335625157,23,0
2015,4,40234547050,0,40234547050,-31507505714,8727041336,13901745,-159575995,-159575995,-2424031924,-4530006273,1627328889,25104160,-7914400,17189760,0,1644518649,-408284156,0,-408284156,1236234493,0,1236234493,21,0
2016,1,31902306287,-1894430,31900411857,-19369300732,12531111125,19315501,-243684830,-235812792,-6219497695,-3520237366,2567006735,0,-130016991,-130016991,0,2436989744,-1090621590,0,-1090621590,1346368154,0,1346368154,0,0
2016,2,12484213332,-11653520,12472559812,-5742417814,6730141998,20025912,-1222369570,-1142465734,2490863424,-7341095508,677566256,0,-1323410607,-1323410607,0,-645844351,18209794,0,18209794,-627634557,-143459360,-484175197,0,0
2016,3,72477955789,-12320988,72465634801,-62167187393,10298447408,640095783,-2705823879,-2668895635,-4302408628,-944934806,2985375878,40056,-11000,29056,0,2985404934,-80544675,0,-80544675,2904860259,-621787171,3526647430,61,0
2016,4,23610324414,-11503624,23598820790,-27790685303,-4191864513,1464080933,-429605506,9724857,-1953396057,1201076096,-3909709047,7778192712,841739741,8619932453,0,4710223406,-80544674,0,-80544674,4629678732,-17213407,4646892139,81,0
2017,1,7576750426,-57546054,7519204372,-3868299783,3650904589,3576224966,-2021951855,-2021951855,-238796581,-2970930036,1995451083,264334,-204847931,-204583597,0,1790867486,0,0,0,1790867486,548655707,1242211779,22,22
2017,2,5899116848,22190765,5921307613,-5960893282,-39585669,7083646391,-2311473906,-2311322666,-2380418493,-1777322139,574846184,305184034,-493275734,-188091700,0,386754484,-767442262,0,-767442262,-380687778,-843337889,462650111,8,8
2017,3,9323356063,-13572374,9309783689,-7532551549,1777232140,23478610,-1939194132,-1939322401,-1162509867,-1125921252,-2426914501,313118089,-997534826,-684416737,0,-3111331238,88642092,0,88642092,-3022689146,-76414191,-2946274955,-51,-51
2017,4,18231224836,-56267361,18174957475,-15072186503,3102770972,17660579187,-5277799096,-5277647856,-3822558621,-7722151603,3940840839,25230813,-1314878973,-1289648160,0,2651192679,-788005309,0,-788005309,1863187370,-916301685,2779489055,48,48
2018,1,7702518858,-8613019,7693905839,-6405827072,1288078767,5329587327,-800958015,-800958015,-363962345,-1366483728,4086262006,40000000,-1604494874,-1564494874,0,2521767132,-420901637,0,-420901637,2100865495,-333088957,2433954452,42,42
2018,2,33963201165,0,33963201165,-24682724662,9280476503,2783800426,-3987536156,-3987536156,-428455,-2459114100,5617198218,156299277,-3775934210,-3619634933,0,1997563285,271455669,0,271455669,2269018954,-620631137,2889650091,50,50
2018,3,8897415715,-20708537,8876707178,-7363471004,1513236174,5183130802,-1240163073,-1240163073,-256199988,-2025027514,3174976401,192639065,-1793198419,-1600559354,0,1574417047,-648028613,0,-648028613,926388434,79362035,847026399,15,15
2018,4,26521179160,-49483407,26471695753,-12615104089,13856591664,128688,-1205848541,-1203047408,-758128566,-1867647981,10025095264,0,-9684646797,-9684646797,0,340448467,-2482257377,0,-2482257377,-2141808910,585480944,-2727289854,-47,-47
2019,1,5035374337,-3940790,5031433547,-1966685375,3064748172,354427,0,0,0,-1337885626,1727216973,450000,-595972511,-595522511,0,1131694462,-635964393,0,-635964393,495730069,561280145,-65550076,-1,-1
2019,2,17085961027,0,17085961027,-12546039650,4539921377,164478,-4994628043,-4993782042,-201326148,-23351227834,-24007096170,12,-666725528,-666725516,0,-24673821686,635964393,0,635964393,-24037857293,-610975137,-23426882156,-406,-406
2019,3,3375000000,0,3375000000,-2252062500,1122937500,4319,0,0,0,-1503177273,-380235454,2191755,-1356958252,-1354766497,0,-1735001951,-40575845,0,-40575845,-1775577796,0,-1775577796,0,0
2019,4,0,0,0,0,0,136701,-5126094809,-2025124933,0,-1094675174,-6220633282,0,-1449055892,-1449055892,0,-7669689174,0,0,0,-7669689174,0,-7669689174,0,0
2020,1,0,0,0,-150739937,-150739937,6811,0,0,0,-816866329,-967599455,0,-1404562770,-1404562770,0,-2372162225,0,0,0,-2372162225,2433613,-2374595838,-41,-41
2020,2,0,0,0,0,0,93320,-1935000000,-1935000000,0,-974647323,-2909554003,1636303637,-2598816358,-962512721,0,-3872066724,-27832959,0,-27832959,-3899899683,-104537732,-3795361951,-66,-66
