Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,2,233697149820,-208234964841,-14686270661,-1991596955,-1238703001,11997925982,-19335369794,0,208170550,-3630703272,280000000,0,0,0,0,1605295601,-1745407671,0,0,71680236757,-68669736536,0,-12548956000,0,-9538455779,-11075692900,31539713327,317782881,20781803308
2015,1,134145915842,-113087154496,-17818070611,-1485718886,-2366828692,2089901903,-21199619887,0,-19721574827,-529300000,0,0,0,-1192000000,0,495661369,-1225638631,0,0,70777629948,-62836045386,0,0,0,7941584562,-13005628896,38659893686,0,25654264790
2015,2,0,0,0,0,0,0,0,0,5393505084,-6024170008,134545455,0,0,1192000000,0,-124706132,-4822330685,0,0,69889082542,-64900853143,0,-7055590500,0,-2067361101,-1496186702,25654264797,103250,24158181345
2015,3,140153058463,-81488496797,-19184600004,-1914911774,-2596297664,2187626579,-25012755597,0,12143623206,-2266873200,256363636,0,0,0,0,742371735,-1268137829,0,0,57753125620,-69408414491,0,0,0,-11655288871,-779803494,24158181345,0,23378377851
2015,4,275736568972,-174815597341,-28730869356,-1981081660,-1977774418,4588581592,-25010079093,0,47809748696,0,0,0,0,0,0,1103146000,1103146000,0,0,15434205254,-58870902738,0,-12045523500,0,-55482220984,-6569326288,17106652947,5332539,10542659198
2016,1,154061420667,-112745911690,-18006174266,-1946445106,-3783592440,4876003838,-13156418807,0,9298882196,1148626301,0,0,0,0,0,3128662500,4277288801,0,0,73578383833,-65636621159,0,-6180000000,0,1761762674,15337933671,19686710186,0,35024643857
2016,2,0,0,0,0,0,0,0,0,15785282490,-7562606760,0,0,0,0,0,-3083629135,-10646235895,0,0,90127475024,-90405646679,0,-3281660500,0,-3559832155,1579214440,35024643857,0,36603858297
2016,3,156308210133,-95959168847,-20107051053,-1950134682,-2951203566,6881901023,-26429686520,0,15792866488,-1273636364,156181818,0,0,0,0,1972398272,854943726,0,0,49580073637,-69508836035,0,0,0,-19928762398,-3280952184,36603858297,0,33322906113
2016,4,365512021823,-321264496947,-36110754963,-4333538122,-3349390174,13816168895,-34749711207,0,-20479700695,0,0,0,0,0,0,1626793773,1626793773,0,0,106954330999,-81653659130,0,0,0,25300671869,6447764947,40322906113,0,46770671060
2017,1,310153350453,-264113285875,-23519357708,-1868748395,-6200701679,10378085594,-17364595819,0,7464746571,-9142385775,11390000,0,0,0,0,3745763295,-5385232480,0,0,107418402771,-113416880009,0,-6180000000,0,-12178477238,-10098963147,46770671060,0,36671707913
2017,3,179198650584,-148964582342,-17549068609,-2326491737,-3773452655,2300954435,-33373179896,0,-24487170220,-520790909,20000000,0,0,-900000000,0,1283100646,-117690263,0,0,145740013264,-105676954003,0,-12562178000,0,27500881261,2896020778,35597249418,0,38493270196
2018,1,204791341386,-160260665463,-20978720308,-2521396813,-4921155289,7403198601,-24618289045,0,-1105686931,-85800000,0,0,0,0,0,3975554233,3889754233,0,0,138434820762,-159175222620,0,-18742178000,0,-39482579858,-36698512556,74620375489,0,37921862933
2018,2,0,0,0,0,0,0,0,0,13089581011,-278280000,68181818,0,0,0,0,4777662927,4567564745,0,0,168797134029,-141994586136,0,-14464596500,0,12337951393,29995097149,37921862933,0,67916960082
2018,3,202349174747,-150036360266,-16929002669,-3041858605,-4238050179,4335599141,-42481493526,0,-10041991357,-12546110174,13636364,0,0,0,0,494381995,-12038091815,0,0,143929928929,-143393924208,0,0,0,536004721,-21544078451,67916960082,0,46372881631
2019,1,206708425442,-154148813573,-25988042872,-3167325633,-3550547720,7250968313,-23980684636,0,3123979321,-163877000,0,-2000000000,16100000000,0,0,3494250119,17430373119,0,0,124046026594,-138613472457,0,-6180000000,0,-20747445863,-193093423,45842564811,0,45649471388
2019,3,212019328068,-164044882012,-20449374433,-3606527052,-6097316849,11166520997,-36109001915,0,-7121253196,-3269310091,0,-9000000000,6000000000,0,0,1708860005,-4560450086,0,0,152534803672,-116821586711,0,-45303041500,0,-9589824539,-21271527821,70573810517,0,49302282696
2020,1,223835524397,-126835269563,-22327114147,-2777445436,-4523416112,13855762190,-24044622360,0,57183418969,-8733566908,90909091,-12000000000,0,0,0,492665584,-20149992233,0,0,108348448182,-96490218108,0,0,0,11858230074,48891656810,54741891996,0,103633548806
