Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2015,2,1843068564857,1816364635964,458946657129,423724990907,0,35221666222,563159140067,597301398155,0,0,0,-34142258088,792857787168,0,0,0,0,0,0,1014443724891,0,0,313500000,0,0,0,0,0,128881950294,0,-350781388017,0,1401051600,1401051600,0,26703928893,0,0,1399513171,0,0,24390350982,0,914064740,0,1019228708530,610932924172,0,0,0,0,0,0,0,0,610932924172,0,0,855727550633,0,33669064655,-278463691116,293683208362,1073532644,38077127266,-37003594622,0,0,0,0,0,280159896718,302348632500,-22188735782,0,12449779000,0,0,0,0,0,0,0,114612575996,0,11590327274,84779688385,0,17509304337,733256000,0,0,2862297273387,633098130183,451731469183,120000000000,120000000000,0,0,0,0,0,245727756073,0,27500000,373750000,612263552,58895559,0,31240310235,0,29000000,0,0,1202801695,0,52059892910,0,399299159,0,0,181366661000,181366661000,181366661000,181366661000,181366661000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229199143204,2229199143204,2112988580169,2120000000000,2120000000000,0,3752303169,0,0,-10763723000,0,0,0,35208664749,27079322898,32946934964,20975640424,20975640424,0,20975640424,0,0,0,0,0,0,0,2862297273387,0,0
2015,3,1635248951907,1608329396593,363802160372,293640107684,0,70162052688,451786396912,483372493450,-31586096538,0,0,0,791347150709,0,0,0,0,0,0,1036948033782,0,0,350000000,0,0,0,0,0,116982775992,0,-362933659065,0,1393688600,1393688600,0,26919555314,0,0,1579884356,0,0,24379090764,0,960580194,0,984353098074,568477170874,0,0,0,0,0,0,0,0,568477170874,0,0,856365983509,0,33669064655,-321557877290,294670898061,914555663,37391874266,-36477318603,0,0,0,0,0,283290563398,306316632500,-23026069102,0,10465779000,0,0,0,0,0,0,0,121205029139,0,10630252727,92729816075,0,17509304337,335656000,0,0,2619602049981,416873134735,235506473735,0,0,0,0,0,0,0,200384073656,0,27500000,375500000,637486522,114018541,0,4146717887,0,0,0,0,327588570,0,29225289400,0,268299159,0,0,181366661000,181366661000,181366661000,181366661000,181366661000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202728915246,2202728915246,2112988580169,2120000000000,2120000000000,0,3752303169,0,0,-10763723000,0,0,0,35208664749,27079322898,32946934964,-5494587534,-5494587534,0,-5494587534,0,0,0,0,0,0,0,2619602049981,0,0
2015,4,1229982894697,1204649775541,613283466920,203283466920,0,410000000000,66872744619,99270177750,-32397433131,0,0,0,523157653902,0,0,0,0,0,0,1048452811173,0,0,125000000,0,0,0,0,0,23246537390,0,-548666694661,0,1335910100,1335910100,0,25333119156,0,0,786014362,0,0,24360216402,0,186888392,0,1023185075961,569924566964,0,0,0,0,0,0,0,0,569924566964,0,0,856314374359,0,33669064655,-320058872050,294165165140,1114489411,37820553866,-36706064455,0,0,0,0,0,282584896729,306316632500,-23731735771,0,10465779000,0,0,0,0,0,0,0,159095343857,0,10197294580,131136888940,0,17509304337,251856000,0,0,2253167970658,188108742589,188108742589,0,0,0,0,0,0,0,163505825132,0,27500000,252100000,1090887471,1665003034,0,168424385,0,0,0,0,2110165790,0,18207606850,0,1081229927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065059228069,2065059228069,2112988580169,2120000000000,2120000000000,0,3752303169,0,0,-10763723000,0,0,0,35208664749,28095486358,33963098424,-145196601631,-145196601631,0,-145196601631,0,0,0,0,0,0,0,2253167970658,0,0
2016,1,934532207247,906495621047,548108753097,47718753097,0,500390000000,189316356599,437259039385,0,272942092053,1669064655,-522553839494,169070511351,15143352213,0,15143352213,6240000,0,15137112213,0,0,674296738387,0,0,0,0,0,0,7523594663,-527893173912,0,0,0,0,0,28036586200,1369724996,1332270100,942737174,0,0,0,0,24391853930,0,1014522479042,544881848323,0,0,0,0,0,0,0,0,544881848323,0,0,544881848323,544881848323,0,0,283087690191,1214687771,38165198466,-36950510695,0,0,0,0,0,281873002420,306316632500,-24443630080,0,0,0,0,0,0,10465779000,0,10465779000,176087161528,563066100,9602814195,147075217467,0,18846063766,0,0,0,1949054686289,6833592533,6833592533,0,0,0,0,0,0,0,305772080,0,27500000,56500000,617866978,1800000,785032986,788944260,0,0,2927281703,0,0,0,706664599,0,616229927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942221093756,1942221093756,2112988580169,2120000000000,2120000000000,0,3752303169,0,0,-10763723000,0,0,33963098424,0,28095486358,35208664749,-268034735944,-268034735944,0,-268034735944,0,0,0,0,0,0,0,1949054686289,0,0
2016,2,1206155267851,1203212572911,210282013612,80282013612,0,130000000000,901260415030,420119776593,647976147423,521557703146,1669064655,-690062276787,91670144269,17328152248,0,17328152248,6240000,0,17321912248,0,0,670083668699,0,318152779,0,0,0,0,28383313013,-624443142470,0,0,0,0,0,2942694940,740587060,1330040500,872067380,0,0,0,0,0,0,436891131128,36825926400,0,0,0,0,0,0,0,0,36825926400,0,0,36825926400,36825926400,0,0,282141168981,973833230,38165198466,-37191365236,0,0,0,0,0,281167335751,306316632500,-25149296749,0,0,0,0,0,0,10465779000,0,10465779000,107458256747,563066100,8449126881,79600000000,0,18846063766,0,0,0,1643046398979,13563272310,13563272310,0,0,0,0,0,0,0,5742080,0,27500000,10093997253,1206218972,0,102211249,773687039,0,0,80761703,0,0,0,656924087,0,616229927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629483126669,1629483126669,2112988580169,2120000000000,2120000000000,0,3752303169,0,0,-10763723000,0,0,33963098424,0,28095486358,35208664749,-580772703031,-580772703031,0,-580772703031,0,0,0,0,0,0,0,1643046398979,0,0
2016,3,767510615558,765047436887,347000024813,57000024813,0,290000000000,331005509763,397244495800,11491388889,630143089569,1669064655,-709542529150,87041902311,20175666781,0,20175666781,0,0,20175666781,0,0,658130082199,0,318796315,0,0,0,0,32129329020,-623711972004,0,0,0,0,0,2463178671,954828065,1332888500,175462106,0,0,0,0,0,0,873162821108,474802073823,0,0,0,0,0,0,0,0,474802073823,0,0,474802073823,474802073823,0,0,281436656573,863428338,38201498466,-37338070128,0,0,0,0,0,280573228235,306316632500,-25743404265,0,0,0,0,0,0,10465779000,0,10465779000,106458311712,563066100,7449181846,79600000000,0,18846063766,0,0,0,1640673436666,15065014174,15065014174,0,0,0,0,0,0,0,190742080,0,27500000,10264997253,2593118814,0,131027848,768592068,0,0,1703,0,0,0,472804481,0,616229927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625608422492,1625608422492,2112988580169,2120000000000,2120000000000,0,3752303169,0,0,-10763723000,0,0,33963098424,0,28095486358,35208664749,-584647407208,-584647407208,0,-584647407208,0,0,0,0,0,0,0,1640673436666,0,0
2016,4,834912821943,833184466405,193070216107,52070216107,0,141000000000,557529521729,397244581500,171491388889,693589908589,1669064655,-706465421904,82584728569,16569509992,0,16569509992,0,0,16569509992,0,0,652723201739,0,84735279,0,0,0,0,31873592153,-618666310594,0,0,0,0,0,1728355538,25402092,1367546600,335406846,0,0,0,0,0,0,825807292374,427624254800,0,0,0,0,0,0,0,0,427624254800,0,0,427624254800,427624254800,0,0,282263190877,2270629310,38963125966,-36692496656,0,0,0,0,0,279992561567,306316632500,-26324070933,0,0,0,0,0,0,10465779000,0,10465779000,105454067697,563066100,6444937831,79600000000,0,18846063766,0,0,0,1660720114317,22054367358,22054367358,0,0,0,0,0,0,0,179138294,0,27500000,10301397253,1060958592,8112705936,140491587,817711924,0,0,278826703,0,0,0,519407142,0,616229927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638665746959,1638665746959,2112988580169,2120000000000,2120000000000,0,3752303169,0,0,-10763723000,0,0,33963098424,0,28095486358,35208664749,-571590082741,-571590082741,0,-571590082741,0,0,0,0,0,0,0,1660720114317,0,0
2017,1,1319085178211,1291045768198,171182797833,69432797833,0,101750000000,1082075644403,384868285255,607598715480,723237380588,35756100000,-669384836920,37787325962,10257550443,0,10257550443,0,0,10257550443,0,0,652549111336,0,127440517,0,0,0,0,6979534260,-632126310594,0,0,0,0,0,28039410013,1479497860,1626804000,365715548,0,0,24567392605,0,0,0,434535480542,36825926400,0,0,0,0,0,0,0,0,36825926400,0,0,36825926400,36825926400,0,0,281536994476,2125099577,38963125966,-36838026389,0,0,0,0,0,279411894899,306316632500,-26904737601,0,0,0,0,0,0,10465779000,0,10465779000,105706780666,563066100,5543714566,79600000000,0,20000000000,0,0,0,1753620658753,37958758354,37958758354,30000000000,30000000000,0,0,0,0,0,48000000,0,27500000,1260000000,1944852161,2595413949,32739886,956678608,0,0,1703,0,0,0,477342120,0,616229927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715661900399,1715661900399,2112948280169,2120000000000,2120000000000,0,3752303169,0,0,-10804023000,15366300000,0,33963098424,0,28095486358,35208664749,-509919929301,-548805774945,0,-548805774945,38885845644,0,0,0,0,0,0,1753620658753,0,0
2017,2,1342891370660,1315769638811,90046644585,60046644585,0,30000000000,1176132380903,48781606043,193096775969,810153899615,358010350000,-233910250724,49590613323,406320300326,0,406320300326,390798328400,0,15521971926,0,0,649462078671,0,84735279,0,0,0,0,3198212438,-1009474713391,0,0,0,0,0,27121731849,484677387,1658021500,274887382,0,0,24704145580,0,0,0,486439051987,90529537511,0,0,0,0,0,0,0,0,90529537511,0,0,90529537511,90529537511,0,0,280810798075,1979569844,38963125966,-36983556122,0,0,0,0,0,278831228231,306316632500,-27485404269,0,0,0,0,0,0,10465779000,0,10465779000,104632937401,563066100,4469871301,79600000000,0,20000000000,0,0,0,1829330422647,64572179565,64572179565,55000000000,55000000000,0,0,0,0,0,448020000,0,27500000,248500000,1614799227,4551822978,79095533,1403462280,0,0,1703,0,0,0,582747917,0,616229927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764758243082,1764758243082,2112948280169,2120000000000,2120000000000,0,3752303169,0,0,-10804023000,64620550000,0,33963098424,0,28095486358,35208664749,-510077836618,-517490084385,0,-517490084385,7412247767,0,0,0,0,0,0,1829330422647,0,0
2017,3,1358900806191,1331220211781,213436095736,38436095736,0,175000000000,1080686015968,39744050927,207703611111,726573989054,340494210000,-233829845124,37098100077,406745559452,0,406745559452,390798328400,0,15947231052,0,0,630829363240,0,87309574,0,0,0,0,6223749416,-1006787881605,0,0,0,0,0,27680594410,1042221068,1691367500,248417125,0,0,24698588717,0,0,0,434708021210,36825926400,0,0,0,0,0,0,0,0,36825926400,0,0,36825926400,36825926400,0,0,280084601674,1834040111,37381901873,-35547861762,0,0,0,0,0,278250561563,306316632500,-28066070937,0,0,0,0,0,0,10465779000,0,10465779000,107331714136,4163066100,3568648036,79600000000,0,20000000000,0,0,0,1793608827401,31275926834,31275926834,15000000000,15000000000,0,0,0,0,0,33290000,0,27500000,297250000,1679283411,11549502949,67597116,996539592,0,0,1703,0,0,0,1008732136,0,616229927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762332900567,1762332900567,2112989980169,2120000000000,2120000000000,0,3660627908,0,0,-10670647739,47104410000,0,33963098424,0,28095486358,35208664749,-495028739133,-500901559684,0,-500901559684,5872820551,0,0,0,0,0,0,1793608827401,0,0
