Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2005,0,16091102166,8331401182,335143653,-67539624,3094576449,0,0,0,27784683826,-3099648365,-3263730034,9191070072,-4687582934,-3094576449,-5143423080,0,-326640936,17360152100,-9315641561,0,0,0,-3719805000,0,0,-13035446561,5658658609,0,75977912342,-80756337786,0,-1575000000,0,-694766835,3629938704,7529033775,0,11158972479
2006,0,25331781740,11517241327,566005000,-8775433179,0,126069180,2478137604,0,31243801672,-5435363266,-2408255455,-10587862321,-5242798783,-2478137604,-4903270851,1527086292,-704500000,1010699684,-9636700782,169268319,-35000000000,0,-6599419388,8334184697,1402456689,-41330210465,76776000000,0,56837741359,-78233948818,0,-3650000000,0,51729792541,11410281760,11158972479,0,22569254239
2007,0,33325098969,10220161070,446535204,0,0,-13453687035,3297174121,0,33835282329,-2646989734,-22692973276,57503095921,-99051419,-3297174121,-9336108814,1728454011,-1937741448,53056793449,-86384621457,5409524,-38055000000,59000000000,-54868223551,25979158270,13453687035,-80869590179,0,0,130370772676,-80704202232,0,0,0,49666570444,21853773714,22569254239,0,44423027953
2008,0,21925363254,17553139784,23805722185,607676913,0,-30974721403,7215428664,0,40132609397,-59428594098,210907628,-16166913582,815808257,-7215428664,-5776518176,1154005638,-1436037474,-47710161074,-45947821255,9361905,-182000000000,0,-3699312844,0,30974721403,-200663050791,279000000000,0,134723488615,-167004686043,0,-12314966800,0,234403835772,-13969376093,44423027953,79561520,30533213380
2009,0,64301015053,20232147553,-8736099849,0,0,-12035206716,1804112828,0,65565968869,35966830616,14422137667,24487784460,-2484174177,-1727969343,-2304027755,749435770,-8045408739,126630577368,-217196485691,290909092,-496000000000,687055000000,-133140000,9800252000,16434318023,250853424,0,0,142017234421,-69871018437,0,-24603687400,0,47542528584,174423959376,30533213380,-200952211,204756220545
2010,0,45125048667,35761664632,1767126835,0,0,-13517093154,5151610567,0,74288357547,-27614858261,-47416149133,32576708958,863677724,-5036207805,-3304652239,10053061450,-2307361567,32102576674,-70685737511,37978948,-253000000000,213000000000,-26770000,2774805000,13479114206,-94420609357,0,0,30811945350,-68740103467,0,-15300760000,0,-53228918117,-115546950800,204756220545,-127832242,89081437503
2011,0,55329124721,30285281637,-2132656999,0,0,-7062134084,6728033220,0,83147648495,-155553800114,-2854509974,55842843973,-3274515991,-6728033220,-7512435033,1854697325,-1310387000,-36388491539,-6405449975,1364082281,-292219877000,360224797000,-54690000,6118007000,12826184711,81853054017,0,0,5514295808,-64368720039,0,-15380001000,0,-74234425231,-28769862753,89081437503,9909216,60321483966
2012,0,32464000140,41428502233,-1735271390,0,0,-2637545516,388205421,0,69907890888,-68698754212,142380024,-22286173103,-4042499615,-388205421,-5241209985,3014616000,-7618800404,-35210755828,32991822909,1817727276,0,0,0,6440590834,1397056735,42647197754,0,0,11749504194,-11423642259,0,-18602623000,0,-18276761065,-10840319139,60321483966,-9909215,49471255612
2013,0,57304557750,40775275493,-2537400327,7908429,0,-2108508959,167228979,0,93609061365,10924940515,32094558804,21776721432,400398432,-167228979,-10122886932,4275788786,-939331877,151852021546,-7911179880,163627274,-15000000000,0,0,0,1571559441,-21175993165,0,0,770330010,-1498064615,0,-27728443620,0,-28456178225,102219850156,49471255612,16059958,151707165726
2014,0,76095016398,40362026936,-1597276706,-166977780,0,-4407216524,0,0,110285572324,-2305353843,1447300995,34317527126,2167591457,0,-16337728756,3330384000,-2620322140,130284971163,-8857244653,0,0,30000000000,-50000000000,0,8158683380,-20698561273,0,0,0,0,0,-9281433180,0,-9281433180,100304976710,151707165726,193799370,252205941806
