disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2014-04-07,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2014-04-15,2014-04-17,,"trả cổ tức năm 2013, tỷ lệ 100:372",,372,,2013
2014-04-07,investorRight,KINDDIV,Cổ phiếu thưởng,2014-04-15,2014-04-17,,tỉ lệ 100:66.9,,66.9,,
2014-04-07,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2014-04-15,2014-04-17,,Trả cổ tức năm 2013 tỷ lệ 100: 372,,372,,2013
2014-04-07,investorRight,KINDDIV,Cổ phiếu thưởng,2014-04-15,2014-04-17,,Tỷ lệ 1000:669,,66.9,,
2014-06-30,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2014-06-30,,,Thời gian niêm yết dưới 6 tháng,,,,
2014-07-07,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2014-07-14,,,Giá tham chiếu 68.000đ/cp,,,,
2014-08-13,investorRight,MEETING,Họp cổ đông,2014-08-21,,,Đại hội đồng cổ đông bất thường năm 2014,,,,
2014-09-17,stockAlert,noticed,Nhắc nhở,2014-09-17,,,Chậm công bố biên bản họp ĐHĐCĐ bất thường,,,,
2014-09-30,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2014-10-08,2014-10-10,,Tỷ lệ 100:63.3,,63.3,,2014
2014-09-30,investorRight,KINDDIV,Cổ phiếu thưởng,2014-10-08,2014-10-10,,"Tỷ lệ 100:6,7",,6.7,,
2014-11-03,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2014-11-10,,,Số lượng: 43.902.490 cp,,,,
2015-01-09,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2015-12-11,,,Số lượng 2.665.559 cp,,,,
2015-01-09,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2016-12-13,,,Số lượng 2.665.559 cp,,,,
2015-01-16,investorRight,MEETING,Họp cổ đông,2015-01-26,2015-03-06,2015-03-06,ĐHĐCĐ thường niên năm 2015,,,,
2015-03-12,stockAlert,noticed,Nhắc nhở,2015-03-12,,,Chậm CBTT BCTC hợp nhất và Cty mẹ kiểm toán năm 2014,,,,
2015-03-24,schedEvent,schedIssue,Dự kiến phát hành,,,,"Phát hành CP thưởng năm 2015, tỷ lệ 4:1",,25,,
2015-04-24,investorRight,KINDDIV,Cổ phiếu thưởng,2015-05-13,2015-05-15,,Tỷ lệ 100:25,,25,,
2015-06-15,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2015-06-22,,,Số lượng 27.947.197 cp,,,,
2015-08-18,stockAlert,noticed,Nhắc nhở,2015-08-18,,,Vv chậm CBTT ký hợp đồng kiểm toán BCTC năm 2015,,,,
2016-01-04,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2016-12-12,,,Số lượng 3.492.499 cp,,,,
2016-01-04,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2017-12-13,,,Số lượng 3.492.499 cp,,,,
2016-01-15,investorRight,MEETING,Họp cổ đông,2016-01-26,,,Tổ chức Đại hội cổ đông thường niên năm 2016,,,,
2016-04-22,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-05-06,2016-05-19,2016-05-19,Trả cổ tức năm 2015 (1500 đ/cp),1500,15,,2015
2016-10-25,schedEvent,schedIssue,Dự kiến phát hành,2016-12-12,2016-12-12,,Dự kiến phát hành 7.330.996 cp để thưởng cho cán bộ chủ chốt,,5,,
2017-01-04,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2017-12-13,,,"Số lượng 3,530,976 cp",,,,
2017-01-04,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2018-12-14,,,Số lượng 3530977 cp,,,,
2017-03-14,investorRight,MEETING,Họp cổ đông,2017-02-20,2017-03-31,2017-03-31,ĐHĐCĐ thường niên năm 2017,,,,
2017-04-25,schedEvent,schedIssue,Dự kiến phát hành,2017-05-22,2017-05-22,,"Dự kiến phát hành cổ phiếu thưởng cho cổ đông hiện hữu, tỷ lệ 1:1",,100,,
2017-05-09,investorRight,KINDDIV,Cổ phiếu thưởng,2017-05-22,2017-05-23,,Tỷ lệ 100:100,,100,,
2017-05-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-05-22,2017-05-31,2017-05-31,Trả cổ tức năm 2016 (1500 đ/cp),1500,15,,2016
2017-06-16,investorRight,POLL,Lấy ý kiến cổ đông,2017-06-28,,,V/v thông qua mức ngân sách mới để thực hiện dự án M&A trong năm 2017,,,,
2017-06-21,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2017-06-28,,,Số lượng 153814862 cp,,,,
2017-08-23,schedEvent,schedIssue,Dự kiến phát hành,2018-01-18,2018-01-18,,Dự kiến phát hành 6.700.000 cổ phiếu riêng lẻ,,,,
