disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2010-06-17,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2010-06-28,,,Giá tham chiếu 30.000đ/cp,,,,
2010-11-25,investorRight,ISSUE,Phát hành thêm,2010-12-08,2010-01-14,,"Phát hành 9400000 cp cho CĐHH, giá 10000 đ/cp",,47,,
2010-11-26,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-12-08,2011-01-04,2011-01-04,Tạm ứng cổ tức năm 2010 (1.500 đ/cp),1500,15,,2010
2011-03-29,investorRight,MEETING,Họp cổ đông,2011-04-06,2011-04-22,2011-04-22,ĐHCĐ thường niên năm 2011,,,,
2011-03-29,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-04-06,2011-05-05,2011-05-05,Trả cổ tức đợt 2/2010 (200 đ/cp),200,2,2,2010
2011-03-31,schedEvent,schedIssue,Dự kiến phát hành,2010-12-08,2010-12-08,,Phát hành 300000 cp cho CĐCL,,,,
2011-03-31,schedEvent,schedIssue,Dự kiến phát hành,2010-12-08,2010-12-08,,"Phát hành 16880000 cp cho CBCNV, giá 10000 đ/cp",,,,
2012-03-14,investorRight,MEETING,Họp cổ đông,2012-03-22,2012-04-19,2012-04-19,ĐHCĐ thường niên 2012,,,,
2012-03-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-03-22,2012-05-07,2012-05-07,Cổ tức năm 2011 (1.700 đ/cp),1700,17,,2011
2013-03-14,investorRight,MEETING,Họp cổ đông,2013-03-25,2013-04-26,2013-04-26,ĐHĐCĐ thường niên năm 2013,,,,
2013-03-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-03-25,2013-05-16,2013-05-16,Trả cổ tức năm 2012 (1.500 đ/cp),1500,15,,2012
2014-03-14,investorRight,MEETING,Họp cổ đông,2014-03-25,2014-04-25,2014-04-25,Đại hội cổ đông thường niên năm 2014,,,,
2014-03-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-03-25,2014-05-23,2014-05-23,Tạm ứng cổ tức năm 2013 (1.300đ/cp),1300,13,,2013
2015-03-18,investorRight,MEETING,Họp cổ đông,2015-03-26,2015-04-24,2015-04-24,ĐHĐCĐ thường niên năm 2015,,,,
2015-05-12,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-05-21,2015-06-15,2015-06-15,Trả cổ tức năm 2014 (700đ/cp),700,7,,2014
2016-02-29,investorRight,MEETING,Họp cổ đông,2016-03-14,2016-04-15,2016-04-15,ĐHCĐ thường niên năm 2016,,,,
2016-04-15,schedEvent,schedDiv,Dự kiến cổ tức,,,,Chi trả cổ tức năm 2016 tối thiểu 700đ/cp,700,7,,2016
2016-04-15,schedEvent,schedDiv,Dự kiến cổ tức,2016-06-30,2016-06-30,,Chi trả cổ tức năm 2015 bằng tiền mặt (700đ/cp),700,7,,2015
2016-04-28,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-06-08,2016-06-30,2016-06-30,Trả cổ tức năm 2015 (700 đ/cp),700,7,,2015
2017-02-28,investorRight,MEETING,Họp cổ đông,2017-03-13,2017-04-14,2017-04-14,ĐHĐCĐ thường niên năm 2017,,,,
2017-05-11,schedEvent,schedDiv,Dự kiến cổ tức,2017-06-30,2017-06-30,,Trả cổ tức năm 2016 (800đ/cp),800,8,,2016
2017-05-16,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-05-29,2017-06-30,2017-06-30,Trả cổ tức năm 2016 (800 đ/cp).,800,8,,2016
2018-03-06,investorRight,MEETING,Họp cổ đông,2018-03-20,2018-04-12,2018-04-12,ĐHĐCĐ thường niên năm 2018,,,,
2018-06-27,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến trả cổ tức bằng tiền năm 2017(800đ/cp),800,8,,2017
2018-06-28,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-07-11,2018-07-26,2018-07-26,Trả cổ tức năm 2017 (800 đ/cp),800,8,,2017
2019-02-26,investorRight,MEETING,Họp cổ đông,2019-03-22,2019-04-19,2019-04-19,ĐHĐCĐ thường niên năm 2019,,,,
2019-05-27,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-06-14,2019-06-28,2019-06-28,Trả cổ tức năm 2018 (1000 đ/cp),1000,10,,2018
2020-01-16,investorRight,MEETING,Họp cổ đông,2020-02-21,2020-03-20,2020-03-20,ĐHĐCĐ thường niên năm 2020,,,,
