Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2006,0,8002883938,15132997171,1019460243,172755354,0,-364988487,2678571615,0,26641679834,-14668731461,-13332485322,3732755006,454793982,-2678571615,0,1669641200,-2151900239,-332818615,-13629587213,523809524,0,0,0,50000000,364988487,-12690789202,0,0,48689219331,-32911911790,0,-4940910000,0,10836397541,-2187210276,8700898161,0,6513687885
2007,0,9095990368,16320509273,-582916419,0,0,-431127161,4062822231,0,28465278292,-3237229401,-7813469616,6369096698,-9036830,-4062822231,-687491326,0,-949688316,18074637270,-11256713082,18500000,0,0,0,0,412627161,-10825585921,0,0,57953747872,-50305148446,0,-3430836000,0,4217763426,11466814775,6513687885,0,17980502660
2008,0,13114760958,11590373723,-79824575,742149829,0,-869869368,7500813897,0,31998404464,1356855041,13196712801,-3487015311,9036830,-7246758341,-730532248,217792242,-2052190559,33262304919,-19315051520,61454545,0,0,0,0,808414823,-18445182152,0,0,90662968498,-102546363715,0,-8917224000,0,-20800619217,-5983496450,17980502660,0,11997006210
2009,0,25059814536,9885125270,-115217859,378237280,0,-1228607457,3455790506,0,37435142276,-19166505291,-14003474704,20300724205,0,-3455790506,-1826456842,0,-1485194014,17798445124,-4497283166,182047857,0,0,0,0,1046559600,-3268675709,0,-452433639,87112846985,-83863829807,0,-3873100000,0,-1076516461,13453252954,11997006210,0,25450259164
2010,0,43457294998,8389901563,77206242,-2745027096,0,-503812537,4404694617,0,53080257787,-49752975463,-28021339535,66846552838,-252975955,-4404694617,-3475067395,0,-17366606206,16653151454,-21839431876,1818182,0,138000000,-4000000000,0,453994355,-25245619339,63901940,0,164895330710,-148531475716,0,-11764690000,0,4663066934,-3929400951,25450259164,180975450,21701833663
2011,0,58796406216,16999056451,-98187242,-1088378716,0,-3296252152,6967059772,0,78279704329,-20379907174,-10259876048,24718737424,-19398182869,-6782143799,-4671120525,0,-8187490076,33319721262,-45536760755,0,0,0,0,0,3296252152,-42240508603,44763235000,0,257448338486,-215983768921,0,-11627100000,0,74600704565,65679917224,21701833663,-16882102,87364868785
2012,0,65225106042,26657924418,15674980,-369629269,0,-6502763410,8351925008,0,93378237769,-4679480580,-9738044323,1752178820,-12138463077,-14448423744,-5857070066,0,-6306335438,41962599361,-134164729136,0,0,0,0,0,6309624521,-127855104615,0,0,348629805867,-284195545783,0,-22236550000,0,42197710084,-43694795170,87364868785,24839735,43694913350
2013,0,70063895773,53541134194,-133622746,-354588331,0,-1893848406,13469794679,0,134692765163,-32358429286,-45262582731,11202269662,-7648693631,-13399334574,-6886981257,0,-15199106220,25139907126,-4545034608,0,0,0,0,0,2051015073,-2494019535,0,0,359987340618,-341982408379,-1711973765,-8894690000,0,7398268474,30044156065,43694913350,28680783,73767750198
2014,0,75408798022,28082321313,35485016,281359505,0,-3929393353,11648613907,0,111527184410,-39211895060,-19562624595,-15713962418,2994535278,-11701823131,-8969965445,0,-2493455032,16867994007,-4253898996,0,0,0,0,0,3855448909,-398450087,0,0,633474113654,-618217405787,-1958297971,-21347084000,0,-8048674104,8420869816,73767750198,5839341,82194459355
2015,0,84077336250,30892512867,2239220221,-30762220,0,-4728766236,10208062923,0,122657603805,-49039880799,17026523455,36532009992,-627920693,-9965219503,-12473241570,0,-5332198746,98777675941,-44067469260,550454545,0,0,0,0,3823901135,-39693113580,0,0,743425017159,-737161395807,-6569150580,-21346909000,0,-21652438228,37432124133,82194459355,42166539,119668750027
