Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,26790764677,2763223857,-124256131,0,0,-7384424526,0,0,22045307877,6162932997,0,5277470631,-37377899,0,-3865098924,480100000,-3275420681,26787914001,-4199203248,4364348496,0,0,-3100000000,2356000000,3753055473,3174200721,0,0,0,0,0,-10473740000,0,-10473740000,19488374722,47470316243,0,66958690965
2009,0,22491607351,3536725475,48972061,0,0,-3945417450,0,0,22131887437,-35676965182,0,22460988790,40776055,0,-789902307,1868460000,-11919295794,-1884051001,-13028170394,792231238,0,0,-146000000,0,3854341217,-8527597939,58500000,0,0,0,0,-8056040000,0,-7997540000,-18409188940,66958690965,-76663551,48472838474
2010,0,24581931118,3579508570,-142332250,0,0,-4840581327,15061830,0,23193587941,10378742474,0,24522059982,-65336330,-15061830,-4271047388,360000000,-6056530156,48046414693,-3802227784,1967272727,-21300000000,0,0,0,4326151360,-18808803697,0,0,5596132684,-5596132684,0,-10301480132,0,-10301480132,18936130864,48472838474,-773617244,66635352094
2011,0,28281038432,3818576137,1433336410,263558428,0,-17575920245,11506849,0,16232096011,-16729098825,0,35378254214,-23636869,-11506849,-6991171118,100000000,-3082932500,24872004064,-8888362973,804000000,-33446000000,29000000000,0,0,10197601616,-2332761357,0,-817208082,4000000000,-4000000000,0,-7405054500,0,-8222262582,14316980125,66635352094,591156734,81543488953
2012,0,34209453716,3906314485,981738112,-141349408,0,-16223336797,0,0,22732820108,-2512138516,0,1997813736,177325519,0,-7326016269,420000000,-8078760000,7411044578,-8271430073,536000000,-25500000000,37446000000,0,0,10826773847,15037343774,0,0,0,0,0,-18552168000,0,-18552168000,3896220352,81543488953,-1702495,85438006810
2013,0,35734900290,4618973996,-195262023,399951219,0,-8068263797,0,0,32490299685,29481840077,0,-23918526289,-668231620,0,-8135300833,1537240000,-5984400000,24802921020,-3857962987,2727273,-4368300000,10410000000,0,890000000,7307226524,10383690810,0,0,0,0,0,-10074758000,0,-10074758000,25111853830,85438006810,92893097,110642753737
2014,0,38819167553,6181702588,-143664353,120073714,0,-7250388605,0,0,37726890897,-25241769701,0,-5562473619,-56491996,0,-9991863855,600000000,-3023410000,-5549118274,-17243074335,52727273,0,0,0,0,7197661332,-9992685730,0,0,0,0,0,-15238324000,0,-15238324000,-30780128004,110642753737,176564219,80039189952
2015,0,36645239090,7875953745,530418198,149260847,0,-3512232415,3430774342,0,45119413807,-139026580863,0,-18195715296,205474126,-3430774342,-8572574711,0,-4551891431,-128452648710,-18448366136,0,0,0,0,0,3512232415,-14936133721,4050000000,0,149700404798,-62344896365,0,-15047612000,0,76357896433,-67030885998,80039189952,36978412,13045282366
2016,0,27075179662,8184716834,402741824,603994415,0,-1813300997,9938098342,0,44391430080,-33271727190,0,8945709423,222575701,-8865372315,-5316023863,0,-5255618893,850972943,-4319923127,109090908,0,0,-80000000000,0,1522391907,-82688440312,585526956,0,416266480009,-297378703252,0,-17042073850,0,102431229863,20593762494,13045282366,-12412887,33626631973
2017,0,35533388755,8305273012,978270704,99871615,0,-67891892702,22912476203,0,-62612413,58091837452,0,-5381960459,497693341,-21831185803,-3024654540,0,-3858777783,24430339795,-602197363,0,0,0,-198274200000,0,3541892702,-195334504661,0,0,619931308905,-445398341164,0,-8547596150,0,165985371591,-4918793275,33626631973,-32373991,28675464707
2018,0,10140406990,7744720323,-255509932,238663034,0,-5893518478,23855992541,0,35830754478,103973221121,0,-50576305135,-1698338577,-25300914474,-6646738815,0,-1294477780,52537200818,-1106183241,197845455,-45700000000,0,-8000000000,145700000000,5707983721,96799645935,4261150000,0,683797256730,-779730641965,0,-13429732500,0,-105101967735,44234879018,28675464707,-70003852,72840339873
2019,0,10614965580,6842053505,152379021,73254254,0,-5177243874,14482912124,0,26988320610,-15122644412,0,11468524309,-15891559,-14482912124,-4973793066,638000000,-951333333,3548270425,-1702729546,0,-14500000000,20422871233,-5000000000,34611000000,5164933176,38996074863,0,0,640619202610,-664435359454,0,-14272326000,0,-38088482844,4455862444,72840339873,-12471567,77283730750
