Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,6137774682,956458889,0,0,0,-667646867,0,0,6426586704,4712879377,0,6728197916,-926765,0,-821358517,0,-1273371223,15772007492,-437442521,-46810853,0,0,0,0,714457720,230204346,0,0,0,0,0,-2619260000,0,-2619260000,13382951838,48472838474,0,61855790312
2010,2,10149344418,1732737653,0,0,0,-2891163674,0,0,8990918397,-5226047622,0,26402222735,40050111,0,-622246793,0,-1995784577,27589112251,-428632841,-129570033,0,0,-1000000000,0,3020733707,1462530833,0,0,0,0,0,-7954760000,0,-7954760000,21096883084,44128774698,0,65225657782
2010,3,18016193029,2697260972,0,0,0,-4059582999,0,0,16653871002,-14766805260,0,45155994620,16661540,0,-2796126679,0,-3659628134,40603967089,-1789064148,1967272727,-21300000000,0,0,0,3545153032,-17576638389,0,0,0,0,0,-9623580132,0,-9623580132,13403748568,48472838474,0,61876587042
2011,1,6494663132,879941392,0,0,0,-4217889088,11506849,0,3168222285,-6773132796,0,22692917045,-9563317,-11506849,-1967670649,0,-1397725810,15701539909,-1713015455,0,0,0,0,0,4217889088,2504873633,0,0,4000000000,-4000000000,0,-3591967500,0,-3591967500,14614446042,66635352094,0,81249798136
2011,2,6953417587,933636703,1516620000,0,0,-2171753005,0,0,7231921285,-25531436173,0,2423743148,15554377,0,-2097724738,0,-111711553,-18069653654,-2341359644,0,-10000000000,27000000000,0,0,2171753005,16830393361,0,-415947510,0,0,0,-1674742500,0,-2090690010,-3329950303,81249798136,850280795,78770128628
2011,3,7489296282,983635802,0,0,0,-3101778533,0,0,5371153551,-1293938930,0,12663952955,-47498640,0,-1445827813,0,-450478489,14797362634,-2715320546,0,-16000000000,0,0,0,2192360533,-16522960013,0,-401260572,0,0,0,-2243944500,0,-2645205072,-4370802451,78770128628,-850280795,73549045382
2011,4,7343661431,1021362240,-83283590,0,0,-8207226892,0,0,74513189,6193236431,0,970564065,17870711,0,-1479947918,100000000,-188633886,5687602592,-2118667328,926727273,0,2000000000,0,0,1615598990,2423658935,0,0,0,0,0,-48787500,0,-48787500,8062474027,73549045382,-68030456,81543488953
2012,1,9585623291,984051516,0,0,0,0,-3533235596,0,7036439211,4979752305,0,-11368685386,60096807,0,-1779321753,0,-842760000,-1914478816,-2833195498,536000000,-23500000000,7446000000,0,0,3510453986,-14840741512,0,0,0,0,0,-5416100000,0,-5416100000,-22171320328,81543488953,0,59372168625
2012,2,9797862554,972086833,-680339094,-92286049,0,-5559909652,3533235596,0,7970650188,-15374864372,0,25063787236,71423998,0,-2096358839,0,-107600000,15527038211,-2778237845,0,-2000000000,6360000000,0,0,2026674056,3608436211,0,0,0,0,0,-6991150000,0,-6991150000,12144324422,59372168625,-86610008,71429883039
2012,3,7275597920,972719885,0,92286049,0,-1571810508,0,0,6768793346,-13566995178,0,-1546513842,-17322569,0,-1996830958,0,-6953400000,-17312269201,-1428122688,0,0,0,0,0,1559041690,130919002,0,0,0,0,0,-2049818000,0,-2049818000,-19231168199,71429883039,86610008,52285324848
2012,4,7550369951,977456251,1662077206,0,0,-9091616637,0,0,1098286771,-70177988,0,15230153427,63127283,0,-1453504719,420000000,-2070000000,13217884774,-1231874042,0,0,24000000000,0,0,1549847339,24317973297,0,0,0,0,0,-4314890693,0,-4314890693,33220967378,52285324848,-68285416,85438006810
2013,1,9249399733,982385057,-20279272,0,0,-1818558268,0,0,8392947250,9977872930,0,-8303862605,25610914,0,-1998502281,1628840000,-1720000000,8002906208,-2432835334,0,0,5910000000,0,0,1818558268,5295722934,0,0,0,0,0,0,0,0,13298629142,85438006810,0,98736635952
2013,2,9417019094,1199654183,61686697,525610266,0,-2489262865,0,0,8714707375,-24182402777,0,14434595725,-128835730,0,-1870425430,-928000000,-2612400000,-6572760837,-629768846,2727273,0,3000000000,0,890000000,2082103592,5345062019,0,0,0,0,0,-5045067000,0,-5045067000,-6272765818,98736635952,132770347,92596640481
2013,3,9451586277,1204844392,-32958069,-525610266,0,-2213919647,0,0,7883942687,541989215,0,8907803948,-48292040,0,-1993696052,836400000,-1652000000,14476147758,-580780365,0,-3618300000,1500000000,0,0,1860041647,-839038718,0,0,0,0,0,-5029691000,0,-5029691000,8607418040,92596640481,-132770347,101071288174
2013,4,7616895186,1232090364,-203711379,382215160,0,-6352084166,0,0,2675405165,31308947875,0,-22164672659,-516714764,0,-2272677070,0,0,9030288547,-165487533,0,-750000000,0,0,0,1546523017,631035484,0,0,0,0,0,0,0,0,9661324031,101071288174,-89858468,110642753737
2014,1,9357410561,1339634981,5692342,0,0,-1621411493,0,0,9081326391,-20694180123,0,18432674910,-31944915,0,-1908133505,600000000,-1119750000,4359992758,-1952840910,52727273,0,0,0,0,1643569875,-256543762,0,0,0,0,0,-4783104500,0,-4783104500,-679655504,110642753737,0,109963098233
2014,2,10712242356,1414268498,497147196,169087344,0,-2621538836,0,0,10171206558,-12146618322,0,3924347429,18767821,0,-2031866108,0,-750000000,-814162622,-4637666896,0,0,0,0,0,2546653181,-2091013715,0,0,0,0,0,-5038751500,0,-5038751500,-7943927837,109963098233,153341215,102172511611
2014,3,9067335445,1647498074,0,-169087344,0,-1367838360,0,0,9177907815,-20106568653,0,2848069709,8501858,0,-2481121298,0,-1153660000,-11706870569,-6302019538,0,0,0,0,0,1367838360,-4934181178,0,0,0,0,0,-5346335500,0,-5346335500,-21987387247,102172511611,-153341215,80031783149
2014,4,9682179191,1780301035,-646503891,120073714,0,-1639599916,0,0,9296450133,30581057896,-7895434118,-25261584044,4675236,0,-3570742944,0,0,3154422159,-4350546991,0,0,0,0,0,1639599916,-2710947075,0,0,0,0,0,-612632500,0,-612632500,-169157416,80031783149,176564219,80039189952
