Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,4,60213379150,-3559195724,-2832570767,-3673520369,0,386849598,-8339533019,0,42195408869,-191037939,0,0,4173777778,0,0,804038124,4786777963,0,0,0,-6942422790,0,-33251058000,0,-40193480790,6788706042,7753872254,0,14542578296
2012,1,20790532888,-1681382421,-1250050835,-390580943,0,76939000,-4980623197,0,12564834492,-18000000,0,0,0,0,0,519883248,501883248,0,0,0,-13569691164,0,-18669500000,0,-32239191164,-19172473424,30475441512,0,11302968088
2012,2,11541039354,-2456790249,-684490179,-2966788,-1365246639,88531100,-1789157880,0,5330918719,0,0,0,0,0,0,357981771,357981771,0,0,1603930000,-1603930000,0,-9355500000,0,-9355500000,-3666599510,11302968088,0,7636368578
2012,3,22521784786,-1228834661,-1494566607,0,-201151332,38692364,-2523197263,0,17112727287,-18136364,0,0,0,0,0,402895997,384759633,0,0,0,0,0,0,0,0,17497486920,7636368578,0,25133855498
2012,4,12809299774,-2412279919,-1231700892,0,-408189069,1083585763,-4649210214,0,5191505443,-966101670,0,0,0,0,0,605700723,-360400947,0,0,0,0,0,0,0,0,4831104496,25133855498,0,29964959994
2013,1,19054921530,-1530834986,-2045963769,0,-870549579,54652095,-2644759007,0,12017466284,-52116000,0,0,0,0,0,480909505,428793505,0,0,0,0,0,-19000000000,0,-19000000000,-6553740211,29964959994,0,23411219783
2013,2,4828163098,-1594092459,-666083565,0,0,-48532892,-578812102,0,1940642080,0,0,0,0,0,0,463205721,463205721,0,0,0,0,0,-11162500000,0,-11162500000,-8758652199,23411219783,0,14652567584
2013,3,26031914272,-1250541314,-842263972,0,-126516835,31809091,-3052811554,0,20791589688,-31809091,0,0,0,0,0,388819494,357010403,0,0,0,0,0,0,0,0,21148600091,14652567584,0,35801167675
2013,4,20737833233,-2114951205,-1591605098,0,-134558855,4318909,-1393448330,0,15507588654,-76010770,0,0,0,0,0,442262204,366251434,0,0,0,0,0,-19000000000,0,-19000000000,-3126159912,35801167675,0,32675007763
2014,1,12692685624,-1760044988,-1086326668,0,-1833639446,0,-4745833448,0,3266841074,0,0,0,0,0,0,540081977,540081977,0,0,0,0,0,0,0,0,3806923051,32675007763,0,36481930814
2014,2,13506038739,-6614087798,-738507527,0,-158670386,20833000,-2036354877,0,3979251151,0,0,0,0,0,0,481542024,481542024,0,0,0,0,0,-14250000000,0,-14250000000,-9789206825,36481930814,0,26692723989
2014,3,20473787491,1483149008,-965453851,0,-266849093,24642000,-7880251967,0,12869023588,0,0,0,0,0,0,606518472,606518472,0,0,0,0,0,0,0,0,13475542060,26692723989,0,40168266049
2014,4,26092411498,-3717223126,-1034042148,0,-443255464,1363642970,-5174577797,0,17086955933,-1037390000,0,0,0,0,0,712042104,-325347896,0,0,0,0,0,0,0,0,16761608037,40168266049,0,56929874086
2015,1,15044620473,-1522003226,-1789195623,0,-1332402663,0,-4688864670,0,5712154291,0,0,0,0,0,0,580903407,580903407,0,0,0,0,0,-19000000000,0,-19000000000,-12706942302,56929874086,0,44222931784
