Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2008,0,5783040000000,-3929514000000,482877000000,952895000000,0,2884000000,-867046000000,-173343000000,2259203000000,0,-897531000000,-3803715000000,-29907000000,-6135574000000,0,0,-1285923000000,-301993000000,511366000000,15141147000000,0,70791000000,1011078000000,0,275149000000,6814091000000,0,-39247000000,0,6774844000000,-219527000000,0,0,0,0,0,-29495000000,0,79582000000,-169440000000,1272357000000,0,0,-364201000000,0,0,908156000000,7513560000000,5775858000000,0,13289418000000
2009,0,6647389000000,-4544204000000,641059000000,422393000000,0,31410000000,-1108714000000,-706271000000,1529843000000,0,-3793126000000,-3387701000000,-16605000000,-15995738000000,0,0,-2572282000000,3932348000000,1375817000000,22729677000000,0,1400865000000,2274772000000,0,374548000000,7852418000000,0,-1815000000,0,7850603000000,-211513000000,0,0,0,0,0,0,757000000,28441000000,-182315000000,0,0,0,0,0,0,0,7668288000000,13289418000000,0,20957706000000
2010,0,9828146000000,-7209858000000,929800000000,87452000000,0,287534000000,-1490250000000,-550979000000,2121912000000,0,-3147541000000,-17589324000000,46512000000,-11129070000000,0,0,-5166564000000,4158968000000,17437028000000,18203353000000,52888000000,5008264000000,7070437000000,0,129814000000,17196677000000,0,-8427000000,0,17188250000000,-401210000000,705000000,0,0,0,0,-3977000000,0,80747000000,-323735000000,0,0,0,0,0,2917215000000,2917215000000,19781730000000,20957706000000,0,40739436000000
2011,0,17695764000000,-14196925000000,1150354000000,-249681000000,0,543374000000,-1678094000000,-657186000000,2607606000000,0,-5879900000000,-16612965000000,-54272000000,-10550155000000,0,0,-1507892000000,-4773714000000,20349629000000,8097026000000,-52888000000,-6388692000000,8069928000000,0,912214000000,-5784075000000,0,-27667000000,0,-5811742000000,-630134000000,251000000,0,0,0,0,-7260000000,8061000000,0,-629082000000,0,0,0,0,0,0,0,-6440824000000,40739436000000,0,34298612000000
2012,0,16199519000000,-12270214000000,565403000000,-124347000000,0,206196000000,-3089693000000,-1267872000000,218992000000,0,-1867010000000,2515498000000,13404000000,-5964183000000,0,0,-4687257000000,-3317602000000,-8962338000000,22814509000000,0,-124445000000,-12643302000000,0,1628787000000,-10374947000000,0,-3367000000,0,-10378314000000,-1743677000000,431276000000,0,0,0,0,-15920000000,0,29992000000,-1298329000000,0,0,0,0,0,0,0,-11676643000000,34298612000000,0,22621969000000
2013,0,13919984000000,-9153635000000,736243000000,144546000000,0,-1230627000000,-1292795000000,-38545000000,3085171000000,0,13288145000000,-1171702000000,40868000000,-2013477000000,0,-1377891000000,4619273000000,0,-23945431000000,8515636000000,73157000000,-63816000000,-4807548000000,0,-1317119000000,-5074734000000,0,-436000000,0,-5075170000000,-202299000000,677000000,0,-129902000000,0,0,-35800000000,0,17253000000,-350071000000,0,0,0,0,0,0,0,-5425241000000,22621969000000,0,17196728000000
2014,0,14847011000000,-7112301000000,1122583000000,197779000000,0,63273000000,-3104451000000,-217534000000,5796360000000,0,-2908996000000,-5621629000000,0,-8583308000000,0,-1451867000000,-1497483000000,0,4246434000000,11711886000000,-54748000000,3129000000,610328000000,0,-626782000000,1623324000000,0,-2216000000,0,1621108000000,-187647000000,11434000000,-8736000000,0,0,0,-570405000000,0,4993000000,-750361000000,0,0,0,0,0,0,0,870747000000,17196728000000,0,18067475000000
2015,0,13673972000000,-5986919000000,1272138000000,-95172000000,0,444854000000,-3451652000000,-381295000000,5919035000000,0,2523697000000,4756128000000,0,-31872322000000,0,-1456946000000,530985000000,0,1274582000000,10549736000000,67482000000,269155000000,1880273000000,0,256665000000,-5301530000000,0,-16628000000,0,-5318158000000,-124265000000,86580000000,0,0,0,0,-1677000000,36400000000,10815000000,7853000000,0,0,0,0,0,0,0,-5310305000000,18067475000000,0,12757170000000
2016,0,14790288000000,-7484939000000,1955764000000,834851000000,0,569638000000,-3493511000000,-721092000000,6855194000000,0,-5459376000000,-7140332000000,0,-30436115000000,0,-4108625000000,3134746000000,1447970000000,4140136000000,31209383000000,-17999000000,250962000000,2278819000000,0,200534000000,2355297000000,0,-127000000,0,2355170000000,-941512000000,2303000000,-1189000000,0,0,0,0,18558000000,470000000,-921370000000,0,2127000000,0,0,0,0,2127000000,1435927000000,12757170000000,0,14193097000000
2017,0,17710304000000,-8095512000000,3861336000000,1635194000000,0,598071000000,-4282290000000,-1034529000000,11509394000000,0,-1202041000000,-3337613000000,-36292000000,-18233033000000,0,-4779696000000,-2472881000000,-447970000000,20850316000000,-2478096000000,-67892000000,0,7359251000000,0,304627000000,6968074000000,0,-263000000,0,6967811000000,-175815000000,5795000000,-717000000,0,0,0,0,925780000000,334000000,755377000000,2099999000000,2708164000000,0,0,-4043249000000,0,764914000000,8488102000000,14193097000000,0,22681199000000
2018,0,20445343000000,-9797235000000,2966562000000,1310321000000,0,151294000000,-4432019000000,-2140758000000,9926403000000,0,2576067000000,-35935551000000,36292000000,909820000000,0,-2553203000000,-3308223000000,4024907000000,-9898265000000,31443819000000,310313000000,0,-1762011000000,0,4528623000000,298991000000,0,-59000000,0,298932000000,-401574000000,6097000000,-89000000,0,0,0,-799000000,915560000000,275000000,519470000000,0,310000000000,-3010000000000,0,0,16399378000000,13699378000000,14517780000000,22681199000000,0,37198979000000
2019,0,25677175000000,-10865013000000,3170716000000,1703869000000,0,485024000000,-5565179000000,-2678919000000,13007909000000,0,2033530000000,18030873000000,0,-70862810000000,0,-257259000000,-4670454000000,-4024907000000,24841075000000,27882109000000,123695000000,0,7482675000000,0,-944721000000,12641715000000,0,-9913000000,0,12631802000000,-257620000000,31428000000,-268000000,0,0,0,0,0,4216000000,-222244000000,35428000000,0,-3200000000000,0,0,70338000000,-3094234000000,9315324000000,37198979000000,0,46514303000000
