Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2012,2,179792219750000,5853336080000,2487313680000,38513264260000,38161016400000,364485500000,-12237640000,450878800000,514868740000,-63989940000,0,61714457240000,62649014050000,-934556810000,0,0,0,47042306630000,43315317800000,3869287380000,-142298550000,92102800000,0,0,92102800000,0,1239546480000,961179810000,0,278366670000,25298480000,22373715300000,14925130330000,5197940450000,12203050000,2238700780000,0,-259310000,179792219750000,165882820650000,2900000000000,39998210680000,26502146670000,13496064010000,96739034190000,37440700000,197492980000,20818705780000,5191936320000,13909399100000,8788449400000,8788078710000,0,0,0,0,370690000,3338799990000,-110139690000,0,1892289400000,0,0,7371600350000,0,0,0,0,7371600350000,0,0,0,0,0,7371600350000,11296432560000,0,0,0,0,0,0,10026859820000,1269572740000
2012,3,178266914970000,6523458170000,5884095340000,28783220410000,28370277160000,416280000000,-3336750000,159066700000,220851820000,-61785120000,0,60456057700000,61308523060000,-852465360000,0,0,0,49210371920000,45696290680000,3816870200000,-302788960000,92824600000,0,0,92824600000,0,1256729420000,954780990000,0,301948430000,1338500470000,24562590240000,16676121920000,5643425220000,7812690000,2235489720000,0,-259310000,178266914970000,163862667180000,0,39991867230000,21799975240000,18191891990000,99560159230000,3244450000,182625620000,18986822470000,5137948180000,14404247790000,8848449400000,8848078710000,0,0,0,0,370690000,3332449900000,-67954660000,0,2291303150000,0,0,7293525540000,0,0,0,0,7293525540000,0,3047805720000,2095429880000,170426200000,0,1979863740000,10776903820000,0,0,0,0,0,0,9577977670000,1198926150000
2012,4,179732817000000,4529185000000,5576747000000,31256256000000,21113534000000,10196333000000,-53611000000,768958000000,800370000000,-31412000000,40868000000,67134007000000,68261442000000,-1127435000000,0,0,0,46654293000000,43895517000000,3092452000000,-333676000000,92825000000,0,0,92825000000,0,1146424000000,819766000000,0,326658000000,1329393000000,21203861000000,15868836000000,5073531000000,6463000000,297964000000,0,-42933000000,179732817000000,166443241000000,0,39170405000000,14920718000000,24249687000000,111462288000000,0,127953000000,10450843000000,5231752000000,13289576000000,8848079000000,8848079000000,0,0,0,0,0,3475052000000,0,0,966445000000,0,0,7426416000000,0,0,0,0,7426416000000,0,0,0,0,0,7426416000000,7240545000000,0,0,0,0,0,0,7240069000000,476000000
2013,1,175862903230000,3668755530000,3753377160000,25109332280000,22030209290000,3112902000000,-33779010000,1453801810000,1469459080000,-15657270000,107209770000,66988526590000,68436217500000,-1447690910000,0,0,0,47466822170000,45614811170000,2145743790000,-293732790000,92824600000,0,0,92824600000,0,1125344160000,792666020000,0,332678140000,1321073430000,24775835730000,17084380310000,5874480880000,33643320000,1826250920000,0,-42919700000,175862903230000,162187967430000,0,34203436720000,14599943580000,19603493140000,114096317530000,0,110592080000,7646398510000,6131222590000,13674935800000,8848078710000,8848078710000,0,0,0,0,0,3475744710000,-3938450000,0,1355050830000,0,0,9053777500000,0,0,0,0,9053777500000,0,0,0,0,0,9053777500000,18991448570000,0,0,0,0,0,0,7097810380000,11893638190000
2013,2,171394441000000,2999020000000,5446726000000,25680753000000,24336803000000,1361889000000,-17939000000,1460960000000,1473850000000,-12890000000,114352000000,68592952000000,69864613000000,-1271661000000,0,0,0,43896829000000,42462890000000,1732594000000,-298655000000,92825000000,0,0,92825000000,0,1033275000000,705858000000,0,327417000000,1312754000000,20763995000000,13413940000000,6985828000000,31197000000,375912000000,0,-42882000000,171394441000000,157611240000000,0,33990447000000,15205091000000,18785356000000,111591140000000,0,95934000000,6669731000000,5263988000000,13783201000000,8848079000000,8848079000000,0,0,0,0,0,4278955000000,29117000000,0,627050000000,0,0,7732700000000,0,0,0,0,7732700000000,8423000000,2177787000000,1807373000000,229676000000,0,3509441000000,11074712000000,0,0,0,0,0,0,11074236000000,476000000
2013,3,165878786000000,2421326000000,3770460000000,27103991000000,24707138000000,2409266000000,-12413000000,996770000000,1012514000000,-15744000000,0,68405752000000,69952157000000,-1546405000000,0,0,0,42953746000000,42314102000000,810481000000,-170837000000,129225000000,0,0,129225000000,0,1069276000000,728086000000,0,341190000000,1309420000000,17718820000000,11862197000000,5637232000000,30326000000,232222000000,0,-43157000000,165878786000000,152030952000000,0,24686177000000,10788326000000,13897851000000,117236302000000,4266000000,80669000000,4536253000000,5487285000000,13847834000000,8848079000000,8848079000000,0,0,0,0,0,4278769000000,2966000000,0,718020000000,0,0,7369692000000,0,0,0,0,7369692000000,0,2158214000000,1524866000000,221301000000,0,3465311000000,17077844000000,0,0,0,0,0,476000000,9209665000000,7867703000000
2013,4,158896663000000,2291494000000,2830794000000,15420747000000,11856655000000,3599224000000,-35132000000,919608000000,921035000000,-1427000000,0,69088680000000,70274919000000,-1186239000000,0,0,0,49845591000000,46169754000000,3693837000000,-18000000000,128625000000,0,0,128625000000,0,1032737000000,656656000000,0,376081000000,1421469000000,15916918000000,10345060000000,5256518000000,28578000000,337896000000,0,-51134000000,158896663000000,144976594000000,0,15224974000000,4565048000000,10659926000000,119977924000000,73157000000,64137000000,5643295000000,3993107000000,13920069000000,8878079000000,8878079000000,0,0,0,0,0,4369596000000,0,0,672394000000,0,0,11338315000000,0,0,0,0,11338315000000,0,0,0,0,0,11338315000000,18000976000000,0,0,0,0,0,0,9240217000000,8760759000000
2014,1,164134583000000,2123003000000,699482000000,13972496000000,8608619000000,5392997000000,-29120000000,1337300000000,1338687000000,-1387000000,0,70582712000000,71857595000000,-1274883000000,0,0,0,56410388000000,52853644000000,3662576000000,-105832000000,124960000000,0,0,128625000000,-3665000000,980697000000,619702000000,0,360995000000,1417782000000,16485763000000,10663423000000,5508129000000,27828000000,337584000000,0,-51201000000,164134583000000,149685836000000,0,16197678000000,6790182000000,9407496000000,124013777000000,65805000000,64022000000,4658648000000,4685906000000,14448747000000,8878079000000,8878079000000,0,0,0,0,0,4372389000000,3866000000,0,1194413000000,0,0,11809371000000,0,0,0,0,11809371000000,0,0,0,0,0,11809371000000,23932217000000,0,0,0,0,0,0,9610098000000,14322119000000
2014,2,171081078000000,2468550000000,2066522000000,16532740000000,9795327000000,6782095000000,-44682000000,2443425000000,2448715000000,-5290000000,0,72900054000000,74021865000000,-1121811000000,0,0,0,56608057000000,52927175000000,4203411000000,-522529000000,123383000000,0,0,128625000000,-5242000000,1022174000000,669673000000,0,352501000000,1407121000000,15509052000000,9762855000000,5430161000000,20984000000,355725000000,0,-60673000000,171081078000000,156420257000000,0,21506875000000,8808145000000,12698730000000,124742612000000,60050000000,69939000000,4618833000000,5421948000000,14660821000000,13250352000000,8878079000000,0,0,4372273000000,0,0,0,823000000,0,1409646000000,0,0,5592935000000,0,0,0,0,5592935000000,6475000000,0,0,0,0,5586460000000,26846086000000,0,0,0,0,0,0,9583081000000,17263005000000
2014,3,170768267000000,2277040000000,2734995000000,17878838000000,11504533000000,6473555000000,-99250000000,1353834000000,1357741000000,-3907000000,0,70532930000000,71489015000000,-956085000000,0,0,0,58443854000000,54361154000000,4799778000000,-717078000000,123383000000,0,0,128625000000,-5242000000,995987000000,643419000000,0,352568000000,1397655000000,15029751000000,10194068000000,4692359000000,16983000000,627942000000,0,-501601000000,170768267000000,155946006000000,0,24864221000000,11981349000000,12882872000000,121733162000000,32892000000,58598000000,5571164000000,3685969000000,14822261000000,8878079000000,8878079000000,0,0,0,0,0,4371277000000,1364000000,0,1571541000000,0,0,6904954000000,0,0,0,0,6904954000000,5633000000,0,0,0,0,6899321000000,30372803000000,0,0,0,0,0,0,9303667000000,21069136000000
2014,4,175915454000000,2723642000000,1168265000000,18922460000000,9588234000000,9343996000000,-9770000000,2086246000000,2089318000000,-3072000000,0,79347790000000,80307567000000,-959777000000,0,0,0,54978730000000,49704301000000,6197583000000,-923154000000,693788000000,0,0,697630000000,-3842000000,1036505000000,657032000000,0,379473000000,1389389000000,13568639000000,10390078000000,3341124000000,17497000000,606413000000,0,-786473000000,175915454000000,160915744000000,0,19471408000000,7846677000000,11624731000000,131438399000000,18409000000,67266000000,6253623000000,3666639000000,14999710000000,8878079000000,8878079000000,0,0,0,0,0,4551561000000,0,0,1570070000000,0,0,7340871000000,0,0,0,0,7340871000000,5953000000,0,0,0,0,7334918000000,10917032000000,0,0,0,0,0,0,8535196000000,2381836000000
