Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2005,0,790227000000,-438961000000,351266000000,90061000000,-23215000000,66846000000,1872000000,0,0,14552000000,0,14552000000,6366000000,440902000000,-154835000000,286067000000,0,286067000000,-79911000000,0,-79911000000,206156000000,0,2257
2006,0,1207503000000,-750056000000,457447000000,132987000000,-31511000000,101476000000,7491000000,0,5065000000,39156000000,0,39156000000,724000000,611359000000,-224180000000,387179000000,-30657000000,356522000000,-99616000000,0,-99616000000,256906000000,0,2892
2007,0,2326002000000,-1400728000000,925274000000,206958000000,-30022000000,176936000000,24583000000,81761000000,0,4462000000,-1835000000,2627000000,2992000000,1214173000000,-425381000000,788792000000,-79052000000,709740000000,-199356000000,0,-199356000000,510384000000,0,2452
2008,0,6218777000000,-4458034000000,1760743000000,543270000000,-60393000000,482877000000,21793000000,2587000000,780197000000,16034000000,-5740000000,10294000000,79582000000,3138073000000,-910511000000,2227562000000,-611707000000,1615855000000,-432772000000,0,-432772000000,1183083000000,0,2293
2009,0,6882366000000,-4382546000000,2499820000000,740427000000,-99368000000,641059000000,48089000000,150453000000,372165000000,196134000000,-18007000000,178127000000,28441000000,3918154000000,-1183772000000,2734382000000,-481485000000,2252897000000,-574670000000,21942000000,-552728000000,1700169000000,0,3148
2010,0,10934383000000,-7750034000000,3184349000000,1186620000000,-256820000000,929800000000,-91383000000,-71418000000,160335000000,696116000000,-169525000000,526591000000,80747000000,4719021000000,-1587749000000,3131272000000,-387645000000,2743627000000,-672852000000,1980000000,-670872000000,2072755000000,0,2990
2011,0,19948573000000,-14650198000000,5298375000000,1520157000000,-369803000000,1150354000000,-698913000000,-55333000000,416257000000,707115000000,-163741000000,543374000000,8061000000,6662175000000,-2099198000000,4562977000000,-341864000000,4221113000000,-1077016000000,9669000000,-1067347000000,3153766000000,0,2902
2012,0,17622864000000,-12507291000000,5115573000000,1051286000000,-485883000000,565403000000,-138863000000,2701000000,-175043000000,617848000000,-256233000000,361615000000,29992000000,5761378000000,-3294041000000,2467337000000,-1449481000000,1017856000000,-253344000000,1174000000,-252170000000,765686000000,0,700
2013,0,13281305000000,-8945643000000,4335662000000,1150038000000,-413795000000,736243000000,-121501000000,105137000000,160910000000,738646000000,-324514000000,414132000000,17253000000,5647836000000,-3355666000000,2292170000000,-1413964000000,878206000000,-213146000000,-5989000000,-219135000000,659071000000,0,600
2014,0,13030328000000,-7158987000000,5871341000000,1566694000000,-542822000000,1023872000000,22898000000,97227000000,63770000000,985922000000,-1062601000000,-76679000000,4993000000,7007422000000,-3309131000000,3698291000000,-2281270000000,1417021000000,-324083000000,-11080000000,-335163000000,1081858000000,0,1203
2015,0,13379387000000,-6165707000000,7213680000000,1815286000000,-543148000000,1272138000000,-192002000000,63400000000,87948000000,1373267000000,-485304000000,887963000000,10815000000,9343942000000,-3678848000000,5665094000000,-3627889000000,2037205000000,-483862000000,-24155000000,-508017000000,1529188000000,0,1694
2016,0,15736077000000,-7593856000000,8142221000000,2558990000000,-603226000000,1955764000000,240201000000,124780000000,481457000000,1653250000000,-679417000000,973833000000,470000000,11918726000000,-4260995000000,7657731000000,-3661091000000,3996640000000,-872808000000,25014000000,-847794000000,3148846000000,0,3525
2017,0,17594504000000,-8664092000000,8930412000000,4519685000000,-593601000000,3926084000000,278585000000,396730000000,855760000000,1963425000000,-248534000000,1714891000000,355526000000,16457988000000,-4812465000000,11645523000000,-3609226000000,8036297000000,-1564816000000,-25886000000,-1590702000000,6445595000000,0,7719
2018,0,21413626000000,-10023687000000,11389939000000,4188317000000,-915737000000,3272580000000,233751000000,168433000000,756585000000,3147169000000,-1513392000000,1633777000000,894703000000,18349768000000,-5842507000000,12507261000000,-1846245000000,10661016000000,-2185246000000,-1773000000,-2187019000000,8462775000000,-11222000000,3816
2019,0,25016341000000,-10758497000000,14257844000000,4884408000000,-1631055000000,3253353000000,104581000000,397664000000,1243759000000,4425079000000,-2618351000000,1806728000000,4216000000,21068145000000,-7312509000000,13755636000000,-917368000000,12838268000000,-2612059000000,0,-2612059000000,10075139000000,-151070000000,2871
