Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2006,0,150000000,150000000,11744.58,4075.72666666667,11744.58,-2735.96666666667,1712.70666666667,1712.70666666667,1516.92666666667,2892,0,8.83509159118504,0.898323265144142,0.18541860032073998,0.0183553720664555,35890751.606594,0,0,0,0.633308743307942,0.58316308421075,0.420221179372513,0,0,0,0,0,0,0,0,0,0,0.624430977903276,0.745272710160936,1.42852054528381,0,0,-0.0616609648234018,0.334875952842624,-0.366691256692058,0.0276630931209009,0.642924454691821,0.544137501549619,0,0,0.113185017911724,0.202583548650136,0.101676734855858,0.909059367598494,0,0,0,-0.00438296415589696
2007,0,252130800,252130800,14172.8658299581,4815.64727514449,14172.8658299581,7786.9145697392,2024.28263425175,2024.28263425175,2016.46823791461,2452,0,10.0657410164392,0.909630995473832,0.191330514143776,0.0179495104604632,71302598.4911987,0,0,0,0.64965371491542,0.584546024330964,0.420355254152415,0,0,0,0,0,0,0,0,0,0,1.2822169212413,1.02840572701053,0.680872,0,0,0,0.308997118691328,-0.35034628508458,0.0277407408052166,1.35578347123613,1.55869391346035,0,0,0.0993468834899308,0.174430984552427,0.0903690045261685,0.836968822763445,0,0,0,-0.0054178172526351
2008,0,364201500,364201500,15445.8671916508,8616.30992733418,15139.7454431132,18601.9113045937,3248.42978406185,3248.42978406185,3227.23135407185,2293,0,9.50572011843408,0.904813759673139,0.257224836566065,0.0239875408167629,121254791.431793,0,0,0,0.709850280729607,0.514919506333983,0.377009393981593,0.362029828879587,0,0,7.3266167293419,7.3266167293419,7.37474243052675,1.54086524924059,2.76220333306459,1.57202114721329,1.27943841954147,0.494568324670248,0.574238207922056,0.444494286299016,0.0366555323895047,0.129463858011423,0,0.737045667652803,-0.290149719270393,0.0451648230909158,0.285895174642786,0.618597429640486,0,0,0.10519981522081,0.213544560974166,0.0951862403268606,0.664930112212658,0,0,0.0123004893478982,-0.0261250535670647
2009,0,540041700,540041700,13561.593484355,7255.28047185986,13347.1896707236,14537.031121856,3148.21799872121,3148.21799872121,2900.83849080543,3148,0,11.6411392078403,0.920893205623447,0.262589895278748,0.022417771316709998,174251204.263606,0,0,0,0.697875070760363,0.574989395516358,0.433920922965254,0.304843717305036,0,0,7.55983226373378,7.55983226373378,8.20452433854455,1.75495601069714,3.28036939334186,1.78314690861134,1.63719811841205,0.566550424354323,0.301919078580611,0.482810202593894,0.0358850573113787,0.0987967527053486,-0.0640046876789502,0.55599723180069,-0.302124929239637,0.0360545042101862,0.597871914215445,0.573724971523477,0,0,0.0859022456605023,0.173992505648298,0.0791067943765528,0.675132675941579,0.0248974841687172,-0.488926568982561,0.0121730415109085,-0.0140711473401108
2010,0,5303113892.83056,5303113892.83056,13544.304363531,6807.40874737312,13295.2515397745,3241.16176785065,390.856210499688,390.856210499688,316.382371547457,2990,0,15.0068844276927,0.937526880729522,0.248041238828224,0.0170686523256653,212437737.009327,0,0,0,0.663542713626407,0.581397497489416,0.439234112329655,0.286025577620719,0,0,60.8919581182374,60.8919581182374,75.2254301767568,1.75719618824302,3.49619082432564,1.79011280296572,7.3430460139553,0.623339527947181,0.282002193935246,0.283638652348513,0.0291812073314,0.100202112696798,-0.0727320968277313,0.456584689680685,-0.336457286373593,0.0257852920895574,0.257409782540549,0.291966513439213,0,0,0.0666360832468773,0.177395449810107,0.0624731192704777,0.657074639637447,0.0228814667482192,-0.504509659663751,0.0115439210017515,-0.00815917605424271
2011,0,878807900,878807900,14241.7950498624,7580.9229753169,13984.2859855948,-6613.21091901882,3588.68644671947,3588.68644671947,3124.95540834351,2902,0,13.4242584694133,0.930672346025932,0.28794990432077,0.0190662192749246,323231116.121759,0,0,0,0.684908006769561,0.633593833845553,0.473383842363793,0.318526175433483,0,0,6.6319530428066,6.6319530428066,7.61610867676862,1.67113765622051,3.13945941378003,1.70191027446924,-3.59885693824674,0.201209019436033,0.333005366507188,0.267721543455858,0.0361655557523505,0.136164621985294,-0.09944416924953,0.255878264562248,-0.315091993230439,0.0275856610885011,0.198829285682207,0.100520798359266,0,0,0.0744920102870832,0.197250008333141,0.0693276539740676,0.715770498886385,0.0282681574018819,-0.495668623191961,0.0140116386595644,-0.00587499555977822
2012,0,884807900,884807900,15019.7302713956,6511.44502665494,14650.5450505132,-11729.4544951509,865.369759921899,865.369759921899,558.849836218687,700,0,12.5394536289194,0.92614177592336,0.059343133822724894,0.00424832650978607,78475556.011069,0,0,0,0.428254664075157,0.176668845543549,0.132899802790235,0.273590127170376,0,0,27.5026943420671,27.5026943420671,42.5874688646892,1.58458238396771,3.65510265426084,1.62451293913917,-2.02907986981315,-0.003310037946191,0.0618237648694027,0.00682743065919178,0.0328719580547078,0.113242064224637,0,0.120380062995876,-0.571745335924843,0.013689754266992,0.0758056098468334,0.257361315278976,0,0,0.0797482912408343,0.194686423413089,0.0738582240766397,0.61241737653905,0.0269621025585718,-0.611329593712917,0.0164827312027777,-0.022009703270766
2013,0,887807900,887807900,15679.1452295029,6361.55186273968,15255.5389516133,-5716.51817921422,742.357665436408,742.357665436408,392.508334291686,600,0,10.4149335754011,0.912395460438335,0.0484439249391163,0.00389027236265653,67548529.2610434,0,0,0,0.40584924916375,0.155494245937736,0.116694429512472,0.267292095073096,0,0,32.0600178432976,32.0600178432976,60.6356551458941,1.51793989095887,3.74122549238328,1.5600890978344,-4.16337344758895,-0.11691499105131,0.0474426723621582,0.00339056647211211,0.0298841668388994,0.0915432832306368,0,0.298667423798257,-0.594150750836249,0.0135299013331044,0.0294965494575987,0.0763992571191432,0,0,0.0960159748269434,0.198080185620705,0.0876045395616647,0.58573208017835,0.0365172103577949,-0.462247159662137,0.0168799767666755,-0.020412893622924
2014,0,887807900,887807900,16879.8340271584,7892.94846328806,16452.407102933,1825.96708139227,1218.57217084912,1218.57217084912,1283.34885283179,1203,0,10.7377023298334,0.914804450487867,0.0748532170645253,0.00646274185188374,110880188.582556,0,0,0,0.527767701160284,0.202217163458973,0.154387448051509,0.33163649005412,0,0,19.5310549258775,19.5310549258775,18.5452302758395,1.40996647015057,3.01534972776008,1.44659683237216,13.0341889744545,0.107020063725316,0.0765787152348167,0,0.0399752138111428,0.0887174067779952,0,0.192645598339459,-0.472232298839716,0.0220926406479824,0.142762853984933,0.0976170082756225,0,0,0.0931297934402242,0.18660819347198,0.0851955495121329,0.609823698583816,0.0238313283728294,-0.50149385840793,0.0119512648166766,-0.0302992739806408
2015,0,887807900,887807900,18537.3051985683,10524.7340105895,18149.9083303944,-5990.21252232606,1722.43117007632,1722.43117007632,972.30014511022,1694,0,10.665977945949,0.914280653998043,0.09726540357190469,0.008313167365649769,156727272.727273,0,0,0,0.606285227369776,0.218024148694416,0.16365555351264,0.434906364073944,0,0,14.0499083042765,14.0499083042765,24.8894337018295,1.30547562014942,2.2993455203382,1.33334006758998,-4.03992344341782,0.0914817730625306,0.0981923855852609,0,0.0437174240101453,0.0810837650789646,0,0.293809401026938,-0.393714772630224,0.0307973084827623,0.396878192063769,0.0801104960209147,0,0,0.0937560536002989,0.14670691998991,0.0857193460019569,0.788668778512552,0.016613548262648,-0.626301036751505,0.0104050825010176,-0.0376948095776174
