Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2012,3,3772357310000,-2952076980000,151148880000,-200967310000,-251968460000,5269450000,-249483620000,-153110000000,121169270000,0,2142517840000,-1876253210000,0,1340491010000,0,-251910650000,-2466151790000,0,-2900000000000,-6343460000,2821125040000,-1831883310000,-14867360000,-34196250000,823805960000,-2132496910000,0,-6350050000,0,-2138846960000,-65891560000,341200000,-274720000,-1324285320000,0,0,-721800000,0,156030000,-1390676170000,0,0,0,0,0,0,0,-3529523130000,28090877280000,0,24561354150000
2013,1,3802338510000,-2659748170000,122481000000,76223070000,0,-686834360000,137146970000,-6605410000,785001610000,0,7715102470000,-1497372980000,-66341770000,-174775500000,0,-30750050000,-3437909850000,-2804444490000,-4966968280000,2634029530000,0,-17360920000,0,0,708876300000,-1152913930000,0,0,0,-1152913930000,-34627470000,82020000,0,-230000,0,0,360000,0,6006710000,-28538610000,0,0,0,0,0,0,0,-1181452540000,22621968990000,0,21440516450000
2013,2,2111682490000,-2052596830000,244274000000,-119372070000,200333000000,80408360000,-806213970000,-5044590000,-346529610000,0,412766530000,3562835980000,-7142230000,-1428395500000,0,-521103950000,4983610850000,2804444490000,-212989720000,-2505177530000,0,-14658080000,-3781112000000,0,-938507300000,2008041930000,0,-70000000,0,2007971930000,-24655530000,324980000,0,230000,0,0,-360000,0,8319290000,-16011390000,0,0,0,0,0,0,0,1991960540000,21440516450000,0,23432476990000
2013,3,4517070000000,-2566824000000,151094000000,178690000000,-200333000000,-362584000000,-252563000000,-19447000000,1445103000000,0,3914908000000,507309000000,114352000000,-87544000000,0,-47131000000,1704580000000,0,-9304270000000,5645162000000,4266000000,-15265000000,-2133478000000,0,523653000000,2271645000000,0,-186000000,0,2271459000000,-65513000000,17000000,0,-5007000000,0,0,-36400000000,0,14141000000,-92762000000,0,0,0,0,0,0,0,2178697000000,23432477000000,0,25611174000000
2013,4,3488893000000,-1874466000000,218394000000,9005000000,0,-298363000000,-371164000000,-7237000000,1165062000000,0,1245368000000,-3744474000000,0,-322762000000,0,-778906000000,1396482000000,0,-9461203000000,2741622000000,68891000000,-16532000000,1107042000000,0,-1614596000000,-8214006000000,0,692000000,0,-8213314000000,-198362000000,2837000000,0,5007000000,0,0,600000000,0,-11214000000,-201132000000,0,0,0,0,0,0,0,-8414446000000,25611174000000,0,17196728000000
2014,1,2923292000000,-1432965000000,435065000000,91102000000,-657239000000,14405000000,-475476000000,-641000000,897543000000,0,1373737000000,-4962754000000,0,-1582676000000,0,0,-315887000000,0,972704000000,4035853000000,-7352000000,-115000000,-984647000000,0,223526000000,-350068000000,0,0,0,-350068000000,-5248000000,0,0,-5830000000,0,0,0,0,552000000,-10526000000,0,0,0,0,0,0,0,-360594000000,17196728000000,0,16836134000000
2014,2,3164696000000,-1847627000000,215451000000,-8597000000,726134000000,5004000000,-1271054000000,-145440000000,838567000000,0,-1527562000000,-2110596000000,0,-2164270000000,0,-306559000000,514262000000,0,5309197000000,728835000000,-5755000000,5917000000,-39815000000,0,1048639000000,2290860000000,0,-116000000,0,2290744000000,-28045000000,1558000000,-25000000,5830000000,0,0,0,0,1467000000,-19215000000,0,0,0,0,0,0,0,2271529000000,16836134000000,0,19107663000000
2014,3,3545620000000,-2349294000000,240048000000,439265000000,-68895000000,154605000000,-750908000000,-43123000000,1167318000000,0,316902000000,1694707000000,0,2532852000000,0,-793379000000,-152272000000,0,3357346000000,-3009450000000,-27158000000,-11341000000,952332000000,0,-978838000000,5049019000000,0,-996000000,0,5048023000000,-32528000000,1033000000,0,0,0,0,0,0,2974000000,-28521000000,0,0,0,0,0,0,0,5019502000000,19107663000000,0,24127165000000
2014,4,5213403000000,-1482415000000,232019000000,-323991000000,0,-110741000000,-607013000000,-28330000000,2892932000000,0,-2859613000000,-242986000000,0,-7369214000000,0,-351929000000,-1604985000000,0,-5392813000000,9705237000000,-14483000000,8668000000,682458000000,0,-668698000000,-5215426000000,0,-1105000000,0,-5216531000000,-121826000000,8843000000,-8711000000,0,0,0,-509005000000,0,0,-630699000000,0,0,0,0,0,0,0,-5847230000000,24127165000000,0,18279935000000
2015,1,3562701000000,-1716695000000,218579000000,219370000000,0,327260000000,628644000000,-86599000000,3382375000000,0,-6046694000000,2461744000000,0,-7718371000000,0,-752049000000,-2441744000000,202648000000,7340308000000,-4803359000000,40229000000,-4835000000,187958000000,0,-7915000000,-8159705000000,0,-732000000,0,-8160437000000,-33242000000,37000000,-163000000,0,0,0,0,0,857000000,-32511000000,0,0,0,0,0,0,0,-8192948000000,18067475000000,8260000000,9882787000000
