2020-04-08,198780,126270,3000,154940,85540,1690
2020-03-13,85233,49943,6570,30207,23467,0
2020-03-20,206322,104062,4500,137278,117078,0
2020-03-23,56295,32300,0,9905,0,4500
2020-04-09,250555,152015,32000,148895,81950,13750
2020-04-10,212290,102390,2500,155750,83150,13900
2020-04-13,205770,88070,320,185410,78820,5100
2020-04-14,257519,106009,3140,202451,93921,0
2020-04-15,236414,89064,10650,118776,55686,1240
2020-04-16,246537,61690,5000,176343,22108,8150
2020-04-17,284970,137400,5800,186750,44500,9490
2020-04-20,276380,209310,2100,174110,74310,3470
2020-04-21,327708,237278,6030,226612,97042,5420
2020-04-22,394205,314065,500,221445,138065,12000
2020-04-23,244866,182676,8320,197554,148024,9110
2020-04-24,319505,244435,5840,225525,126795,7890
2020-04-27,431140,291720,19390,118110,47560,28130
2020-04-28,303420,233740,1080,73560,0,9940
2020-04-29,136850,62910,100,86920,51690,2500
2020-05-04,521270,380310,42590,90260,60770,2860
2020-05-05,231240,205600,450,162500,121720,1990
