Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,3,2525869363,-2917693405,-689642410,-72786248,-23008771,5024428535,-6973696441,258174333,-3126529377,1673271911,0,0,0,0,0,676067,1673947978,0,0,938630370,-359592615,0,0,0,579037755,-873543644,2757435480,0,1883891836
2015,1,1657984255,-751300858,-734093597,-108752441,0,20070375,-50754344,335262219,33153390,-235400000,0,0,0,0,0,531344,-234868656,0,0,2751720000,-3288916086,0,0,0,-537196086,-738911352,1503535227,0,764623875
2015,2,1843536364,-218152985,-691126934,-115338342,0,13602225,-33735258,0,798785070,-50000000,0,0,0,0,0,765088,-49234912,0,0,1588771600,-1484537975,0,0,0,104233625,853783783,764623875,0,1618407658
2015,3,2546827479,-1050165312,-521477189,-262703230,0,5636667,-20011228,0,698107187,-81926818,0,0,0,0,0,476083,-81450735,0,0,422059450,-1516449400,0,0,0,-1094389950,-477733498,1618407658,0,1140674160
2015,4,2643190704,-1043266810,-609658413,-378495370,0,3900000,-23572292,1469743392,592097819,-6000000,0,0,0,0,0,45980659,39980659,0,0,649120461,-1368771600,0,0,0,-719651139,-87572661,1140674160,0,1053101499
2016,1,2298565124,-480272168,-759044301,-137442951,0,3900000,-32755891,385020750,892949813,0,0,0,0,0,0,317018,317018,0,0,1119779760,-1764059450,0,0,0,-644279690,248987141,1053101499,0,1302088640
2016,2,2263323636,-976498144,-683478111,-226902229,0,16500000,-44045203,385020750,348899949,0,0,0,0,0,0,275162,275162,0,0,1935793990,-1973120461,0,0,0,-37326471,311848640,1302088640,0,1613937280
2016,3,1898766874,-1038682217,-741157139,-243322706,0,9025000,-70678885,393358364,-186049073,0,0,0,0,0,0,4528922,4528922,0,0,5538876690,-5730968760,0,0,0,-192092070,-373612221,1613937280,0,1240325059
2016,4,3379690806,-969296562,-684707588,-233916028,0,535297441,-68926610,0,1958141459,0,0,0,0,0,2062889084,-3917782,2058971302,0,0,-1344450440,-1671376570,0,0,0,-3015827010,1001285751,1240325059,0,2241610810
2017,1,6479868710,-3320652115,-868748597,-32165319,0,3653997564,-15000000,0,5897300243,0,0,0,0,0,0,257033,257033,0,0,3318252,-5729548490,0,0,0,-5726230238,171327038,2241610810,0,2412937848
2017,2,0,0,0,0,0,0,0,0,6093449569,0,0,-306000000000,52000000000,0,0,592619,-253999407381,250000000000,0,1481928,-852822430,0,0,0,249148659498,1242701686,2412937848,0,3655639534
2017,3,0,0,0,0,0,0,0,0,-257651933219,-5983214722,0,0,254000000000,0,6600000000,271612860,254888398138,0,0,-4800180,6628107222,-6492498960,0,0,130808082,-2632726999,3655639534,0,1022912535
2017,4,31373874705,-299421315310,-127207000,-262809304,0,55817166,257380717469,0,-11000922274,0,0,299500000000,-299500000000,0,0,-45205479,-45205479,0,0,11089736302,-7054235262,6492498960,0,0,10528000000,-518127753,1022912535,0,504784782
2018,1,14306513818,-17236506887,-240714500,-514985052,0,1237878342,-1000515065,0,-3448329344,-3040396800,0,0,0,0,0,0,-3040396800,0,0,7956000000,-1231000000,0,0,0,6725000000,236273856,504784781,0,741058637
2018,2,0,0,0,0,0,0,0,0,258364677,3040396800,0,0,19400000000,0,0,1474560,22441871360,0,0,14200000000,-36524737000,0,0,0,-22724737000,-24500963,741058637,0,716557674
2018,3,0,0,0,0,0,0,0,0,83632410532,-3040396800,0,0,-19400000000,0,0,-649557,-22441046357,0,0,0,-1424159000,0,0,0,-1424159000,59767205175,716557675,0,60483762850
2018,4,247457176719,-253162357564,-369171335,-467157419,0,72753400241,-34557806276,0,31654084366,0,0,0,0,0,0,1,1,0,0,0,-1465859000,0,0,0,-1465859000,30188225367,60483762850,0,90671988217
2019,1,256029448859,-254185286649,-453424302,-423790687,-169432298,22840092248,-71197145085,0,-47559537914,0,0,-15076000000,0,0,0,0,-15076000000,0,0,0,-1549259000,0,0,0,-1549259000,-64184796914,90671988217,0,26487191303
2019,2,0,0,0,0,0,0,0,0,-32094647963,-5378556364,0,15000000000,0,0,0,10305458,9631749094,0,0,14250000000,-15799259000,0,0,0,-1549259000,-24012157869,26487191303,0,2475033434
2019,3,0,0,0,0,0,0,0,0,274249617013,5275465455,0,-15000000000,15000000000,0,0,-10305458,5265159997,0,0,-14250000000,17348518000,-18897777000,0,0,-15799259000,263715518010,2475033434,0,266190551444
2019,4,337567366254,-282652083883,-708271273,-649694093,0,252613627172,-182033459547,0,124137484630,0,0,-116184100,0,-418000000000,0,0,-418116184100,0,0,40000000000,-20447036000,18897777000,0,0,38450741000,-255527958470,266190551444,0,10662592974
2020,1,46929634937,-40318347006,-669454736,-2812698721,0,5189907883,-4545719302,0,3773323055,0,0,0,0,0,0,0,0,0,0,51500000000,-1549259000,0,-51869830000,0,-1919089000,1854234055,10660888116,0,12515122171
