Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,23882705047,20522922930,0,23498592,0,37436967,14239055233,0,58705618769,-67614396779,-20221467728,45176281124,519735328,-14239055233,-2712446268,1827177990,0,1441447203,-50936978778,1759285714,0,0,0,70000000000,0,20822306936,19245569775,0,90220070447,-136379840706,0,0,0,-26914200484,-4650446345,6676110148,-23498592,2002165211
2009,0,58534281218,27042017705,0,321024556,-1029380830,0,11467225464,0,96335168113,-48926225035,-44963109801,1243048294,-3111365007,-11467225464,-3562339919,1008747528,0,-13443301291,-22809077113,11373817749,0,0,-6000000000,0,0,-17435259364,26136550225,0,109660019255,-83292038635,0,-18482082787,0,34022448058,3143887403,2002165211,0,5146052614
2010,0,36623222130,30539615274,0,0,0,0,19050223209,0,86213060613,-70961191457,20516424102,39439090585,2408096558,-19050223209,-10492455191,0,-1824076070,46248725931,-42511155559,259090909,0,0,-2400000000,0,0,-44652064650,0,0,275618119992,-248814549018,0,-24000000000,0,2803570974,4400232255,5146052614,0,9546284869
2011,0,9109681537,32941503329,147191293,989455450,0,1307354337,30697202169,0,75192388115,-114663858634,-35035937471,76871637800,814445513,-33332988603,-4271591962,575207034,-1793368354,-35644066562,-176320584032,863636364,0,0,-600000000,0,453473341,-175603474327,46984000000,0,511018734830,-292020868574,0,-22385600000,0,243596266256,32348725367,9546284869,0,41895010236
2012,0,1734195096,34164163430,2087371787,238228319,0,411050637,22329918875,0,60964928144,-228888282105,-70757540381,229927141663,-22615757678,-35445893957,0,65300000,-1300480961,-68050585275,-342708127631,8336818182,0,0,-6439726027,0,162725237,-340648310239,0,0,732288373992,-330820263144,0,-14886026476,0,386582084372,-22116811142,41895010236,0,19778199094
2013,0,2051374743,35346153472,4909728154,272269949,0,2968971901,23291768209,0,68840266428,54815824062,32813069892,242638876132,-38227707153,-24362964891,-6200000000,0,-1470118181,328847246289,-495211993419,1627272727,0,0,-150000000,0,473581391,-493261139301,0,0,714066395681,-398395609837,0,-400000000,0,315270785844,150856892832,19778199094,0,170635091926
2014,0,16490301258,57000495092,956179742,134646336,0,-1168328707,71671507730,0,145084801451,-93238728082,50465660360,-169573007729,4646322881,-69473305259,-6461902775,1958864962,-3429717405,-140021011596,-651287688822,1090909091,-6000000000,0,0,0,791230863,-655405548868,165000000000,0,1035666280327,-396803524066,0,0,0,803862756261,8436195797,170635091926,0,179071287723
2015,0,85493198489,87180923262,857134834,1075300600,0,-4880499818,111170203368,0,280896260735,7810328454,24339134329,90485488450,-5293448321,-109612899558,-205950260,8203622,-2437268392,285989849059,-865322459120,3047727272,-41000000000,0,0,0,1832800568,-901441931280,0,0,2040897780067,-1458084704596,0,-36051013150,0,546762062321,-68690019900,179071287723,0,110381267823
2016,0,133402545836,148510915507,34731269168,0,0,-9007241320,174535375266,0,482172864457,454577982,26423371414,-157985749672,-19778626213,-171736165290,-32144727017,0,-1201462120,126204083541,-492025904761,4691909091,2500000000,40000000000,0,0,8836332229,-435997663441,216088200000,0,885817431341,-592664593332,0,-56024063621,0,453216974388,143423394488,110381267823,0,253804662311
2017,0,183815429491,144837421677,11784759877,0,0,-9607461225,213312570447,0,544142720267,-53362315547,-61507822183,-10806080274,-23528469902,-211632405741,-37689818058,0,-2435320731,143180487831,-544881895308,318181818,-77388423020,12850000000,-13736720166,0,9773286016,-613065570660,509895000000,0,743666749074,-634416465759,0,-132038125100,0,487107158215,17222075386,253804662311,0,271026737697
2018,0,157212953092,134399184999,-918716397,0,0,-9670347175,208824592233,0,489847666752,-1967135069,-6617828420,-158264941539,-1279418595,-210728579733,-11487560283,0,-2110245486,97391957627,-115743564033,3000000000,0,70500000000,0,14963150000,7355538374,-19924875659,0,0,445600714165,-469550340757,0,0,0,-23949626592,53517455376,271026737697,0,324544193073
2019,0,96549019309,129258584375,-12001874266,0,0,-7772894111,200885083681,0,406917918988,-10121045592,-68147871941,65692832224,-51197671788,-212062644655,-25260369853,0,-3844145472,101977001911,-301732921027,10637400000,0,0,0,0,7772894111,-283322626916,0,-1300000000,544817657127,-545463815004,-9519600000,-48251238480,0,-59716996357,-241062621362,324544193073,0,83481571711
