date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2020-01-06,295100,80000,87500,171000,98600,17600
2020-01-07,25250,0,5000,42050,20000,14600
2020-01-08,99000,61800,11400,106000,39300,19500
2020-01-09,86550,0,6000,195150,114000,39900
2020-01-10,31150,20000,2000,149750,70000,8900
2020-01-13,33800,15000,5000,64300,43700,1100
2020-01-14,35700,14500,90400,52200,20000,18400
2020-01-15,9600,0,11000,68700,23300,41300
2020-01-16,38300,13000,44800,26500,0,10700
2020-01-17,13200,0,500,47100,0,2300
2020-01-20,156050,108850,24200,60050,15350,15200
2020-01-21,161750,55200,9500,37650,0,24500
2020-01-22,166000,96200,40300,187000,109000,14300
2020-01-30,38400,0,55000,140200,34900,75500
2020-01-31,81200,0,28600,184600,53300,11200
2020-02-03,331150,89200,21300,228750,63600,98800
2020-02-04,123050,0,8300,107550,51000,6700
2020-02-05,100950,46800,5800,132250,94300,2700
2020-02-06,63900,0,1500,169000,101000,1300
2020-02-07,70700,37700,12800,270800,193600,19900
2020-02-10,120750,40000,31100,188550,114300,18300
2020-02-11,235050,135000,5500,154450,60000,70000
2020-02-12,232650,145000,23200,138750,65500,28000
2020-02-13,70950,0,13700,319250,258000,128900
2020-02-14,91350,25000,15700,73650,47400,4800
2020-02-17,125700,25000,18000,124100,55000,6800
2020-02-18,34300,0,28300,164100,100000,12700
2020-02-19,83700,20000,10500,26200,0,33500
2020-02-20,57850,20000,69400,425950,362200,7500
2020-02-21,74700,19200,2500,182700,136400,100600
2020-02-24,51900,0,4000,171600,20000,2000
2020-02-25,284550,141100,17900,195350,91600,30300
2020-02-26,55450,0,28900,84150,0,1700
2020-02-27,73950,58300,3500,78750,15000,30400
2020-02-28,105700,20000,62500,118300,51200,80900
2020-03-02,99050,55800,5000,50750,0,10000
2020-03-03,493550,359900,49300,254550,145400,337300
2020-03-04,148100,0,32500,91600,15000,27700
2020-03-05,187950,81800,62000,223550,129100,118800
2020-03-06,599550,362600,19600,337950,138600,65000
2020-03-09,272450,101300,80600,638350,346600,115100
2020-03-10,162050,46500,123900,179550,68400,53500
2020-03-11,84350,24800,25000,200750,58200,44000
2020-03-12,288150,131000,30200,439950,145400,9200
2020-03-13,223550,41300,53100,196150,81700,42100
2020-03-17,61450,0,35000,16450,0,11100
2020-03-18,313700,232800,97300,168700,65000,5100
2020-03-19,85700,43450,50000,254400,143450,1500
2020-03-20,254100,209950,60700,153500,112350,9500
2020-03-23,76800,41000,9800,122900,39800,8400
2020-03-24,569000,501000,0,127800,75000,19400
2020-03-25,264200,167900,20600,67600,0,69500
2020-03-26,105750,60000,27000,247450,157100,41900
2020-03-27,87950,58500,29900,100050,71000,36400
2020-03-30,238300,147100,5000,309700,249500,15400
2020-03-31,133000,93000,68000,271500,133800,17000
2020-04-01,261550,205000,6500,77350,20000,6000
2020-04-02,169450,169450,0,169450,169450,0
2020-04-03,265250,70000,115300,150150,115500,31600
2020-04-06,218100,74800,28700,276900,176600,55600
2020-04-07,294450,210200,13200,206450,171100,2000
2020-04-08,214800,164000,12400,446300,372700,92100
2020-04-09,580950,241500,27400,325750,174100,82500
2020-04-10,490800,133700,32900,581100,396800,376500
2020-04-13,377850,142400,22400,230250,159900,93800
2020-04-14,330300,126000,24700,487400,396400,134400
2020-04-15,309000,148000,87600,682900,506300,173300
2020-04-16,732800,342800,138900,508900,248400,56600
2020-04-17,2546500,1691200,284700,529200,415600,425000
2020-04-20,2766100,1756900,516900,1114000,775300,305700
2020-04-21,841950,326700,236600,1532850,1064500,247700
2020-04-22,895950,544800,158200,666650,381000,75100
2020-04-23,1349000,848000,339700,837200,532000,354300
2020-04-24,429000,179800,72700,467400,237800,73100
2020-04-27,403000,169600,131400,784900,489900,296700
2020-04-28,403350,271700,74000,662050,378400,116100
2020-04-29,296350,132000,44900,159150,65000,9500
2020-05-04,191500,108000,89900,293900,170000,44300
2020-05-05,73500,0,39200,113900,0,67000
