disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2008-11-20,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2008-11-21,,,Ngày giao dịch đầu tiên trên sàn HNX,,,,
2008-12-24,investorRight,POLL,Lấy ý kiến cổ đông,2008-12-31,2009-01-15,2009-01-15,"Lấy ý kiến cổ đông bằng văn bản về quyết định đầu tư và xây dựng công trình cải tạo, mở rộng mỏ than Đèo Nai.",,,,
2009-03-02,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-03-09,2009-04-22,2009-04-22,Trả cổ tức năm 2008 (1500 đ/cp),1500,15,,2008
2009-03-02,investorRight,MEETING,Họp cổ đông,2009-03-09,2009-04-15,2009-04-15,ĐHCĐ thường niên 2009,,,,
2010-03-22,investorRight,MEETING,Họp cổ đông,2010-03-31,2010-04-29,2010-04-29,ĐHCĐ thường niên 2010,,,,
2010-05-12,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-05-18,2010-06-07,2010-06-07,Trả cổ tức năm 2009 (1500 đ/cp),1500,15,,2009
2011-02-28,investorRight,MEETING,Họp cổ đông,2011-03-04,2011-04-13,2011-04-13,ĐHCĐ thường niên 2011,,,,
2011-06-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-06-17,2011-07-06,2011-07-06,Trả cổ tức năm 2010 (1800 đ/cp),1800,18,,2010
2011-06-14,investorRight,KINDDIV,Cổ phiếu thưởng,2011-06-17,2011-06-21,,Tỷ lệ 100:100,,100,,
2011-09-21,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2011-09-28,,,Số lượng 8.000.000 cp,,,,
2012-03-06,investorRight,MEETING,Họp cổ đông,2012-03-13,2012-04-20,2012-04-20,ĐHĐCĐ thường niên năm 2012,,,,
2012-05-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-05-23,2012-06-15,2012-06-15,Trả cổ tức năm 2011 (1500 đ/cp),1500,15,,2011
2013-03-05,investorRight,MEETING,Họp cổ đông,2013-03-08,2013-04-18,2013-04-18,ĐHĐCĐ thường niên năm 2013,,,,
2013-05-03,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-05-15,2013-06-05,2013-06-05,Trả cổ tức năm 2012 (900 đ/cp),900,9,,2012
2014-02-27,investorRight,MEETING,Họp cổ đông,2014-03-10,2014-04-18,2014-04-18,ĐHĐCĐ thường niên năm 2014,,,,
2014-05-08,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-05-16,2014-06-09,2014-06-09,Trả cổ tức bằng tiền năm 2013 (900đ/cp),900,9,,2013
2014-06-30,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2014-06-30,,,Lợi nhuận sau thuế 6 tháng đầu năm 2014 âm,,,,
2015-03-02,investorRight,MEETING,Họp cổ đông,2015-03-11,2015-04-24,2015-04-24,ĐHĐCĐ thường niên năm 2015,,,,
2015-05-12,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-05-20,2015-06-08,2015-06-08,Trả cổ tức năm 2014 (600đ/cp),600,6,,2014
2016-02-03,investorRight,MEETING,Họp cổ đông,2016-02-22,2016-04-28,2016-04-28,ĐHCĐ thường niên năm 2016,,,,
2016-04-28,schedEvent,schedDiv,Dự kiến cổ tức,,,,"Dự kiến trả cổ tức bằng cổ phiếu năm 2016, tỷ lệ 100:2",,2,,2016
2016-05-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-05-24,2016-06-22,2016-06-22,Trả cổ tức năm 2015 (600 đ/cp),600,6,,2015
2016-06-01,schedEvent,schedIssue,Dự kiến phát hành,2016-07-26,2016-07-26,,phát hành 13.440.000 cổ phiếu thưởng cho cổ đông hiện hữu để làm tăng vốn cổ phần tỉ lệ 84%,,84,,
2016-07-13,investorRight,KINDDIV,Cổ phiếu thưởng,2016-07-26,2016-07-27,,Tỷ lệ 100:84,,84,,
2016-10-06,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2016-10-12,,,Số lượng 13.439.097 cp,,,,
2017-02-28,investorRight,MEETING,Họp cổ đông,2017-03-17,2017-04-20,2017-04-20,ĐHĐCĐ thường niên năm 2017,,,,
2017-05-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-05-24,2017-06-21,2017-06-21,Trả cổ tức năm 2016 (200 đ/cp),200,2,,2016
2017-10-19,investorRight,MEETING,Họp cổ đông,2017-11-03,2017-11-29,2017-11-29,ĐHCĐ bất thường năm 2017,,,,
2018-02-08,investorRight,MEETING,Họp cổ đông,2018-03-14,2018-04-13,2018-04-13,ĐHĐCĐ thường niên năm 2018,,,,
2018-04-27,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-05-17,2018-06-06,2018-06-06,Trả cổ tức năm 2017 (500 đ/cp),500,5,,2017
2019-02-20,investorRight,MEETING,Họp cổ đông,2019-03-14,2019-04-16,2019-04-16,ĐHĐCĐ thường niên năm 2019,,,,
2019-04-22,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-05-16,2019-06-05,2019-06-05,Trả cổ tức năm 2018 (1000 đ/cp),1000,10,,2018
2020-02-18,investorRight,MEETING,Họp cổ đông,2020-03-18,2020-04-21,2020-04-21,ĐHĐCĐ thường niên năm 2020,,,,
2020-05-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-05-22,2020-06-10,2020-06-10,Trả cổ tức năm 2019 (1000 đ/cp),1000,10,,2019
