Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2014,4,355112596,0,0,0,0,0,0,0,0,1792203716,0,0,181818182,0,-9036935,0,0,0,-1609872367,0,355112596,-1094971210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-739858614,0,0,0,0,0,0,0,0,0,0,0,0,0,-1065573364,-1805431978,3462351187,-64321440,3398029747,0,1592597769,0,0,0,0,0,1592597769,1592597769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,1889555781,0,0,0,0,0,0,0,0,1260232956,0,0,0,0,10127332,0,0,0,619195493,0,1889555781,-113745906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775809875,0,0,0,0,0,0,0,0,0,0,0,0,0,-1050687764,725122111,778618181,-164693087,613925094,0,1339047205,0,0,0,0,0,1339047205,1339047205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0
2015,2,3068275475,0,0,0,0,0,0,0,0,778050749,0,0,0,0,7735095,0,0,0,2282489631,0,3068275475,-570752253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497523222,0,0,0,0,0,0,0,0,0,0,0,0,0,-1457557871,1039965351,802169999,-23254766,778915233,0,1818880584,0,0,0,0,0,1818880584,1818880584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0
2015,3,5263347546,0,0,0,0,0,0,0,0,2649540015,0,0,0,0,23936346,0,0,0,2589871185,0,5263347546,-543287813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4720059733,0,0,0,0,0,0,0,0,0,0,0,0,0,-2435012590,2285047143,336363636,0,336363636,0,2621410779,0,0,0,0,0,2621410779,2621410779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0
2015,4,2417007645,0,0,0,0,0,0,0,0,2045534779,0,0,0,0,17424251,0,0,0,354048615,0,2417007645,-548927156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868080489,0,0,0,0,0,0,0,0,0,0,0,0,0,-6855220438,-4987139949,81600500,-216134974,-134534474,0,-5121674423,0,0,0,0,0,-5121674423,-5121674423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-534,0
2016,1,8357938665,0,0,0,0,0,0,0,0,4553605500,0,0,3178181818,0,140619913,0,0,0,485531434,0,8357938665,-889648220,0,0,0,0,0,0,0,0,0,0,-741991891,0,0,0,-69959196,0,-77697133,0,7468290445,7117946,0,7117946,0,0,-917888835,0,-917888835,0,0,0,0,0,-2267736566,4289782990,1150000,0,1150000,0,4290932990,4290932990,0,0,0,0,4290932990,4290932990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0
2016,2,7117689686,0,0,0,0,0,1045233198,419300,0,5346718967,0,0,1036363636,0,95862782,0,0,0,-406908197,0,7117689686,-939810718,0,0,0,0,0,0,0,0,0,0,-967347848,0,0,0,69959196,0,-42422066,0,6177878968,32610044,0,32610044,0,0,-936301370,0,-936301370,0,0,0,0,0,-1585009033,3689178609,1025850000,0,1025850000,0,4715028609,4715028609,0,0,0,0,4715028609,4715028609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0
2016,3,9630715319,0,0,0,0,565377838,0,163500,0,4709608032,0,0,4160000000,0,102578630,0,0,0,92987319,0,9630715319,-1012474637,0,0,0,0,0,0,0,0,0,0,-855244497,0,0,0,-102571267,0,-54658873,0,8618240682,7373773,0,7373773,0,0,-932968037,0,0,-926301371,0,-6666666,0,0,-2032027345,5660619073,2959650,0,2959650,0,5663578723,5663578723,0,-116550141,-116550141,0,5547028582,5547028582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0
2016,4,9473336675,0,0,0,0,0,522944403,66276390,0,4789284660,0,0,0,0,157486489,0,0,3840000000,97344733,0,9473336675,-1017461932,0,0,0,0,0,0,-1099637,0,0,0,-846098361,0,0,0,-116843595,0,-53420339,0,8455874743,122657786,0,122657786,0,0,-964198322,0,-954198323,0,0,-9999999,0,0,-2423485230,5190848977,3227799826,0,3227799826,0,8418648803,8418648803,0,-2866299964,-2866299964,0,5552348839,5552348839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0
2017,1,7527318511,0,0,0,0,0,722107688,342139801,0,6177267805,0,0,0,0,162976408,0,0,0,122826809,0,7527318511,-1187080857,0,0,0,0,0,0,0,672277,0,0,-988253306,0,0,0,-137597510,0,-61902318,0,6340237654,9362572,0,9362572,0,0,-995628402,0,-985628403,0,0,-9999999,0,0,-1616207954,3737763870,1471633779,-200000000,1271633779,0,5009397649,5009397649,0,-1001831570,-1001831570,0,4007566079,4007566079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0
