Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,100000000,100000000,10493.01,1380.27,8902.3,16606.14,418.59,418.59,169.3875,40900,0,5.91588781484055,0.855405404660536,0.039892271140502096,0.00576820680273309,21313136.4562118,0,0,0,0.423525831902454,0.326095618973099,0.303266752157187,0.0862022233325006,0,0,38.252227716859,38.252227716859,94.5288170614715,1.52596823980917,11.6006288624689,1.7986363074711,0.964221667407357,0,0,0,0.0145297133672431,0.0377981983283591,-0.0259803807576417,0.383562879653575,-0.576474168097546,0.00805556351738386,0,0,0,0,0.169036335931085,0.274639753235383,0.144594595339464,0.804199697486732,0.000333975022542005,-10.4952978056426,0.00350516732122456,-0.00351982453224521
2010,0,200164711.388889,200164711.388889,10357.5266666667,1037.79,9704.76333333333,15914.9681174862,299.768123879856,299.768123879856,296.515802351836,58224,0,4.43893780304049,0.816140570785535,0.028871477585185202,0.00496774624331939,30551425.6619145,0,0,0,0.348882400742604,0.214140946948162,0.192726852253346,0.0648132650512116,0,0,53.4146185817191,53.4146185817191,54.0004946549213,1.54592891868007,15.4289403443857,1.64991143524366,1.00609689455847,1.32885999541399,1.96126468954094,2,0.02421332301491,0.092946660806287,-0.0802165190759953,0.108249081210943,-0.651117599257396,0.00899282697447381,0.896971584640813,0.171578402758571,0,0,0.225279119548609,0.428725981024207,0.183859429214465,1.30212708847915,0.00421156912132269,-1.73997510155943,0.007328025409598,-0.00758020653578237
2011,0,300000000,300000000,11289.1007159133,2876.03768154,10662.04198167,-3274.08156284333,1214.03472570667,1214.03472570667,1213.63506952917,0,0,4.39014126885515,0.814476105519142,0.112168487427622,0.0207201817836002,185443186.207739,0,0,0,0.523818578861591,0.457878494809869,0.422120590943232,0.179617641864851,0,0,13.1890790773548,13.1890790773548,13.1934223079199,1.41835921238874,5.56738185413003,1.50177611638817,-4.89053180034238,0.0801631140403627,0.0899417476031923,0,0.0469626623769687,0.141651227809843,0,-0.00273141535271269,-0.476181421138409,0.0257121221009068,0.141355209485413,-0.0552527561649167,0,0,0.227783102811354,0.409413599830237,0.185523894480858,1.57310809377411,0.0562632344352235,-0.228820242764876,0.012874166962205,-0.00733177438373482
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068856414.18483,0,0,0,0.837237194635548,0.817551791285729,0.81695766695633,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-0.0666961793607387,-0.162762805364452,0,-1,-1,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,300000000,300000000,9168.93,1346.21,8942.52333333333,3564.35,-421.08,-421.08,-706.82,-42108,0,11.0082001571248,0.916723573315301,-0.0459246607837556,-0.0038244416467781,-64319755.6008147,0,0,0,-0.0850610231687478,-0.308891876700762,-0.312789237934646,0.0858114482406935,0,0,0,0,0,1.71099572142006,11.6534567415188,1.75431468448316,4.40136350246188,0,0,0,0.00812826404111015,0.0530967625840262,0,0.616331333867251,-1.08506102316875,-0.00104003232870846,0,0,0,0,0.0908413714982071,0.124767779430908,0.0832764266846992,0.848104952039984,0,0,0.00774321817509434,-0.00410030867186459
