date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,5910,3090,500,17060,6820,50
2019-12-03,7546,3296,1120,12924,0,410
2019-12-04,34550,17000,7000,6540,0,500
2019-12-05,109320,16130,10910,76930,35870,1260
2019-12-06,15446,6000,270,16254,7980,460
2019-12-09,7815,6700,300,8675,0,1670
2019-12-10,28571,17056,1570,54229,29534,2220
2019-12-11,8920,3000,0,8150,0,1800
2019-12-12,17375,13500,240,5405,0,500
2019-12-13,3100,0,2000,10460,3000,1100
2019-12-16,11672,9657,0,12138,0,510
2019-12-17,5908,0,1000,27912,17487,10
2019-12-18,7100,0,0,16980,0,140
2019-12-19,32180,15020,2000,59010,35160,720
2019-12-20,1288,0,1200,4152,0,950
2019-12-23,1200,0,370,8840,0,20
2019-12-24,6105,4300,120,10505,3000,40
2019-12-25,5005,0,3840,9215,0,70
2019-12-26,430,0,0,10140,3700,330
2019-12-27,2760,0,0,9400,0,50
2019-12-30,55473,8470,2470,8687,5800,3610
2019-12-31,3590,0,1000,2630,0,720
2020-01-02,6095,3040,90,23395,13410,20
2020-01-03,11045,0,0,14305,5000,5750
2020-01-06,12390,0,500,58240,27640,2940
2020-01-07,6097,0,1500,42333,13860,5000
2020-01-08,26075,7970,330,52045,24470,2020
2020-01-09,34660,22830,2510,29040,16030,16620
2020-01-10,24090,17050,3060,21120,19560,4060
2020-01-13,7855,0,109760,176425,137550,7070
2020-01-14,14047,0,1800,23023,0,4610
2020-01-15,15014,5010,20,59716,37026,670
2020-01-16,41920,21700,110,7040,0,100890
2020-01-17,125482,25600,1120,27818,16410,1390
2020-01-20,15396,3200,6300,10394,4360,120
2020-01-21,6780,0,0,7600,0,0
2020-01-22,18710,15990,90,23020,20090,1540
2020-01-30,4860,3000,0,42540,15710,140
2020-01-31,1810,0,10,28220,23340,200
2020-02-03,9210,3460,170,40410,26930,2640
2020-02-04,2380,0,10,11180,5000,7600
2020-02-05,3595,0,300,2825,0,50
2020-02-06,43345,38915,50,12545,10085,6180
2020-02-07,26435,18330,300,20995,17610,0
2020-02-10,6810,0,0,28230,23030,4410
2020-02-11,33019,5270,10,58701,49050,3510
2020-02-12,4495,0,3250,79315,70860,20
2020-02-13,5355,3800,0,115,0,310
2020-02-14,2745,0,0,3925,0,0
2020-02-17,6145,3420,40,17555,4400,5360
2020-02-18,23925,22830,450,8945,6500,0
2020-02-19,14995,3240,120,6125,0,0
2020-02-20,5110,0,0,2400,0,20
2020-02-21,6735,3440,0,405,0,0
2020-02-24,21844,17420,0,20136,16200,120
2020-02-25,10940,8380,0,7370,0,0
2020-02-26,10260,5450,0,10430,5450,170
2020-02-27,3220,0,100,600,0,0
2020-02-28,4825,0,200,6165,5150,1000
2020-03-02,140,0,0,30560,19000,30
2020-03-03,14125,13830,0,9155,3920,3290
2020-03-04,5840,5000,0,11850,8670,630
2020-03-05,1160,0,0,9060,0,0
2020-03-06,2270,0,0,6250,0,0
2020-03-09,2520,0,2880,4380,0,500
2020-03-10,2955,0,4120,1555,0,0
2020-03-11,3770,0,0,1950,0,2240
2020-03-12,7105,0,200,41665,40430,1670
2020-03-13,30695,25960,5430,38715,30340,0
2020-03-17,105,0,0,75,0,150
2020-03-18,2295,0,0,3475,0,0
2020-03-19,840,0,5030,790,0,0
2020-03-20,985,0,0,3225,0,220
2020-03-23,765,0,0,3355,0,1330
2020-03-24,3050,0,0,2870,0,50
2020-03-25,17715,3970,2370,17695,4000,1020
2020-03-26,14100,6260,0,9380,0,0
2020-03-27,15715,4560,0,15055,0,6190
2020-03-30,1290,0,0,2560,0,0
2020-03-31,7885,4790,0,7655,0,0
2020-04-01,1130,0,0,670,0,1970
2020-04-02,900,0,0,900,0,0
2020-04-03,8135,3970,0,6045,0,10
2020-04-06,41745,33260,2370,25735,17440,1080
2020-04-07,850,0,1000,3300,0,130
2020-04-08,3130,0,2000,6640,0,0
2020-04-09,5850,0,60,10330,0,470
2020-04-10,3800,0,0,5430,0,0
2020-04-13,5840,0,0,6130,0,2110
2020-04-14,2041,0,0,2599,0,0
2020-04-15,46230,42900,50,2570,0,0
2020-04-16,3165,0,0,55,0,0
2020-04-17,2750,0,4530,350,0,0
2020-04-20,10280,0,200,1660,0,1000
2020-04-21,3642,0,0,2208,0,20
2020-04-22,3280,0,0,7420,4000,1680
2020-04-23,1835,0,0,2245,0,4290
2020-04-24,1590,0,0,1240,0,0
2020-04-27,1935,0,150,2965,0,7000
2020-04-28,0,0,0,0,0,0
2020-04-29,25,0,0,95,0,800
2020-05-04,3345,0,0,485,0,1500
2020-05-05,1280,0,0,6310,0,0
