Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,3,403210695749,-157010945995,-11862811319,-6429904835,-4742846260,134635225779,-222490725072,0,135308688047,-158288087,5405299,0,0,0,0,32006576,-120876212,0,0,78217126838,-202541643408,0,0,0,-124324516570,10863295265,19728590117,0,30591885382
2015,1,283408510675,-94887991941,-17180532388,-3840564940,-8142063878,82697227210,-177572809785,0,64481774953,-173210238,71497252,0,0,0,0,21440265,-80272721,0,0,45529538665,-107005820426,0,0,0,-61476281761,2925220471,7154773975,0,10079994446
2015,2,399471977316,-286627030437,-10900919715,-3258449742,-2439679706,156180022617,-282023151049,0,-29597230716,-90385446,443501496,0,0,0,0,135884991,489001041,0,0,228612290497,-203463366662,0,0,0,25148923835,-3959305840,10079994446,0,6120688606
2015,3,355800367845,-230344674529,-13491863343,-2827149532,-6833893816,178301431508,-235991432334,21885398440,44612785799,-127960132,-431881589,0,0,0,0,13956683,-545885038,0,0,160175959491,-195721144170,0,0,0,-35545184679,8521716082,6120688606,0,14642404688
2015,4,379226358072,-210185825983,-15514778815,-1767705507,-8475229978,166476202905,-290316750432,22487309071,19442270262,-49033091,0,0,0,0,0,14815119,-34217972,0,0,143619982853,-163246395215,0,0,0,-19626412362,-218360072,14642404688,0,14424044616
2016,1,386509573767,-148367886993,-21647069319,-2779716242,-7882826731,213774058490,-368980166354,22707544743,50625966618,-99106310,0,0,0,0,0,38034667,-61071643,0,0,92881318276,-144911981065,0,0,0,-52030662789,-1465767814,14424044616,0,12958276802
2016,2,0,0,0,0,0,0,0,0,80676551171,-10127423584,218181818,0,0,0,0,300185061,-9609056705,0,0,116338434654,-141289679885,0,-46916251007,0,-71867496238,-800001772,12958276802,0,12158275030
2016,3,0,0,0,0,0,0,0,0,-20689983161,9699239342,-218181818,0,0,0,0,24287140,9505344664,0,0,198835990304,-220335625174,0,46916251007,0,25416616137,14231977640,12158275030,0,26390252670
2016,4,379003068049,-211057162505,-17917425738,-598777987,-7745871268,238138875866,-417080424688,0,-37257718271,-388947826,0,0,0,0,0,16125267,-372822559,0,0,180194723167,-166299628760,0,0,0,13895094407,-23735446423,26390252670,0,2654806247
2017,1,345672066424,-181661289139,-22510253473,-756651276,-8276330271,225767298049,-363718513854,22779880936,-5483673540,-586744390,0,0,0,0,0,9033678,-577710712,0,0,151026150810,-133647314054,0,0,0,17378836756,11317452504,2654806247,0,13972258751
2017,2,0,0,0,0,0,0,0,22643389832,73338994820,-29598794825,66363636,0,0,0,0,192095419,-29340335770,0,0,207119847796,-205297777803,0,-50022165886,0,-48200095893,-4201436843,13972258751,0,9770821908
2017,3,0,0,0,0,0,0,0,24238454191,-45197998903,28713081109,-66363636,0,0,0,0,10590291,28657307764,0,0,199637365781,-230168976653,0,50022165886,0,19490555014,2949863875,9770821908,0,12720685783
2017,4,682516677827,-438111840416,-20323642061,-714247076,-6256342231,583746174018,-846359395570,26301571290,-45502615509,-821657184,0,0,0,0,0,1040046457,218389273,0,0,224015030786,-185372404634,0,0,0,38642626152,-6641600084,12720685783,0,6079085699
