Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,8801955787,3417062512,-172744292,-1689810,0,-112083334,406519075,0,12339019938,6638317182,3609539600,-8008875688,49837500,-406519075,-616701761,0,-86703000,13517914696,-12047476144,0,0,0,0,0,112083334,-11935392810,0,0,50861307110,-40384852500,0,0,0,10476454610,12058976496,25065604683,1689810,37126270989
2015,1,8582210220,3330034792,150000000,0,0,-162977388,370714934,0,12269982558,13078768002,772581659,4485826981,-149512500,-370714934,-728528578,0,-208348000,29150055188,-24530651852,2975000000,0,0,0,0,108625000,-21447026852,0,0,27111405197,-19603830611,0,0,0,7507574586,15210602922,37126270989,0,52336873911
2015,2,8687069004,3319501290,69389712,-1958906,0,-232916667,330140172,0,12171224605,-17085576324,-5623686570,6821322912,-3807734393,-330140172,-1330945530,0,-2006072540,-11191608012,-1224494141,0,-10000000000,0,0,0,232916667,-10991577474,0,0,53516311100,-31769073610,0,-15966273300,0,5780964190,-16402221296,52336873911,1958906,35936611521
2015,3,6524804317,3306623733,200000000,1958906,0,-288027778,579684507,0,10325043685,23588652457,-921605961,-14028157022,-22298256447,-579684507,-1366632541,-5377663080,4903252080,-5755051336,-34743495056,0,10000000000,0,0,0,288027778,-24455467278,0,0,56071584494,-24341149440,0,0,0,31730435054,1519916440,35936611521,-1958906,37454569055
2015,4,5542731040,3306623688,196165502,-11871152,0,-189100000,634654594,0,9479203672,-2883239069,1973781538,5863255587,400185861,-634654594,-1055833300,2472043540,-5634451080,9980292155,-24479052807,0,0,0,0,0,189100000,-24289952807,0,0,48519420266,-43554494065,0,-7981795850,0,-3016869649,-17326530301,37454569055,18872552,20146911306
2016,1,2530553252,3229325078,-180000000,0,0,0,584338311,0,6164216641,45785500676,-3540269773,4418064697,-317857227,-584338311,-877422065,0,-484355000,50563539638,-132590032153,0,0,0,0,0,0,-132590032153,0,0,95680886670,-19637714460,0,0,0,76043172210,-5983320305,20146911306,0,14163591001
2016,2,1246193576,3184938018,-465479637,12654936,0,-47935695,779064829,0,4709436027,7420856516,-3216143391,-51175215367,-5831839937,-6164243141,-518401559,0,-425450293,-55201001145,43351024770,0,0,0,0,0,47935695,43398960465,0,0,42762053197,-22757625625,0,-7987380050,0,12017047522,215006842,14163591001,-8604187,14369993656
2016,3,680486782,3162135042,-1248842482,-12654936,0,47935695,1043962548,0,3673022649,214378459,1157250038,-2787906000,474543396,-4295305524,-257638716,0,-879579600,-2701235298,-5556454674,0,0,0,0,0,-47935695,-5604390369,0,0,39618545572,-41639807949,0,0,0,-2021262377,-10326888044,14369993656,8604187,4051709799
2016,4,-2291266857,3118374678,10499986,-9260823,0,0,1562593982,0,2390940966,-3127093999,-241963493,3295480009,691679929,-5086505957,-3078295,0,-164590704,-2245131544,-7416888024,0,0,0,0,0,0,-7416888024,0,0,39486593207,-30031539010,0,0,0,9455054197,-206965371,4051709799,9260823,3854005251
2017,1,-7066118586,3092713242,0,0,0,-2556494,1166239800,0,-2809722038,5525464165,8824374448,-9262298524,246802442,-1166239800,0,0,-1847310000,-488929307,-5805130789,0,0,0,0,0,2556494,-5802574295,0,0,33760162258,-28477272283,0,0,0,5282889975,-1008613627,3854005251,0,2845391624
2017,2,-8269651673,3966776203,13864911,0,0,-1222529,2413826534,0,-1876406554,-5147260868,266239070,14234748807,602173269,-2413826534,-29634392,0,-7500000,5628532798,-11768058447,20000000000,0,0,0,0,1222529,8233164082,0,0,36569650728,-39717343976,0,0,0,-3147693248,10714003632,2845391624,0,13559395256
2017,3,-12266596426,5166464975,83737508,0,0,-697582226,4568649445,0,-3145326724,-887994330,416820989,1058777162,397650699,-4568649445,0,0,0,-6728721649,-2481779972,3728000000,0,0,0,0,5391939,1251611967,0,0,32843623120,-38612982948,0,0,0,-5769359828,-11246469510,13559395256,0,2312925746
2017,4,-11699327753,5375493597,-70207487,0,0,-438391088,4672304939,0,-2160127792,4914850434,7592853070,-7726263082,72439941,-4672304939,0,0,-13000000,-1991552368,-1474372727,2045000000,0,0,0,0,3178711,573805984,0,0,29484270460,-25318372142,0,0,0,4165898318,2748151934,2312925746,0,5061077680
2018,1,-9944547650,5393136239,46750900,0,0,-2405912,4648861636,0,141795213,9842893559,1512782383,-6558504048,288355632,-3418669440,0,0,-46200000,1762453299,-425792000,0,0,0,0,0,2405912,-423386088,0,0,18785681650,-24343012513,0,0,0,-5557330863,-4218263652,5061077680,0,842814028
2018,2,-10721220594,5346479150,107191352,0,0,-380547,4634523536,0,-633407103,4320329800,2714654616,-1873913834,584037465,-956072499,0,0,-16358500,4139269945,-200180000,0,0,0,0,0,380547,-199799453,0,0,12189591835,-16054430841,0,0,0,-3864839006,74631486,842814028,0,917445514
2018,3,-3834931962,0,-742845419,0,0,-737395,4806033,0,-4573708743,-12418267433,19729117208,9949389040,648870805,-4806033,0,0,-19400000,13311194844,-20966371569,22130824000,0,0,0,0,737395,1165189826,0,0,-100000,-14858830810,0,0,0,-14858930810,-382546140,917445514,0,534899374
2018,4,-2685119090,0,342536291,0,0,4890102826,-4901705784,0,-641632257,24656640784,499279368,-9348551810,-18115442537,-6937449,0,0,-24172000,-2980815901,21592343569,-8609824000,0,0,0,0,560180,12983079749,0,0,100000,-8563572675,0,0,0,-8563472675,1438791173,534899374,0,1973690547
2019,1,-2499356502,0,0,0,0,-515674460,0,0,-3015030962,116495763,0,-60919940,291429507,0,0,0,-102573200,-2770598832,0,2709090909,0,0,0,0,876186,2709967095,0,0,0,-230000000,0,0,0,-230000000,-290631737,1973690547,0,1683058810
