Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2017,1,4603400000,-8483375869,-446489197,-12554035,0,5466840000,-157850405,93458985,969970494,-50365718,0,0,0,0,0,33650,-50332068,0,0,0,-73230498,0,0,0,-73230498,846407928,702558234,0,1548966162
2017,2,47419701356,-66309606393,-384539010,-45917774,-1700000000,34509298670,-2478060067,23476050,11010876782,3021163,0,-10000000000,0,0,0,94578,-9996884259,0,0,0,-290923198,0,0,0,-290923198,723069325,1548966162,0,2272035487
2017,3,2224327339,-4884795747,-334258860,-184619528,-31248550,936937219,-286579394,108843228,-2560237521,-8428784,0,0,10000000000,-10129000000,0,16544111,-120884673,0,0,4830000000,-353012598,0,0,0,4476987402,1795865208,2272035487,0,4067900695
2018,1,12285133000,-20565693382,-818444261,-142467972,0,4862768500,-7496268500,108843228,-11874972615,-324791903,0,0,0,-14000000000,0,283563570,-14041228333,0,0,0,-353012598,0,0,0,-353012598,-26269213546,37690424127,0,11421210581
2018,2,33418456092,-31098356009,-198115894,-129745235,-1330000000,1377341363,-1931010201,108843228,108570116,-633291733,0,-3000000000,0,0,0,31597672,-3601694061,0,0,0,-353012598,0,0,0,-353012598,-3846136543,11421210581,0,7575074038
2018,3,15244621568,-17007258156,-377068131,-126570134,-1535223520,5737568255,-5627261719,137462016,-3691191837,0,0,0,0,0,0,18646,18646,0,0,540000000,-350095898,0,0,0,189904102,-3501269089,7575074038,0,4073804949
2018,4,58635382533,-12870002306,-237076857,-142565694,-321305880,27641712888,-2272020173,137462016,70434124511,-145992822,150000000,0,3000000000,-76000000000,0,175516287,-72820476535,0,0,0,-400929298,0,0,0,-400929298,-2787281322,4073804949,0,1286523627
2019,1,23758067187,-20844209000,-285442219,-117640351,0,211620000,-693868819,137462016,2028526798,-11590480,0,0,0,0,0,0,-11590480,0,0,0,-375512598,0,0,0,-375512598,1641423720,1286523627,0,2927947347
2019,2,5702320426,-3388217649,-199018059,-92349432,-705500000,1558356600,-4311664019,137462016,-1436072133,-845030663,0,0,0,0,0,27180,-845003483,0,0,0,-350095898,0,0,0,-350095898,-2631171514,2927947347,0,296775833
2019,3,8665378049,-6469359704,-215438291,-102061566,-662278640,48533838319,-1425716271,0,48324361896,802957571,0,-800000000,0,-45559000000,235000000,-27180,-45321069609,0,0,0,-441282403,0,0,0,-441282403,2562009884,296775833,0,2858785717
2019,4,3192652713,-2207489159,-317109737,-58187751,0,2823445088,-2573736474,0,859574680,0,0,0,803847100,-1563000000,0,0,-759152900,0,0,0,-240133400,0,0,0,-240133400,-139711620,2858785717,0,2719074097
2020,1,77814,-1526844388,-301512165,-61762811,0,1312105470,-314813904,0,-892749984,0,0,0,0,0,0,0,0,0,0,0,-841450018,0,-216000000,0,-1057450018,-1950200002,2716879009,0,766679007
2020,2,834928555,-157769210,-373027407,-29267475,-248809345,796280000,-961927973,0,-139592855,0,0,0,0,0,0,0,0,0,0,0,-142916700,0,0,0,-142916700,-282509555,766679007,0,484169452
