Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2014,4,231371606201,0,231371606201,-207492873826,23878732375,661076680,-3024869330,-2984270094,5927172,-8136617238,13384249659,584211155,-1273248449,-689037294,-1641602641,11053609724,-1924023818,-33584563,-1957608381,9096001343,1007804600,8088196743,0,0
2015,1,311765953348,0,311765953348,-297489703478,14276249870,305084549,-3517712359,-3185788988,0,-7071384063,3467237997,2716059213,-2524893651,191165562,0,3658403559,-982502088,-50265029,-1032767117,2625636442,336189453,2289446989,210,0
2015,2,267425124963,0,267425124963,-251315055391,16110069572,227809876,-5342299018,-4972670621,0,-8331907961,2138672469,4354565282,-3080348635,1274216647,0,3412889116,-1008335918,-4476923,-1012812841,2400076275,630362515,1769713760,163,0
2015,3,219523610431,0,219523610431,-207591084127,11932526304,423429032,-4709467952,-4616231744,0,-6524751680,596735704,5129057705,-3352801359,1776256346,0,2372992050,-958035309,-22787643,-980822952,1392169098,140285749,1251883349,115,0
2015,4,417326395501,-55955673,417270439828,-389889050103,27381389725,48514605262,-51011588749,-9011588749,0,-15334969114,11124437124,21150660365,-18356350065,2794310300,0,13918747424,-2250117605,-240391144,-2490508749,11428238675,1284394876,10143843799,931,0
2016,1,179338715450,0,179338715450,-164841150286,14497565164,269968570,-3800050511,3604788497,0,-6452747795,4514735428,11423561060,-12256380265,-832819205,0,3681916223,-656941342,-4202216,-661143558,3020772665,140176639,2880596026,265,0
2016,2,283895720049,0,283895720049,-259189837219,24705882830,1099977436,-7406587012,-14316073350,-27300000,-12166629117,6191811223,-4671499344,5352234014,680734670,0,6872545893,-765408258,-487060322,-1252468580,5620077313,2390770055,3229307258,258,0
2016,3,336611343675,0,336611343675,-314946732034,21664611641,391136184,-6082956497,-5811558712,0,-7209436337,8763354991,1769389383,-2950025570,-1180636187,0,7582718804,-1988123285,-2954546,-1991077831,5591640973,679544676,4912096297,451,0
2016,4,660199595458,-62277000,660137318458,-618366322906,41770995552,492548558,-8678055643,-8426232687,0,-24359994782,9236614033,7004380396,-7977313872,-972933476,0,8263680557,-1337401960,-1477273,-1338879233,6924801324,1607982338,5316818986,488,0
2017,1,406251611679,0,406251611679,-376156254696,30095356983,396491597,-9612036368,-9368259745,-218883210,-10829536446,9831392556,1948759821,-2067228144,-118468323,0,9712924233,-1900427804,0,-1900427804,7812496429,1801240973,6011255456,546,0
2017,2,501354758904,0,501354758904,-469932573841,31422185063,678843707,-11121214318,-10687459478,-465149226,-10814084604,9701187878,353683611,-1735718226,-1382034615,0,8319153263,-1760788640,45982615,-1714806025,6604347238,221618401,6382728837,584,0
2017,3,432605277214,0,432605277214,-404149628651,28455648563,301850899,-11199607700,-10817100142,-64046364,-11872609954,5621235444,791486359,-361024264,430462095,0,6051697539,-1221024793,0,-1221024793,4830672746,636660302,4194012444,254,0
2017,4,829879492712,0,829879492712,-775246638074,54632854638,2820912256,-12125602907,-11489736542,-2845291276,-23348050688,19145425717,3606515636,-7853759442,-4247243806,0,14898181911,-3716492075,101953071,-3614539004,11283642907,1479041463,9804601444,469,0
2018,1,593213842594,0,593213842594,-550149277556,43064565038,292085967,-11482351269,-11213344410,-24814024,-13664237849,18185247863,46281072314,-45268775541,1012296773,0,19197544636,-3950555057,0,-3950555057,15246989579,611852700,14635136879,700,0
2018,2,716815437526,0,716815437526,-658904461003,57910976523,492770108,-22015451236,-21669679985,-17164811,-19317300733,17061371343,-40892565583,41030427669,137862086,0,17199233429,-3851062802,0,-3851062802,13348170627,24011895,13324158732,637,0
2018,3,630031957193,0,630031957193,-579294532729,50737424464,1937864583,-17889708819,-16222023404,-688988289,-19611392831,14513772104,532989215,-403134011,129855204,0,14643627308,-3503426137,0,-3503426137,11140201171,190756242,10949444929,525,0
2018,4,1217941823152,0,1217941823152,-1135545051366,82396771786,8591791980,-30065331915,-24648017143,-239062699,-29476550715,31207618437,8589100491,-3920278769,4668821722,0,35876440159,-7253371024,0,-7253371024,28623069135,6334781244,22288287891,1050,0
2019,1,566448920970,0,566448920970,-523340442216,43108478754,6229905314,-18528918579,-18227399775,-141896669,-16738146443,13929422377,1232771999,-313396335,919375664,0,14848798041,-3334086669,0,-3334086669,11514711372,842360080,10672351292,456,0
2019,2,884741709345,0,884741709345,-812644940030,72096769315,3371825658,-24359059520,-23539364727,-349687937,-23467795993,27536313846,2867282461,-1017491788,1849790673,0,29386104519,-5773875439,0,-5773875439,23612229080,1693818925,21918410155,936,0
2019,3,737962808701,0,737962808701,-685396314072,52566494629,484077092,-13991166178,-12343771629,0,-18799037958,20284446632,7273032842,-5877206534,1395826308,0,21680272940,-4482902986,0,-4482902986,17197369954,526755723,16670614231,712,0
2019,4,1532091492590,0,1532091492590,-1380869399089,151222093501,5055857609,-5254680699,-3595584397,-81242387455,-43168350007,26344191579,6517847489,-4306537554,2211309935,0,28555501514,-4851257643,0,-4851257643,23704243871,9437860594,14266383277,554,0
2020,1,364944594379,-941341,364943653038,-340195601710,24748051328,129933123,-12120239018,-10846418968,0,-12739660961,18084472,3473499327,-2786743090,686756237,0,704840709,-175399911,0,-175399911,529440798,111033258,418407540,16,0
