Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,844125305,2590230217,1611430064,0,0,-43019184,8540990438,0,13543756840,-109902854427,7490179185,9002000516,-597434378,-8266241293,-2796730397,8423892302,-4418497661,-87521929313,-2927225252,414545427,0,0,-4750000000,662500000,0,-6600179825,0,0,605610613359,-513696139421,0,0,0,91914473938,-2207635200,11183208127,0,8975572927
2008,0,6673989210,3191382464,4968283903,0,0,-536955681,9810295989,0,24106995885,6900944601,65821898094,-8527322858,361170119,-9678678910,-2395670468,0,-1130188159,75459148304,-4472043349,0,0,0,-60000000,100000000,536955681,-3895087668,0,0,480351257937,-521876270661,0,-590887715,0,-42115900439,29448160197,8975572927,0,38423733124
2009,0,-31219707435,6882573545,24255401044,184782952,0,-227796099,13592981686,0,13468235693,85004567266,-43323457213,-4012546081,5375184051,-13309520975,-1115258085,0,-52650000,42034554656,-43230896077,245000000,0,0,-36420000,0,68502000,-42953814077,0,0,542927616410,-560321780623,0,-2964810514,0,-20358974727,-21278234148,38423733124,0,17145498976
2010,0,6029523858,8983872197,-1386448728,-133671836,0,-1194386843,11785564618,0,24084453266,-109040260892,37288455493,-248789901,295735069,-10839534514,0,0,-192,-58459941671,-17884510275,379818182,0,0,0,0,829977662,-16674714431,0,0,452152103568,-381991845526,0,0,0,70160258042,-4974398060,17145498976,0,12171100916
2011,0,26624575946,13351536351,-540074824,-51111116,0,-1145557395,19012672448,0,57252041410,-40227768846,-19710818974,12340538842,-118609469,-19171404085,-303980113,-3839116787,0,-13779118022,-1826603469,0,0,0,-30000000000,0,1145557395,-30681046074,0,0,832914149548,-792889459628,0,0,0,40024689920,-4435474176,12171100916,0,7735626740
2012,0,-23628632795,9053896956,16778831787,0,0,-765928438,24619242119,0,26057409629,3954593606,13715516291,-11606490740,108995784,-24411679034,-636484751,2392509592,559533867,10133904244,-405930537,0,0,0,0,0,765928438,359997901,0,0,590162815310,-600884598176,0,0,0,-10721782866,-227880721,7735626740,0,7507746019
2013,0,-2623707347,8018445180,18596310959,0,0,-84623250827,14755481438,0,-45876720597,95384242475,22352106476,53728747772,-1036826492,-9180580548,0,390169900,-270000000,115491138986,-489317582,112650415358,-14000000000,0,0,0,502366091,98663463867,0,0,186791871192,-355369304310,0,0,0,-168577433118,45577169735,7507746019,0,53084915754
2014,0,1405905888,1740441566,10084453432,887052061,0,-25171751503,786888806,0,-10267009750,26584696837,2979329958,-8510954015,1203288779,-77026091,-1706087016,0,0,10206238702,-4791548680,38405194734,-83999520548,14000000000,0,0,1792307153,-34593567341,0,0,7225601784,-34799526760,0,0,0,-27573924976,-51961253615,53084915754,-14100886,1109561253
2015,0,11689891580,592721768,13272822959,58053700,0,-12305963879,1582816965,0,14890343093,-27105127165,-2016102462,58714761050,24157816,-8011026987,-2119400055,0,0,34377605290,-4612432665,366363636,-310440500000,0,0,868129000,336651937,-313481788092,300000000000,0,7010447310,-28399354100,0,0,0,278611093210,-493089592,1109561253,19766937,636238598
2016,0,91949987232,501232560,-14795905464,-7015850,0,-80680354096,219448580,0,-2812607038,-831610233269,-20493682715,567909205720,-14416496891,-219448580,-6218552984,0,-20073594,-307881889351,0,100000000,0,300440500000,0,47085200000,259874702,347885574702,0,0,0,-3000000000,0,0,0,-3000000000,37003685351,636238598,7015850,37646939799
2017,0,31461184106,1039649846,13551312614,0,0,-41053175648,193404842,0,5192375760,-75563490391,-5708844966,-8092030134,111856927,-157468581,-8421856314,0,0,-92639457699,-8977181818,0,0,34432520518,0,0,24575521503,50030860203,0,0,6216000000,-388966670,0,-2592100,0,5824441230,-36784156266,37646939799,0,862783533
2018,0,1123092098,1488278231,4023626733,0,0,-34761239516,626863378,0,-27499379076,18772088197,0,6773302387,119447843,-592649117,-450000000,0,0,-2877189766,0,0,0,4761284278,0,0,40198870,4801483148,0,0,0,-1273200012,0,0,0,-1273200012,651093370,862783533,0,1513876903
2019,0,452026974,1458107853,2647955271,0,0,-9173905672,478188159,0,-4137627415,-22544901952,-2000000,27004232818,132247818,-456365098,-266582359,0,0,-270996188,0,0,0,938576950,0,0,0,938576950,0,0,0,-1308200012,0,0,0,-1308200012,-640619250,1513876903,0,873257653
