Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,223796774663,-81461190871,-6780741044,-146931128,-613439114,19835512129,-31295652946,0,123334331689,-180412827935,0,-30000000000,24000000000,0,0,108130186,-186304697749,0,0,70216805687,-8242714824,0,-9141226473,0,52832864390,-10137501670,18854796558,0,8717294888
2015,1,78706832700,-33771898765,-10413824328,-5785858974,-499811914,21466090529,-15437700189,23394938119,34263829059,-42478161050,0,-56000000000,32000000000,0,23482780000,671743378,-42323637672,0,0,38850836371,-29289791209,0,-950000,0,9560095162,1500286549,8717294888,0,10217581437
2015,2,81138730300,-13023450758,-11644993353,-6099980968,-657685656,527691507,-9597043750,0,40643267322,-19454313504,0,-42000000000,64000000000,0,0,344873317,2890559813,0,0,14122150392,-16676361382,0,-39225604940,0,-41779815930,1754011205,10217581437,0,11971592642
2015,3,86289916000,-14745874299,-6008012322,-6271826112,-704855464,-366595409,-14512636264,38275096339,43680116130,-23531406853,0,-47000000000,40000000000,23482780000,-23482780000,176933783,-30354473070,0,0,9281404826,-14631444805,0,-116801000,0,-5466840979,7858802081,11971592642,0,19830394723
2015,4,105735940000,-38959920830,-8731361948,-6371747407,-720146380,-1902846547,-20037169248,0,29012747640,-16108403698,0,-35000000000,24000000000,0,0,365238960,-26743164738,0,0,0,-13649579756,0,-113465000,0,-13763044756,-11493461854,19830394723,0,8336932869
2016,1,98978063000,-51647491623,-11373782924,-6504629984,-2745366421,27058470911,-27885693352,29307395556,25879569607,-38734061260,0,-10000000000,28000000000,0,0,214673600,-20519387660,0,0,27813225795,-22374000000,0,-50464000,0,5388761795,10748943742,8336932869,0,19085876611
2016,2,0,0,0,0,0,0,0,0,50105699549,-21420272786,0,-42000000000,6000000000,0,0,39773360,-57380499426,0,0,18612310970,-20293175997,0,-295019500,0,-1975884527,-9250684404,19085876611,0,9835192207
2016,3,92239434000,-36221319996,-11292724449,-7423708594,-874969875,-11871310545,3536196745,30831175271,28091597286,-34662399099,0,-31810959409,65704576076,0,0,1080688885,311906453,0,0,20772475291,-12424969993,0,-28892417380,0,-20544912082,7858591657,9835192207,0,17693783864
2016,4,109575683898,-105253474381,-9445408899,-7715241893,-814055584,14194280541,-23689115227,26673351473,-23147331545,-19586683211,0,-82355414,22188738747,0,10000000000,139048587,12658748709,0,0,15280248223,-12438030007,0,-816216020,0,2026002196,-8462580640,17693783864,0,9231203224
2017,1,90761683000,-94834467205,-12538845112,-16982266631,-2780195446,69777257308,-11649548353,0,21753617561,-69197672207,0,-50000000000,0,0,7930773120,7663806953,-103603092134,0,0,153387589585,-32291822223,0,-9462000,0,121086305362,39236830789,9231203224,0,48468034013
