Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,8807914677,3764519486,96444843,90344455,0,-121836170,709028173,0,13346415464,3383042195,-33931687,-243544330,2939986916,-749136366,-1220132384,0,-150147692,17272552116,0,0,0,0,0,0,115306168,115306168,419300000,0,0,-12419272973,0,-2565000,0,-12002537973,5385320311,15297659128,-90344455,20592634984
2015,1,7202450057,3305788683,0,-494489,0,-111863360,624185302,0,11020066193,1134425782,168784883,-3462267925,1748976438,-648264789,-1597222338,0,-186000000,8178498244,-1301677590,0,0,0,0,0,111863360,-1189814230,0,-1977800000,0,-4724320000,0,0,0,-6702120000,286564014,20592598122,494489,20879656625
2015,2,9693260577,3300543634,54715676,447749594,0,265795338,517369445,0,14279434264,-1887443776,-63822379,-5378742237,2731165920,-527079595,-1314263159,0,-2051855515,5787393523,-425239998,0,0,0,0,0,248760331,-176479667,0,-32400000,0,-4938978816,0,-5882755550,0,-10854134366,-5243220510,20879656625,1225064,15637661179
2015,3,9633639560,3303714777,0,176597816,0,-116423806,454150442,0,13451678789,-10945271834,47858542,2513024619,1520384438,-458468754,-2102759803,0,-578314001,3448131996,-1289215074,95454545,0,0,0,0,74773064,-1118987465,0,0,0,3170000000,-1953181888,0,0,1216818112,3545962643,15637661179,2515167,19186138989
2015,4,9583169648,3289266457,243578975,-27739791,-623852921,-81489086,2060715967,-1595705189,13019805865,9964151661,-23028660,2273725234,-24694758886,-497889272,-1892050263,250097700,-258732881,-1858679502,-1037112963,0,0,0,0,0,118997258,-918115705,0,0,0,0,0,-39124950,0,-39124950,-2815920157,19186138989,-3149689,16367069143
2016,1,7966467570,2946616943,0,564699,0,-16029376,426471262,0,11324091098,-2176186834,26188066,-2438597446,3028206982,-426511820,-2375039742,0,-186000000,6776150304,0,0,0,0,0,0,16029376,16029376,0,-2010200000,1100000000,-5929486317,0,0,0,-6839686317,-47506637,16367069143,-564699,16318997807
2016,2,14819246655,3027464231,845037515,-564699,0,-5748379614,375933561,0,13318737649,-14008822805,-186626514,4434998674,4306867704,-403579722,-1438261283,0,-180500000,5842813703,-6434082624,0,0,0,0,3148492706,1928604789,-1356985129,0,1856700000,1969000000,-3591176200,0,-5877268050,0,-5642744250,-1156915676,12139019371,564699,10982668394
2016,3,13065593864,2421456806,106124074,0,0,-183557006,318455474,0,15728073212,1042398382,290292586,-4954150634,2893369891,-290768755,-1999149436,0,57000000,12767065246,-5748924092,0,0,0,0,0,6797350914,1048426822,0,0,0,-5473736696,0,-4992450,0,-5478729146,8336762922,10982668394,0,19319431316
2016,4,15546925251,3130706037,-109995620,0,0,-9933279,172732901,0,18730435290,-729267162,-138773570,-10380106643,-3365772489,-172732901,-2674155857,0,-434500000,835126668,-2295793200,0,0,3148492706,0,-3148492706,-5835110032,-8130903232,0,0,3175089000,3426490037,0,0,0,6601579037,-694197527,17783839244,0,17089641717
2017,1,13617627717,3197160239,0,0,0,-287663475,183163596,0,16710288077,3410084939,6055814,-3551840364,-3266797217,-183163596,-4211276761,36000000000,-186000000,44727350892,-164817350,0,-58061000000,36000000000,0,0,287663475,-21938153875,0,0,2344643824,-1093779054,0,0,0,1250864770,24040061787,17089641717,0,41129703504
2017,2,21933127729,3179398813,534615350,3260509,0,-585252189,187681438,0,25252831650,-6503062069,-21829478,1605599773,9492583607,-171921764,-5766994739,-36000000000,-427800000,-12540593020,-1280714345,8000000000,58061000000,-36000000000,0,0,585252189,29365537844,0,0,0,-2681309946,0,0,0,-2681309946,14143634878,41129703504,1228487,55274566869
