Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,13419796679,-26094621778,-883334595,-1312748904,-2725511070,129088070489,-77619349559,0,33872301262,0,0,0,0,0,0,13348583,13348583,0,0,5161750800,-23692282950,0,0,0,-18530532150,15355117695,3690510005,0,19045627700
2015,1,30988656205,-14628775419,-609131516,-1146293311,-1059080379,14336052311,-26374266406,0,1507161485,0,0,0,0,0,0,8839303,8839303,0,0,4365000000,-21165713244,0,0,0,-16800713244,-15284712456,19045627700,0,3760915244
2015,2,41914686095,-15604606900,-798147657,-984724838,-317340788,2100969665,-14572263690,0,11738571887,0,0,0,0,0,0,6449759,6449759,0,0,3500000000,-13135517000,0,0,0,-9635517000,2109504646,3760915244,0,5870419890
2015,3,50471022475,-14052348118,-1746339837,-879568403,-1554653055,2791703770,-20457167024,330489000,14572649808,-2700000,0,0,0,0,0,18289171,15589171,0,0,6200000000,-14462684508,0,-31433500,0,-8294118008,6294120971,5870419890,0,12164540861
2015,4,73274347118,-18010070886,-2601391850,-546921147,-1573034704,4259590206,-28765414970,354543000,26037103767,0,0,0,0,0,0,10954108,10954108,0,0,3720000000,-23149693256,0,0,0,-19429693256,6618364619,12164540861,0,18782905480
2016,1,34225275900,-13156384086,-1320064832,-405305790,-2127293776,2177147377,-27696834933,300070000,-8303460140,0,0,0,0,0,0,13216246,13216246,0,0,4130000000,-8151863880,0,0,0,-4021863880,-12312107774,18782905480,0,6470797706
2016,2,0,0,0,0,0,0,0,0,-3975081962,-164636365,0,0,0,0,0,4137937,-160498428,0,0,16025274970,-9017494700,0,0,0,7007780270,2872199880,6470797706,0,9342997586
2016,3,0,0,0,0,0,0,0,0,26561592905,164636365,0,0,0,0,0,6478616,171114981,0,0,-13812274970,-13723200970,0,0,0,-27535475940,-802768054,9342997586,0,8540229532
2016,4,34172637890,-15001381402,-1391212984,-558659371,-3046408037,2863264693,-15319624239,0,1718616550,0,0,0,0,0,0,2011623,2011623,0,0,2500000000,-10191143000,0,0,0,-7691143000,-5970514827,8540229532,0,2569714705
2017,1,42252648650,-13600353955,-1781713773,-689170380,-4639668612,4126207478,-21800596753,251487000,3867352655,0,0,0,0,0,0,3162386,3162386,0,0,2000000000,-3968170000,0,0,0,-1968170000,1902345041,2569714705,0,4472059746
2017,2,0,0,0,0,0,0,0,1096306000,8651899735,-59506000,0,0,0,0,0,2915345,-56590655,0,0,9127963535,-14757594000,0,0,0,-5629630465,2965678615,4472059746,0,7437738361
2017,3,0,0,0,0,0,0,0,665387000,16665133722,59506000,0,0,0,0,0,2315820,61821820,0,0,-6747963535,-14047425600,0,0,0,-20795389135,-4068433593,7437738361,0,3369304768
2017,4,47943497582,-16390878160,-2713410010,-193971965,-5385007620,7492504715,-15970904683,796972000,14781829859,-6154546,0,0,0,0,0,2305372,-3849174,0,0,1200000000,-7338912935,0,0,0,-6138912935,8639067750,3369304768,0,12008372518
