Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,29157821960,60377108609,-436453108,0,0,423875000,51953224808,0,141475577269,-295142484237,236853071579,12474974938,-3889907889,-51953224808,-1460834642,0,-4127859077,34229313133,-243833900,0,0,0,0,0,0,-243833900,0,0,3831563062812,-3892311624334,0,-7300000000,0,-68048561522,-34063082289,38170253348,0,4107171059
2008,0,482337555108,48580661098,918959766,19816040907,0,-59523829,92676189360,0,644269882410,48909732854,-51832563225,-113095809141,5913976974,-92676189360,-48651974425,7867675000,-1996975967,398707755120,-21405086247,85714286,-300000000,0,0,0,0,-21619371961,74338309839,0,2627806476353,-2622434672563,0,-442188309839,0,-362478196210,14610186949,4107171059,0,18717358008
2009,0,781632796279,163365050834,-1220888669,100289385337,0,601076314,151229578673,0,1195896998768,-444247081806,-1741518071267,194027629254,-13341537991,-151229578673,0,0,-3066309494,-963477951209,-980974370216,938571429,0,300000000,-833125000,0,0,-980568923787,320000000000,0,8545019993159,-6230082803812,0,-152101364065,0,2482835825282,538788950286,18717358008,0,557506308294
2010,0,684566779570,223564078256,-45400000000,85042473267,0,-9634306209,209536572527,0,1147675597411,-909223789190,-422304360027,369018749677,-12253010115,-209536572527,-67076311374,0,-3431958947,-107131655092,-283004444738,244588745,0,0,-10375000000,12000000000,0,-281134855993,45000000000,-16992572000,7800042204474,-7114320558580,0,-81500473000,0,632228600894,243962089809,557506308294,1131543,801469529646
2011,0,429383394602,226784632267,0,14122082313,0,262998104,272825089467,0,943378196753,106071985345,-61670831826,237469123933,-6533524090,-329388543257,-35118109666,0,-5137632704,849070664488,-1480257182221,254545455,0,0,-44795000000,0,0,-1524797636766,0,-14354995000,17686994212240,-17197057397751,0,-369453472700,0,106128346789,-569598625489,801469529646,0,231870904157
2012,0,14803169466,271342722750,4442222638,-8907562826,0,22512760369,273382213989,0,577575526386,-424520126983,309451690437,-805171472847,-39214762645,-267478246483,-22300552773,218371262,-6016129989,-677455703635,-353481570970,0,0,0,0,0,3577448472,-349904122498,0,0,8332210089253,-7148552915120,0,-283690021000,0,899967153133,-127392673000,231870904157,-53331941,104424899216
2013,0,-219530875492,320035834913,-3770590159,9822978381,0,40876951859,235708530592,0,383142830094,843984057214,173159405666,-126541591426,14137137744,-237376117160,-7260240104,646067290,-1564846603,1042326702715,-66687768210,770887587,0,0,0,0,4305749291,-61611131332,0,0,7279035314855,-8209094354737,0,-1452378125,0,-931511418007,49204153376,104424899216,-486160089,153142892503
2014,0,-25865028105,322625839871,2780436689,22212649599,0,-30626931453,274466539735,0,565593506336,-643822553423,-1598513305648,95098753730,58586784442,-275239437924,0,0,-1367345600,-1799663598087,-64654344859,0,0,0,-2000000000,30000000000,626931453,-36027413406,0,0,11708035595283,-9918441116167,0,-26838125,0,1789567640991,-46123370502,153142892503,12787763,107032309764
2015,0,28995941376,323041991259,-3452069168,5655513188,0,-663207289,261441020951,0,615019190317,352680648981,1470935864308,-300342882433,40802384201,-263804511434,0,0,-792836693,1914497857247,-23556189507,145454546,0,0,0,0,1385171297,-22025563664,0,0,11237828808084,-13216154509747,0,0,0,-1978325701663,-85853408080,107032309764,598042808,21776944492
2016,0,310000976519,262956171148,0,362007179,0,-422866866,204732923867,0,777629211847,-520437132669,540669442750,95546821818,17369290589,-204592655260,-118522395,0,-1711174500,704355282180,-8181413982,0,0,0,0,0,422866866,-7758547116,0,0,8538583521448,-9016776567488,0,0,0,-478193046040,218403689024,21776944492,-496467705,239684165811
2017,0,749637919711,240966710581,43855977550,359475226,0,4351710281,189126622194,0,1228298415543,-489267066341,-314547292435,-3290045110,-13451893193,-186636345109,-36948031376,0,0,184157741979,-163608339720,0,0,0,0,0,422308914,-163186030806,0,0,11597764509050,-11700293931862,0,0,0,-102529422812,-81557711639,239684165811,37847902,158164302074
2018,0,454983339921,214576441822,1705221902,-1073936980,0,-15996969786,214152220670,0,868346317549,-722239382593,-787976820752,616426188976,980471183,-205471388182,-41288679673,0,0,-271223293492,-2087082688885,32238056739,0,0,0,0,903719198,-2053940912948,0,0,16550189045172,-14239245844798,0,0,0,2310943200374,-14221006066,158164302074,-645742459,143297553549
2019,0,-303416425398,218653945907,390839661,-638178725,0,-2862521944,356188241568,0,268315901069,301825304230,-249059703421,-148438238168,-10455891924,-353865739163,-2596872419,0,-842307650,-195117547446,-973794543221,18181818,0,0,0,0,2844340126,-970932021277,0,0,15487826507750,-14350633205979,0,0,0,1137193301771,-28856266952,143297553549,642593158,115083879755
