disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2011-07-15,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2011-07-28,,,Giá tham chiếu 25.000đ/cp,,,,
2011-08-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-08-18,2011-09-06,2011-09-06,Cổ tức đợt 1.2011  (600 đ/cp),600,6,1,2011
2012-01-31,investorRight,POLL,Lấy ý kiến cổ đông,2012-02-08,2012-02-14,2012-02-14,v/v thông qua cổ tức năm 2011 bằng tiền mặt (2.000 đ/cp),,,,
2012-02-28,investorRight,MEETING,Họp cổ đông,2012-03-08,2012-04-27,2012-04-27,ĐHCĐ thường niên 2012,,,,
2012-02-28,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-03-08,2012-04-06,2012-04-06,Cổ tức đợt 2.2011 (1.400 đ/cp),1400,14,2,2011
2012-11-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-11-19,2012-12-05,2012-12-05,Cổ tức đợt 1.2012 (300 đ/cp),300,3,1,2012
2013-03-05,investorRight,MEETING,Họp cổ đông,2013-03-14,,,Đại hội đồng cổ đông thường niên năm 2013,,,,
2013-04-12,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-04-23,2013-05-10,2013-05-10,Trả cổ tức đợt 2.2012 (1.200 đ/cp),1200,12,2,2012
2013-10-31,investorRight,KINDDIV,Cổ phiếu thưởng,2013-11-08,2013-11-12,,Tỷ lệ 100:25,,25,,
2013-10-31,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-11-08,2013-11-27,2013-11-27,Tạm ứng cổ tức đợt 1.2013(300đ/cp),300,3,1,2013
2013-12-18,investorRight,POLL,Lấy ý kiến cổ đông,2013-12-26,,,Vv đồng ý cho phép niêm yết/giao dịch bổ sung 2.000.000 cổ phiếu trên Sở giao dịch Chứng khoán TP.Hồ Chí Minh,,,,
2014-02-24,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2014-02-27,,,"Số lượng 2,000,000 cp",,,,
