Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,2,19183920788,-21100303123,-2605345856,-226598000,0,4906598,-1017102487,0,-5760522080,-1711590380,0,-5000000000,5000000000,0,0,54906216,-1656684164,6340000000,0,5430649779,-4153866916,0,0,0,7616782863,199576619,1625841031,0,1825417650
2011,1,16592242848,-11449791789,-2960845188,-323136491,-2500400,1748417000,-3973286500,0,-368900520,0,0,0,0,0,0,0,0,0,0,1623881000,-6034237485,0,0,0,-4410356485,-4779257005,6260665859,0,1481408854
2011,2,21625772421,-24498519466,-2605375489,-473428496,0,282786760,-304148963,0,-5972913233,-28499999,0,0,0,0,0,0,-28499999,0,0,10053323561,-3518457640,0,0,0,6534865921,533452689,1481408854,0,2014861543
2011,4,36231750825,-19904493946,-4851946394,-862314469,2500400000,2113624100,-848853122,0,14378166994,-2444138783,0,-1130000000,731000000,250000000,0,37600320,-2555538463,0,0,15401800350,-17475414320,0,-716584400,0,-2790198370,9032430161,-1689615075,0,7342815086
2012,1,16150832886,-6546384459,-2971108814,-853897851,0,36743084560,-50325172761,0,-7802646439,0,0,0,0,0,0,31313160,31313160,0,0,16045973992,-15440175039,0,0,0,605798953,-7165534326,7342815086,0,177280760
2012,2,22235384576,-28745724262,-2497452628,-920947013,0,-30530231001,43234581114,0,2775610786,-40213108,0,0,0,0,0,-31313160,-71526268,0,0,12517460523,-14012672832,0,-282754500,0,-1777966809,926117709,177280760,0,1103398469
2012,3,21943128691,-14759152574,-2961461374,-728611473,0,6627009482,-8048427512,0,2072485240,-86408159,0,0,0,0,0,1568288,-84839871,0,0,14652051731,-16522776969,0,0,0,-1870725238,116920131,1103398469,0,1220318600
2012,4,39440405140,-23474069395,-3049750800,-560008706,-290990766,4421664365,-9992535637,0,6494714201,-16978091,0,0,0,0,0,2741388,-14236703,0,0,18407569981,-19814608990,0,0,0,-1407039009,5073438489,1220318600,0,6293757089
2013,1,23788556428,-23926019185,-3768004652,-459376293,-9721860,2033471397,-7088983925,0,-9430078090,-200854549,0,-160000000,0,0,0,3149835,-357704714,0,0,17116808598,-13683758607,0,0,0,3433049991,-6354732813,6813757089,0,459024276
2013,2,21442533460,-16159867766,-2684570379,-625083856,-24864657,1836058766,-4164030362,0,-379824794,-466915451,0,160000000,0,0,0,-3149835,-310065286,0,0,11408261223,-8390873907,0,-186000000,0,2831387316,2141497236,459024276,0,2600521512
2013,3,25288023177,-16542845414,-3227884745,-561655230,-414937428,2206654197,-4884649953,0,1862704604,-2162450981,0,0,0,0,0,4250488,-2158200493,0,0,13695609402,-13085040035,0,-280321598,0,330247769,34751880,2600521512,0,2635273392
2013,4,53351957813,-21136139641,-3677149090,-530387394,-177577974,6189037375,-7640051561,0,26379689528,-594466364,0,0,0,-3149700000,0,34326707,-3709839657,0,0,17174306237,-21734505483,0,-593412233,0,-5153611479,17516238392,2635273392,0,20151511784
2014,1,18125591399,-22356303637,-4906716698,-427045461,0,2823660604,-11503690845,0,-18244504638,0,0,0,0,0,0,9861292,9861292,0,0,14662236586,-13195950511,0,0,0,1466286075,-16768357271,20151491784,0,3383134513
2014,2,23261647190,-17205786129,-3525650943,-526402978,-240000000,44584480,-584196855,0,1224194765,-3204465983,30000000,-4000000000,0,0,0,-9861292,-7184327275,0,0,17340657001,-11394018806,0,0,0,5946638195,-13494315,3383134513,0,3369640198
2014,3,37075636005,-30170645812,-4508096560,-674915355,-1200000000,67529825690,-9924638211,0,58127165757,-1082856439,0,0,0,-56000000000,0,0,-57082856439,0,0,21911196491,-22459546357,0,0,0,-548349866,495959452,3369640198,0,3865599650
2014,4,55657009518,-22807800553,-4159161069,-486377182,-638064131,9114228208,-19938571328,0,16741263463,-638578840,0,0,0,0,0,0,-638578840,0,0,23806574773,-27816012546,0,0,0,-4009437773,12093246850,3865599650,0,15958846500
2015,1,26212566073,-25674345376,-5236045989,-365453566,-49168615,3949517156,-9152491126,0,-10315421443,-1248810833,0,0,0,0,0,0,-1248810833,0,0,21323193904,-17988265228,0,-2757140550,0,577788126,-10986444150,15959177486,0,4972733336
2015,2,34493188402,-21555393374,-4649378339,-514188324,-439552898,-2077812488,-9909286488,0,-4652423509,-8299081127,0,-8465092094,0,0,0,0,-16764173221,29300000000,0,14008753406,-14439588206,0,-17575000,0,28851590200,7434993470,4972733336,0,12407726806
2015,3,43579358234,-31443068701,-4188943345,-534657027,-1535242609,713398304,-4652142286,0,1938702570,-3009759098,0,0,0,0,0,0,-3009759098,0,0,18969988443,-15163677579,0,-2907857078,0,898453786,-172602742,12407726806,0,12235124064
2015,4,65412436616,-31138319685,-5118067458,-493488918,-153216657,11424979013,-3251209642,0,36683113269,-1273928398,0,0,0,-1732645986,0,0,-3006574384,0,0,20773323265,-20018318760,0,-64244652,0,690759853,34367298738,12235124064,0,46602422802
2016,1,31227593105,-34288811516,-6665617119,-389829171,-1000000000,1200430199,-9954257000,0,-19870491502,-8273692386,0,-1636705896,0,0,0,0,-9910398282,0,0,21702798475,-24048781572,0,0,0,-2345983097,-32126872881,46602422801,0,14475549920
2016,2,0,0,0,0,0,0,0,0,9708779467,-22716593952,6725114300,-693918000,690128000,0,27000000000,31613653,11036344001,0,0,14965163284,-9002908145,-165600000,-9779385389,0,-3982730250,16762393218,14475549920,0,31237943138
