Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,1,27816003084,-1437946356,-3007854814,-11935890605,-722964127,133036745,-1935974400,0,8908409527,0,0,0,0,-3000000000,3000000000,19663820,19663820,0,0,3185889814,-12398618639,0,0,0,-9212728825,-284655478,1658793536,0,1374138058
2015,1,58299702587,-3259033394,-3771017679,-10930892772,-2625933757,298043328,-10462824213,0,27548044100,-220000000,0,-21200000000,21200000000,0,0,15177865,-204822135,0,0,3105515912,-31587063446,0,0,0,-28481547534,-1138325569,6100416075,0,4962090506
2015,2,48198928533,-3533657866,-4248823136,-8381203302,-486154320,530413892,-12313304190,0,19766199611,-40909091,0,-10650000000,10650000000,0,0,6944163,-33964928,0,0,10577272681,-23511028419,0,0,0,-12933755738,6798478945,4962090506,0,11760569451
2015,3,67995248647,-3994178661,-4618620771,-10000887134,-1319974212,204791673,-35379910414,0,12886469128,-1040047273,0,-10650000000,10650000000,0,0,115762058,-924285215,0,0,8797919238,-25624273288,0,0,0,-16826354050,-4864170137,11760569451,0,6896399314
2015,4,51983041259,-2206255308,-4795271748,-8178719448,0,406584132,-11121244923,0,26088133964,0,0,-6000000000,6000000000,0,0,53406182,53406182,0,0,9806355755,-26076450352,0,0,0,-16270094597,9871445549,6896399314,0,16767844863
2016,1,23279229436,-1834197409,-3120337500,-7849919677,-850000000,71485337,-4910220744,0,4786039443,0,0,-18800000000,18800000000,0,0,119581921,119581921,0,0,6405058789,-25836978275,0,0,0,-19431919486,-14526298122,16767844863,0,2241546741
2016,2,0,0,0,0,0,0,0,0,7788726818,-41090908,0,18800000000,-18800000000,0,0,20245851,-20845057,0,0,8775597787,-17270665323,0,0,0,-8495067536,-727185775,2241546741,0,1514360966
2016,3,53472197607,-2144588718,-3626922681,-8700465875,0,120774968,-12792118158,11403494395,26328877143,0,0,0,0,0,0,18857621,18857621,0,0,21434741794,-34325379373,0,0,0,-12890637579,13457097185,1514360966,0,14971458151
2016,4,70649892077,-4952784594,-4936996689,-7382125335,-722000000,236594932,-12940577190,11492374344,39952003201,0,0,-21000000000,21000000000,0,0,65431968,65431968,0,0,16339440492,-36790560259,0,-31611161400,0,-52062281167,-12044845998,14971458151,0,2926612153
2017,1,34891072875,-5643540202,-4341214730,-7950497326,-770121363,120506324,-7897627079,0,8408578499,0,0,-3000000000,3000000000,0,0,13278979,13278979,0,0,27886951620,-33378253325,0,0,0,-5491301705,2930555773,2926612153,0,5857167926
2017,2,0,0,0,0,0,0,0,0,14686388392,-1564606313,0,3000000000,-3000000000,0,0,78505616,-1486100697,0,0,13273918520,-28312952651,0,0,0,-15039034131,-1838746436,5857167926,0,4018421490
2017,3,131335410923,-6988465241,-4472297865,-7346155597,-4085000000,241992961,-42309257677,0,66376227504,0,0,-1500000000,1500000000,0,0,42276190,42276190,0,0,35624246092,-53102671253,0,-16475996302,0,-33954421463,32464082231,4018421490,0,36482503721
2017,4,87644589252,-11833782247,-2672494276,-8934514390,-5200000000,463662481,-28951340007,0,30516120813,0,0,-14000000000,14000000000,0,0,29924222,29924222,0,0,23281916254,-46738950951,0,-11160331825,0,-34617366522,-4071321487,36482503721,0,32411182234
2018,1,27340012560,-10390884730,-5221697722,-5795010548,-4712960539,231162456,-14507059842,0,-13056438365,0,0,-11500000000,11500000000,0,0,85453059,85453059,0,0,13552455181,-28081506592,0,0,0,-14529051411,-27500036717,32411182234,0,4911145517
2018,3,93467754886,-1356251611,-5585391658,-6883481115,-4800000000,64942774,-27393010802,0,47514562474,0,0,-32200000000,32200000000,0,0,101273301,101273301,0,0,11670439685,-29542590917,0,-40680572250,0,-58552723482,-10936887707,17579167161,0,6642279454
2018,4,93674413984,-6247594604,-5263444075,-5947166700,-5600000000,203602287,-37557440921,0,33262369971,-684334000,0,-31000000000,31000000000,0,0,69126298,-615207702,0,0,17159019923,-35449855311,0,-19214762275,0,-37505597663,-4858435394,6642279454,0,1783844060
