Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2007,0,54272827960,0,0,0,0,0,0,0,0,6841739955,0,5400000000,6130192800,0,0,13035373608,0,0,22865521597,-84371797,54188456163,-16553014884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37635441279,0,0,0,0,0,0,0,0,0,0,0,0,0,-12308120722,25327320557,841620,-61168671,-60327051,0,25266993506,0,0,0,-7255469835,0,18011523671,18011523671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,99445258000,0,0,0,0,0,0,0,0,11569174000,0,0,21005074000,0,161400000,13062483000,0,0,53647127000,0,99445258000,-65957332000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33487926000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12298464000,21189462000,555813000,-1046715000,-490902000,0,20698560000,0,0,0,-7825592000,3688199000,16561167000,16561167000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0
2009,0,123410194000,0,0,0,0,0,0,0,0,18757647000,0,0,929462000,0,53600000,84029484000,0,0,19640001000,-636000,123409558000,-32622496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90787062000,0,0,0,0,0,0,0,0,0,0,0,0,0,-11821430000,78965632000,113156000,-820374000,-707218000,0,78258414000,0,0,0,-12561043000,-3286184000,62411187000,62411187000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0
2010,0,133257862000,0,0,0,0,0,0,0,0,20441375000,240000000,0,9084322000,0,18545000,33128259000,0,0,70345361000,-199298000,133058564000,-110427051000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22631513000,0,0,0,0,0,0,0,0,0,0,0,0,0,-18009447000,4622066000,8717000,-61000,8656000,0,4630722000,0,0,0,0,20120000,4650842000,4650842000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0
2011,0,344907906000,0,0,0,0,0,0,0,0,4350648000,0,0,45636707000,0,11273000,193470240000,0,0,101439038000,0,344907906000,-256071799000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88836107000,0,0,0,0,0,0,0,0,0,0,0,0,0,-17782744000,71053363000,32800000,-16164273000,-16131473000,0,54921890000,0,0,0,-14605061000,-8038000,40308791000,40308791000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0
2012,0,166409243000,0,0,0,0,0,0,0,0,101002600000,0,0,580000000,0,8545000,36238769000,0,0,28579329000,0,166409243000,-106065283000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60343960000,0,0,0,0,0,0,0,0,0,0,0,0,0,-14669586000,45674374000,552762000,0,552762000,0,46227136000,0,0,0,-9887087000,6523383000,42863432000,42863432000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0
2013,0,160062706000,0,0,0,0,0,0,0,0,5858695000,0,0,30971813000,0,148489000,103088769000,0,0,19994940000,0,160062706000,-54813730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105248976000,0,0,0,0,0,0,0,0,0,0,0,0,0,-12848504000,92400472000,35788000,0,35788000,0,92436260000,0,0,0,-17912077000,-2649167000,71875016000,71875016000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,0
2014,0,175606845000,0,0,0,0,0,0,0,0,13496236000,0,0,9418800000,0,274124000,122578943000,0,0,29838742000,0,175606845000,-60853109000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114753736000,0,0,0,0,0,0,0,0,0,0,0,0,0,-15819199000,98934537000,28000,-849000,-821000,0,98933716000,0,0,0,-18519747000,-1408229000,79005740000,79005740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041,0
2015,0,206901265000,0,0,0,0,0,0,0,0,49993577000,0,0,69681222000,0,361341000,55044146000,0,0,31820979000,0,206901265000,-79224277000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127676988000,0,0,0,0,0,0,0,0,0,0,0,0,0,-18438403000,109238585000,4274731000,-497336000,3777395000,0,113015980000,0,0,0,-23812876000,0,89203104000,89202594000,0,-510000,0,0,0,0,0,0,0,0,0,0,0,0,2058,0
2016,0,167509781614,87679242682,58390933998,15964267784,13324040900,32025084243,8054264182,0,0,14446802168,0,0,3840000000,0,393995539,0,0,18607675000,2462717800,0,167509781614,-60262553051,-26506854658,-5660127379,-20626508968,-220218311,0,0,0,-5401346841,0,-2884163056,-10193085085,0,-348993000,0,-398960288,-8683213761,-5845936362,0,107247228563,3839554967,6965335,3832589632,0,0,-18788565864,-100824820,-18687741044,0,0,0,0,0,-21620389493,70677828173,11194667021,-134991753,11059675268,0,81737503441,81737503441,0,-14842338341,-14580512495,-261825846,66895165100,66833489961,0,61675139,0,0,0,0,0,0,0,0,0,0,0,0,1388,0
