Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2007,0,497376303346,496566134009,303377013193,303377013193,0,0,174333644000,176127644000,0,0,0,-1794000000,18854496816,0,0,0,0,0,0,33813889,0,0,700000000,0,0,7487425683,0,0,10633257244,0,0,0,980000,980000,0,810169337,0,0,87311437,0,0,0,0,722857900,0,6789080980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3593480438,1893560023,2422304747,-528744724,0,0,0,0,0,1693920415,1965967150,-272046735,0,6000000,0,0,0,0,0,0,0,3195600542,0,1913541312,0,0,0,1282059230,0,0,504165384326,56265663650,56265663650,0,0,0,0,0,0,0,43234736625,0,2056896521,182000000,7052871562,164087420,0,160000000,0,0,0,0,34554967,3380516555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447899720676,447861523671,430000000000,430000000000,430000000000,0,0,0,0,0,0,0,0,0,0,0,17861523671,17861523671,0,17861523671,0,0,38197005,38197005,0,0,0,504165384326,0,0
2008,0,949864398000,948015244000,105779469000,45550000,0,105733919000,820859248000,821521092000,0,0,0,-661844000,21376527000,0,0,0,0,0,0,30000000,0,0,6566566000,0,0,2827258000,0,0,12322198000,0,-369495000,0,0,0,0,1849154000,0,0,829172000,0,3976000,0,0,1016006000,0,229945881000,210636134000,0,0,0,0,0,0,0,0,210636134000,0,0,239069167000,0,0,-28433033000,11957757000,4521773000,6702689000,-2180916000,0,0,0,0,0,1344542000,2346064000,-1001522000,0,6091442000,0,0,0,0,0,0,0,7351990000,0,1480174000,3688199000,0,0,2183617000,0,0,1179810279000,743530562000,743530562000,700000000000,700000000000,0,0,0,0,0,24352382000,0,546067000,0,13732730000,2565377000,0,1843750000,0,0,0,0,0,0,490256000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436279717000,436047197000,403890348000,430000000000,430000000000,0,0,0,0,-26109652000,0,0,0,0,1728634000,1728634000,28699581000,28699581000,0,28699581000,0,0,232520000,232520000,0,0,0,1179810279000,0,0
2009,0,273400211000,272911995000,114675391000,561890000,0,114113501000,97691356000,100867636000,0,0,0,-3176280000,60545248000,0,0,0,0,0,0,2980558000,0,0,13542422000,0,0,36628150000,0,0,7911411000,0,-517293000,0,0,0,0,488216000,0,0,220966000,0,24448000,0,0,242802000,0,306492372000,289929375000,0,0,0,0,0,0,0,0,289929375000,0,0,291617855000,0,0,-1688480000,12035299000,10094885000,14959130000,-4864245000,0,0,0,0,0,583293000,2357165000,-1773872000,0,1357121000,0,0,0,0,0,0,0,4527698000,0,1893067000,402015000,0,0,2232616000,0,0,579892583000,129211579000,129138771000,0,0,0,0,0,0,0,106830427000,0,1946701000,0,14632898000,2979780000,0,249963000,0,0,0,0,646000,0,2498356000,0,0,0,0,72808000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72808000,0,0,0,0,450681004000,450458384000,403890348000,430000000000,430000000000,0,0,0,0,-26109652000,0,0,0,0,4849194000,4849194000,36869648000,36869648000,0,36869648000,0,0,222620000,222620000,0,0,0,579892583000,0,0
2010,0,942517732000,939214482000,93310651000,764881000,0,92545770000,173747153000,190128825000,0,0,0,-16381672000,672156678000,0,0,0,0,0,0,10520864000,0,0,176724000,0,0,107907000,0,0,661868476000,0,-517293000,0,0,0,0,3303250000,0,0,2398231000,0,0,0,0,905019000,0,333603490000,300949984000,0,0,0,0,0,0,0,0,300949984000,0,0,302638464000,0,0,-1688480000,27779999000,7583259000,16066982000,-8483723000,0,0,0,0,0,20116196000,26768221000,-6652025000,0,80544000,0,0,0,0,0,0,0,4873507000,0,2148756000,442134000,0,0,2282617000,0,0,1276121222000,821011996000,820588306000,715000000000,715000000000,0,0,0,0,0,49267139000,0,3484118000,1733114000,1093805000,4900158000,0,0,0,0,0,0,14381000,0,44872971000,0,222620000,0,0,423690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423690000,0,0,0,0,455109226000,455109226000,403890348000,430000000000,430000000000,0,0,0,0,-26109652000,0,0,0,0,5081736000,5081736000,41055406000,41055406000,0,41055406000,0,0,0,0,0,0,0,1276121222000,0,0
2011,0,342679145000,339803974000,182185843000,668767000,0,181517076000,130878574000,172367700000,0,0,0,-41489126000,26739557000,0,0,0,0,0,0,2768883000,0,0,483760000,0,0,17968000,0,0,51971867000,0,-28502921000,0,0,0,0,2875171000,0,0,2271204000,0,126847000,0,0,477120000,0,206138892000,193759286000,0,0,0,0,0,0,0,0,193759286000,0,0,195447766000,0,0,-1688480000,7822429000,4506508000,16318975000,-11812467000,0,0,0,0,0,3277400000,6080225000,-2802825000,0,38521000,0,0,0,0,0,0,0,4557177000,0,259222000,422120000,0,0,3875835000,0,0,548818037000,120971558000,37197450000,0,0,0,0,0,0,0,15134559000,0,4985845000,0,8328766000,6664891000,0,208591000,0,0,0,0,141375000,0,1510803000,0,222620000,0,0,83774108000,83312000000,83312000000,83312000000,83312000000,0,0,0,0,0,0,0,0,0,0,0,454084000,0,0,8024000,8024000,427846479000,427846479000,394368810000,430000000000,430000000000,0,0,0,0,-35631190000,0,0,0,0,7097176000,7097176000,19283317000,19283317000,0,19283317000,0,0,0,0,0,0,0,548818037000,0,0
2012,0,717489818000,716629929000,477309927000,336859927000,0,140450000000,215632185000,223611847000,0,0,0,-7979662000,23687817000,0,0,0,0,0,0,1414925000,0,0,667185000,0,0,36339000,0,0,71640228000,0,-50070860000,0,0,0,0,859889000,0,0,543637000,0,859000,0,0,315393000,0,165722539000,148416959000,0,0,0,0,0,0,0,0,148416959000,0,0,150105439000,0,0,-1688480000,5562839000,3007223000,17346025000,-14338802000,0,0,0,0,0,2555616000,6320225000,-3764609000,0,0,0,0,0,0,0,0,0,11742741000,0,73326000,6966396000,0,0,4703019000,0,0,883212357000,433867886000,350638970000,0,0,0,0,0,0,0,331269816000,0,5278976000,0,4348168000,2395838000,0,180691000,0,0,0,0,0,3565900000,1524521000,0,2075060000,0,0,83228916000,83200000000,83200000000,83200000000,83200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28916000,28916000,449344471000,449344471000,394368810000,430000000000,430000000000,0,0,0,0,-35631190000,0,0,0,0,9240347000,9240347000,36494967000,36494967000,0,36494967000,0,0,0,0,0,0,0,883212357000,0,0
2013,0,498673366000,497872835000,246169430000,87569430000,0,158600000000,220314690000,221243876000,0,0,0,-929186000,31388715000,0,0,0,0,0,0,11018451000,0,0,208614000,0,0,43093000,0,0,62988105000,0,-42869548000,0,0,0,0,800531000,0,0,377081000,0,0,212471000,0,210979000,0,161814571000,149606680000,0,0,0,0,0,0,0,0,149606680000,0,0,151295160000,0,0,-1688480000,3445971000,1548467000,14903651000,-13355184000,0,0,0,0,0,1697504000,6275910000,-4578406000,0,200000000,0,0,0,0,0,0,0,8761920000,0,554609000,4288313000,0,0,3918998000,0,0,660487937000,185155949000,185155949000,84340000000,84340000000,0,0,0,0,0,63225202000,0,9404727000,0,13249606000,3889749000,0,182868000,0,0,0,0,0,0,10863797000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475331988000,475331988000,394368810000,430000000000,430000000000,0,0,0,0,-35631190000,0,0,0,0,12834098000,12834098000,55294982000,55294982000,0,55294982000,0,0,0,0,0,0,0,660487937000,0,0
2014,0,731724251000,730641793000,75380448000,75380448000,0,0,560859515000,568134332000,0,0,0,-7274817000,94401830000,0,0,0,0,0,0,5840864000,0,0,2549944000,0,0,113025000,0,0,85897997000,0,0,0,0,0,0,1082458000,0,0,386709000,0,0,39441000,0,656308000,0,19564417000,10369779000,0,0,0,0,0,0,0,0,10369779000,0,0,12058259000,0,0,-1688480000,1660373000,577001000,15085711000,-14508710000,0,0,0,0,0,1083372000,6347650000,-5264278000,0,0,0,0,0,0,0,0,0,7534265000,0,568680000,2880084000,0,0,4085501000,0,0,751288668000,239520940000,239520940000,144935000000,144935000000,0,0,0,0,0,66010723000,0,4677592000,0,11110210000,2759210000,0,154552000,0,0,0,0,256000,0,9873397000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511767728000,511767728000,394368810000,430000000000,430000000000,0,0,0,0,-35631190000,0,0,0,0,16784385000,16784385000,83830148000,83830148000,0,83830148000,0,0,0,0,0,0,0,751288668000,0,0
2015,0,685771124000,685302986000,131922256000,107422256000,0,24500000000,500170842000,537262052000,0,0,0,-37091210000,53209888000,0,0,0,0,0,0,4857360000,0,0,201063000,0,0,118477000,0,0,48032988000,0,0,0,0,0,0,468138000,0,0,456600000,0,0,0,0,11538000,0,38466015000,10369779000,0,0,0,0,0,0,0,0,10369779000,0,0,12058259000,0,0,-1688480000,9873670000,4101013000,19224614000,-15123601000,0,0,0,0,0,782128000,6756247000,-5974119000,0,4990529000,0,0,0,0,0,0,0,18222566000,0,735422000,2880084000,0,3599086000,1028182000,9979792000,0,724237139000,150236595000,150236595000,40000000000,40000000000,0,0,0,0,0,69922038000,0,1580264000,0,14085695000,10809389000,0,42633000,0,0,0,0,0,0,1914677000,0,11881899000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574000544000,574000544000,440807690000,476438880000,476438880000,0,0,0,0,-35631190000,0,0,0,0,21337561000,21337561000,90317222000,90317222000,0,90317222000,0,200510000,0,0,0,0,0,724237139000,0,0
2016,0,1336339720405,1317834423565,17506961706,17506961706,0,0,1222764216641,336728411722,749500000000,90999383698,48466258872,-2929837651,77563245218,41203782243,19552500000,21651282243,0,0,21651282243,0,0,3842506697,20998268026,0,0,0,0,0,11518688252,0,0,0,0,0,0,18505296840,8538462,0,675838378,17820920000,0,0,0,0,0,24804351768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8681246176,3910790106,18056362035,-14145571929,0,0,0,0,0,4770456070,12053276309,-7282820239,0,0,0,0,0,0,0,0,0,16123105592,1067258000,926692816,2618258460,0,3911904536,0,7598991780,0,1361144072173,751095295364,751095295364,636533000000,636533000000,0,0,0,0,0,236385079,0,51391046399,39700852000,12856272258,6038552042,0,887985574,0,0,0,0,0,0,1306126676,0,2145075336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610048776809,610048776809,501653250800,534295060000,534295060000,0,1089741383,0,0,-33731550583,0,0,11732959822,0,24801359822,0,71599020965,71599020965,0,71599020965,0,262185400,0,0,0,0,0,1361144072173,0,0
