Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2005,0,358863874818,0,358863874818,-301676542418,57187332400,1560778032,-2803651780,-1112779326,-9740255014,-2846950103,43357253535,0,-12436200,-12436200,0,43344817335,0,0,0,43344817335,0,43344817335,3797,0
2006,0,415501617753,0,415501617753,-358833237037,56668380716,1107024363,-4551012085,-2895486319,-23725297552,-3295540025,26203555417,24932783525,-3404155401,21528628124,0,47732183541,0,0,0,47732183541,0,47732183541,4187,0
2007,0,495548246364,0,495548246364,-420692177139,74856069225,1393616227,-9359333467,-7533394946,-23260760691,-4951200566,38678390728,13385177425,-161393919,13223783506,0,51902174234,-277036473,111637369,-165399104,51736775130,0,51736775130,405,0
2008,0,635522674903,0,635522674903,-536094032137,99428642766,4607748066,-49440445626,-13612516738,-25777836479,-10014932327,18803176400,10771811233,-303139139,10468672094,0,29271848494,-6978745568,-67774004,-7046519572,22225328922,0,22225328922,1619,0
2009,0,777621966224,0,777621966224,-643105630666,134516335558,3841458223,-33549018717,-9407906511,-29881213506,-5523624872,69403936686,6340949951,-59300,6340890651,69597957,75814425294,-7396917277,-13888862,-7410806139,68403619155,0,68403619155,4818,0
2010,0,660555382906,0,660555382906,-545319363753,115236019153,3921585067,-23800128363,-11019170427,-35633366551,-5566988346,54157120960,26715515387,-3575821831,23139693556,765069083,78061883599,-12150197198,89141418,-12061055780,66000827819,0,66000827819,4551,0
2011,0,705248476657,0,705248476657,-574403389726,130845086931,4389986510,-36724776528,-20688528757,-47727307944,-11614742874,39168246095,16111126754,-71053202,16040073552,-214380641,54993939006,-8991911622,6644999,-8985266623,46008672383,0,46008672383,2839,0
2012,0,846937369110,-11859120,846925509990,-698805227736,148120282254,2453462745,-19909742170,-21949252731,-55983800038,-12163712283,62516490508,3124999956,-703459003,2421540953,-170225084,64767806377,-16504150856,-75952510,-16580103366,48187703011,0,48187703011,2770,0
2013,0,865611848683,0,865611848683,-711892078317,153719770366,2391583789,-16252264520,-15703516079,-77297817893,-20099870770,42461400972,11282607087,-765370968,10517236119,389329747,53367966838,-15516197476,21841945,-15494355531,37873611307,0,37873611307,0,0
2014,0,990451128082,0,990451128082,-817852229191,172598898891,3079628298,-16080918741,-18747138736,-88215780350,-21602869093,49778959005,14346708767,-1403054410,12943654357,-465752994,62256860368,-15331386658,53207941,-15278178717,46978681651,0,46978681651,2590,0
2015,0,1609235695651,-33561600,1609202134051,-1411457818734,197744315317,57458338468,-31185806155,-21989669733,-128529215691,-25127087453,70360544486,22314522472,-7021438250,15293084222,-7563146,85646065562,-22792759335,725223534,-22067535801,63578529761,0,63578529761,0,0
2016,0,1612088215972,-131962622,1611956253350,-1405516145584,206440107766,30850011542,-38891518075,-37118718819,-108475883491,-25777533083,64145184659,13485159569,-441766822,13043392747,0,77188577406,-16687984420,812098862,-15875885558,61312691848,0,61312691848,523,0
2017,0,1721465711238,-312697903,1721153013335,-1524292391499,196860621836,37022834104,-51429249250,-47852088359,-107300932417,-37409070169,37744204104,11248904698,-184708774,11064195924,0,48808400028,-9860174447,-326602581,-10186777028,38621623000,0,38621623000,292,0
2018,0,1000887677825,-22478754536,978408923289,-948123004864,30285918425,92798027934,-47844419427,-46846648115,-84857332962,-46846053378,-56463859408,907729694,-4047790186,-3140060492,0,-59603919900,-11248195424,-274209047,-11522404471,-71126324371,0,-71126324371,-389,0
2019,0,1661544039930,-15816063147,1645727976783,-1594976883296,50751093487,200739269246,-127512145435,-127204291580,-51226446443,-57542543377,15209227478,5272471138,-2306546067,2965925071,0,18175152549,-3171268981,239892710,-2931376271,15243776278,43480571,15200295707,83,0
