Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,60918227774,27194674945,1277498003,-1344396504,0,-49586075356,50489006395,0,88948935257,-125712305499,83113412591,18400810944,3055548292,-49952255889,-1039265927,76793288513,-22407798394,71200369888,-109074396455,0,0,0,-18168500000,0,1649721931,-125593174524,123743535000,-8100000,1011001067402,-1001582735652,0,-10029125500,0,123124641250,68731836614,64441704644,7488104,133181029362
2009,0,91554305510,37658649159,0,0,0,-5607569371,38622908487,0,162228293785,85611431601,-130495721649,62284227928,3203447069,-39159658993,-7813374403,40374432305,-41144180157,135088897486,-278086182234,0,0,0,5021873000,0,5315793141,-267748516093,209227107000,0,1429539601357,-1231292411267,0,-20953759500,0,386520537590,253860918983,133181029362,79898,387042028243
2010,0,202378495001,38704010070,0,-206459467,0,-7172085066,70612379390,0,304316339928,-307840114074,-322894084822,139983178947,-3586031090,-68214439919,-21926594645,1695010997,-2000000000,-280466734678,-349711851711,849090909,0,0,0,4578000000,17609092886,-326675667916,0,35100000,2048750945534,-1595571410505,0,-19921575000,0,433293060029,-173849342565,387042028243,-45516022,213147169656
2011,0,237759940788,65383334844,0,0,0,-54087927813,120666280846,0,369721628665,7230955953,-737901286085,44152637980,-3711837860,-97408259726,-20880940976,0,-45516022,-438842618071,-274129258914,531334546,0,0,0,43200000000,57096497805,-173301426563,308682480000,0,3705007147327,-3086361802909,0,-38169990000,0,889157834418,277013789784,213147169656,161076108,490322035548
2012,0,305619985310,84822145034,15000000000,-4924028499,0,-37019334940,138290408699,0,501789175604,-187391063011,-42140166056,177437990448,-83848241,-176854021872,-31518761668,0,-5993696858,235245608346,-163645619452,313676364,0,0,0,0,39098451490,-124233491598,0,0,3375075555729,-3278828893701,0,-145768364500,0,-49521702472,61490414276,490322035548,160030318,551972480142
2013,0,240568378657,105564420597,-15000000000,0,323565,-29155023142,117662773757,0,419640873434,4326270612,-270487703008,134412363004,-4857966626,-148405042933,-22462333814,13613710212,-22505255737,103274915144,-285187773734,28607013768,0,0,-406222775000,0,22827077354,-639976457612,0,0,3495175613412,-3342816561543,-16376009253,-14068775500,0,121914267116,-414787275352,551972480142,3940884,137189145674
2014,0,249156328309,131388295201,0,-5302481,0,-16603361933,117394205455,0,481330164551,165413901928,-250124938293,253233752928,4064602882,-128232111551,-60908317570,8131099316,-39286963052,433621191139,-227663168823,24625062679,-94283578194,412505797642,0,0,20232239754,135416353058,0,0,4060103720607,-4321983510088,-75773977426,-87838692200,0,-425492459107,143545085090,137189145674,5302481,280739533245
2015,0,283617210380,170939603794,0,-902800,0,-16051321449,94146779399,0,532651369324,16357121408,-100007026533,-66665388926,2496620732,-95806088875,-38735237282,0,-22843550982,227447818866,-324946255183,609090909,-217882071937,31950000000,0,0,16253402050,-494015834161,0,0,4565503703990,-4270220651135,-37710444238,-125483846000,0,132088762617,-134479252678,280739533245,902800,146261183367
2016,0,522751090991,194703168742,0,5617946,0,-191960719414,110901027505,0,636400185770,46766079929,-178770362950,-99780729683,-4175188588,-123742339707,-59171835662,68863000000,-26796849963,259591959146,-934721339414,91545455,-283558831745,187367639736,-48995231890,450000000000,34481100880,-595335116978,0,0,5020025950701,-4457611004250,-56652507044,-36524267075,0,469238172332,133495014500,146261183367,-5617946,279750579921
2017,0,278800140037,140745624490,6000000000,-783951,0,-66670766445,119958086103,0,478832300234,-195624357213,-112612276889,129215199869,-53721661590,-165387241216,-56638630599,88063500000,-30588109000,81538723596,-1237391178283,6608247080,-281469626386,238633170370,0,297307790007,41056822088,-935254775124,0,0,5062092816082,-4153191438267,-107955913033,-1120712425,0,799824752357,-53891299171,279750579921,783951,225860064701
2018,0,393358714313,259495216033,-6000000000,1810909,0,-40730899618,188946659079,0,795071500716,136047689870,-657548708424,299136017780,-21165015597,-254795493018,-61544820040,0,-6532130000,228669041287,-936419399542,3032849296,-141046084390,175633299839,0,15000000000,29194334865,-854604999932,0,0,5213725838587,-4484196327590,-96628203659,-82818465000,0,550082842338,-75853116307,225860064701,-1810909,150005137485
2019,0,345051446557,312349785065,0,2370154,0,-30165010592,281784606072,0,909023197256,-239398128625,-426818639273,658758533597,21511069475,-347581465058,-54591843914,0,-26391201000,494511522458,-859414882002,64438578105,-210521225388,104093711338,0,1249765000,26052015703,-874102037244,0,0,7130320464576,-6605425189244,-130020952090,0,0,394874323242,15283808456,150005137485,-2370154,165286575787
