disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2010-03-26,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2010-04-05,2016-11-22,,Ngày giao dịch đầu tiên trên sàn HNX,,,,
2010-08-02,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-08-06,2010-08-25,2010-08-25,Trả cổ tức đợt 1/2010 (700 đ/cp),700,7,1,2010
2010-09-27,investorRight,ISSUE,Phát hành thêm,2010-09-23,2010-11-03,,Bán ưu đãi tỷ lệ 2:1 với giá 10.000 đ/cp,,50,,
2011-02-25,investorRight,MEETING,Họp cổ đông,2011-03-03,2011-03-27,2011-03-27,ĐHCĐ thường niên 2011,,,,
2012-04-06,stockAlert,alert,Cảnh báo,2012-04-06,2012-08-06,,CP thuộc diện cảnh báo,,,,
2012-04-13,investorRight,MEETING,Họp cổ đông,2012-04-18,2012-05-19,2012-05-19,ĐHCĐ thường niên 2012,,,,
2012-11-22,investorRight,MEETING,Họp cổ đông,2012-11-26,2012-12-20,2012-12-20,Đại hội đồng cổ đông bất thường năm 2012,,,,
2013-02-19,investorRight,MEETING,Họp cổ đông,2013-02-21,2013-05-11,2013-05-11,Đại hội đồng cổ đông thường niên năm 2013,,,,
2014-03-04,investorRight,MEETING,Họp cổ đông,2014-03-07,2014-03-29,2014-03-29,Đại hội đồng cổ đông thường niên năm 2014,,,,
2014-06-30,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2014-06-30,2016-03-31,,Vì thuộc diện bị cảnh báo,,,,
2015-03-20,investorRight,MEETING,Họp cổ đông,2015-03-26,2015-04-25,2015-04-25,ĐHĐCĐ thường niên năm 2015,,,,
2016-03-30,stockAlert,alert,Cảnh báo,2014-03-25,2016-03-31,,CP thuộc diện cảnh báo,,,,
2016-05-04,investorRight,MEETING,Họp cổ đông,2016-04-01,2016-04-28,2016-04-28,ĐHĐCĐ thường niên năm 2016 lần 1,,,,
2016-05-06,schedEvent,schedIssue,Dự kiến phát hành,,,,dự kiến phát hành cp cho cổ đông hiện hữu để tăng vốn điều lệ,,66.67,,
2016-05-13,investorRight,MEETING,Họp cổ đông,2016-04-01,2016-05-27,2016-05-27,ĐHĐCĐ thường niên năm 2016 lần 2,,,,
2016-11-21,stockAlert,delistedHnx,Hủy niêm yết trên HNX,2016-11-23,,,Hủy niêm yết trên HNX,,,,
2016-11-23,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2016-11-30,,,Giá tham chiếu 6.900 đ/cp,,,,
2017-08-04,investorRight,MEETING,Họp cổ đông,2017-08-16,2017-09-01,2017-09-01,Họp ĐHCĐ thường niên năm 2017,,,,
2018-04-18,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-03-21,2018-04-20,2018-04-20,Trả cổ tức năm 2017 (500 đ/cp),500,5,,2017
2018-04-18,investorRight,ADPAYDATE,Thay đổi thời gian trả cổ tức,2018-03-21,2018-04-20,2018-04-20,Thay đổi ngày trả cổ tức năm 2017 từ ngày 30/05/2018 sang ngày 20/04/2018,500,5,,2017
2019-01-30,investorRight,MEETING,Họp cổ đông,2019-02-21,,,ĐHĐCĐ thường niên năm 2019,,,,
2019-03-08,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2020-01-22,,,"Số lượng 20,500,000 cp",,,,
2019-04-26,schedEvent,schedIssue,Dự kiến phát hành,,,,"Dự kiến phát hành 68.057.800 cp cho CĐHH, tỷ lệ 1:2, giá 10.000 đ/cp",,200,,
2019-07-15,investorRight,MEETING,Họp cổ đông,2019-06-19,2019-07-31,2019-07-31,ĐHĐCĐ bất thường năm 2019,,,,
2019-08-01,schedEvent,schedDiv,Dự kiến cổ tức,,,,"Dự kiến cổ tức bằng cổ phiếu năm 2018, tỷ lệ 100:2.5",,2.5,,2018
2020-04-29,investorRight,MEETING,Họp cổ đông,2020-04-03,2020-05-28,2020-05-28,ĐHĐCĐ thường niên năm 2020,,,,
