Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2007,0,59049390089,53720848316,32308908514,32308908514,0,0,0,0,0,0,0,0,21411939802,0,0,0,0,0,0,21411939802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5328541773,0,0,0,0,0,0,0,5328541773,0,78285435996,75000000000,0,0,0,0,0,0,0,0,75000000000,0,0,0,0,75000000000,0,2607556746,2238856746,2238856746,0,0,0,0,0,0,0,0,0,0,368700000,0,0,0,0,0,0,0,677879250,0,0,0,0,0,677879250,0,0,137334826085,2186731290,2186731290,2186731290,2186731290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135148094795,135148094795,135000000000,135000000000,135000000000,0,0,0,0,0,0,0,0,0,0,0,148094795,148094795,0,148094795,0,0,0,0,0,0,0,137334826085,0,0
2008,0,57103470537,53788096669,10253019497,10253019497,0,0,8559762000,11429616040,0,0,0,-2869854040,34975315172,0,0,0,0,0,0,0,0,0,0,0,0,16513426275,0,0,18461888897,0,0,0,0,0,0,3315373868,0,0,1910585460,0,0,0,0,1404788408,0,50813650508,37350000000,0,0,0,0,0,0,0,0,37350000000,0,0,35350000000,0,23000000000,-21000000000,5614521258,4190694818,4747010647,-556315829,0,0,0,0,0,1222632317,1302248730,-79616413,0,201194123,0,0,0,0,0,0,0,7849129250,0,120000000,0,0,0,7729129250,0,0,107917121045,3168444774,3168444774,0,0,0,0,0,0,0,0,0,1153459,0,41750843,0,0,0,0,0,0,0,230724000,0,2894816472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104748676271,104748676271,135000000000,135000000000,135000000000,0,0,0,0,0,0,0,0,0,0,0,-30251323729,-30251323729,0,-30251323729,0,0,0,0,0,0,0,107917121045,0,0
2009,0,158780939706,156983588191,16371004161,16371004161,0,0,66986125581,69271730495,0,0,0,-2285604914,73626458449,0,0,0,0,0,0,0,0,0,406888071,0,0,68155283128,0,0,5064287250,0,0,0,0,0,0,1797351515,0,0,1767011422,0,0,0,0,30340093,0,6132589785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5552489791,4102541595,5264781762,-1162240167,0,0,0,0,0,1397565904,1780148730,-382582826,0,52382292,0,0,0,0,0,0,0,580099994,0,220586744,0,0,0,359513250,0,0,164913529491,20886237614,20886237614,1900000000,1900000000,0,0,0,0,0,0,0,0,0,1908848093,0,0,61753000,0,0,0,0,52872440,0,16962764081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144027291877,144027291877,135000000000,135000000000,135000000000,0,0,0,0,0,0,0,0,0,881499995,0,8145791882,8145791882,0,8145791882,0,0,0,0,0,0,0,164913529491,0,0
2010,0,132046532830,130194963191,3316854778,506854778,0,2810000000,26090241981,36403253910,0,0,0,-10313011929,100787866432,0,0,0,0,0,0,10625140000,0,0,771343989,0,0,87386737137,0,0,2004645306,0,0,0,0,0,0,1851569639,0,0,616463472,0,0,1218925167,0,16181000,0,8911593829,790000000,0,0,0,0,0,0,0,0,790000000,0,0,0,0,790000000,0,6064472324,4124417833,6058092912,-1933675079,0,0,0,0,0,1560054491,2376048730,-815994239,0,380000000,0,0,0,0,0,0,0,2057121505,0,777969535,0,0,0,1279151970,0,0,140958126659,4529396804,4529396804,3000000000,3000000000,0,0,0,0,0,0,0,68431006,50000000,239779747,225945639,0,0,0,0,0,0,0,0,992810379,0,-47569967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136428729855,136428729855,135000000000,135000000000,135000000000,0,0,0,0,0,0,0,0,306000000,445000000,0,677729855,677729855,0,677729855,0,0,0,0,0,0,0,140958126659,0,0
2011,0,91575578539,89425068167,3030602392,830602392,0,2200000000,28738860200,67890826057,0,0,0,-39151965857,57655605575,0,0,0,0,0,0,0,0,0,247399750,0,0,58922460756,0,0,823478748,0,-2337733679,0,0,0,0,2150510372,0,0,893405564,0,0,1251270075,0,5834733,0,9465667231,790000000,0,0,0,0,0,0,0,0,790000000,0,0,0,0,790000000,0,5881870648,4698742570,7340157435,-2641414865,0,0,0,0,0,1183128078,2472998730,-1289870652,0,0,0,0,0,0,0,0,0,2793796583,0,1622907863,0,0,0,1170888720,0,0,101041245770,2139609975,2139609975,841549500,841549500,0,0,0,0,0,0,0,0,50000000,181062103,240020639,0,0,0,0,0,0,0,0,874547700,0,-47569967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98901635795,98901635795,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,-37138364205,-37138364205,0,-37138364205,0,0,0,0,0,0,0,101041245770,0,0
2012,0,92810462484,91070650069,2371742577,371742577,0,2000000000,43624191900,65869002262,0,0,0,-22244810362,45074715592,0,0,0,0,0,0,100000000,0,0,65000350,0,0,46447263634,0,0,839749862,0,-2377298254,0,0,0,0,1739812415,0,0,468860886,0,0,1251270075,0,19681454,0,7303916374,1015000000,0,0,0,0,0,0,0,0,1015000000,0,0,0,0,1015000000,0,4769340846,3454596347,6876662314,-3422065967,0,0,0,0,0,1314744499,3205121230,-1890376731,0,0,0,0,0,0,0,0,0,1519575528,0,1480651870,0,0,0,38923658,0,0,100114378858,800655444,800655444,0,0,0,0,0,0,0,0,0,0,0,234274387,262462380,0,0,0,0,0,0,0,0,351488644,0,-47569967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99313723414,99313723414,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,-36726276586,-36726276586,0,-36726276586,0,0,0,0,0,0,0,100114378858,0,0
2013,0,143354201443,142075906804,68820042237,320042237,0,68500000000,12454739173,27203379373,0,0,0,-14748640200,60801125394,0,0,0,0,0,0,100000000,0,0,17000000000,0,0,44101125394,0,0,0,0,-400000000,0,0,0,0,1278294639,0,0,0,0,0,1251270075,0,27024564,0,6227011089,1350000000,0,0,0,0,0,0,0,0,1350000000,0,0,0,0,1350000000,0,3088732031,2034645353,5052768446,-3018123093,0,0,0,0,0,1054086678,3536296230,-2482209552,0,0,0,0,0,0,0,0,0,1788279058,0,103473794,0,0,0,1684805264,0,0,149581212532,45487479734,45487479734,5798605752,5798605752,0,0,0,0,0,0,0,0,0,451889744,289901000,0,0,0,0,0,0,0,0,38947083238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104093732798,104093732798,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,-31946267202,-31946267202,0,-31946267202,0,0,0,0,0,0,0,149581212532,0,0
2014,0,129543627094,128127804313,41742254322,2142254322,0,39600000000,26358683900,27050572000,0,0,0,-691888100,60026866091,0,0,0,0,0,0,0,0,0,12000000000,0,0,50137763087,0,0,0,0,-2110896996,0,0,0,0,1415822781,0,0,37310000,0,0,1251270075,0,127242706,0,5800516455,1014343356,0,0,0,0,0,0,0,0,1014343356,0,0,0,0,1350000000,-335656644,2965109464,2264315627,6052768446,-3788452819,0,0,0,0,0,700793837,3596296230,-2895502393,0,0,0,0,0,0,0,0,0,1821063635,0,43384418,0,0,0,1777679217,0,0,135344143549,23337531734,23337531734,0,0,0,0,0,0,0,0,0,1000000000,500000000,963085728,251700000,0,0,0,0,0,0,0,0,20622746006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112006611815,112006611815,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,-24033388185,-24033388185,0,-24033388185,0,0,0,0,0,0,0,135344143549,0,0
2015,0,149400922584,148092415739,45368928645,13568928645,0,31800000000,41015936851,39556885057,0,2317353951,0,-858302157,61707550243,14123020000,14025500000,97520000,0,0,97520000,0,0,33067493297,16000000000,0,0,0,0,0,0,-1482963054,0,0,0,0,0,1308506845,13611770,0,37310000,5200000,0,1251270075,0,1115000,0,3940512655,1014343356,0,0,0,0,0,0,0,0,1014343356,0,0,0,0,1350000000,-335656644,1119913621,699634307,5052768446,-4353134139,0,0,0,0,0,420279314,3596296230,-3176016916,0,0,0,0,0,0,0,0,0,1806255678,0,0,0,0,1768945678,37310000,0,0,153341435239,17068464505,17068464505,0,0,0,0,0,0,0,0,0,0,40000000,1235542852,177009600,0,0,0,0,13646334388,0,0,0,1969577665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136272970734,136272970734,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,306000000,0,445000000,0,232970734,232970734,0,232970734,0,0,0,0,0,0,0,153341435239,0,0
2016,0,144198890424,142790381353,41273785730,30073785730,0,11200000000,36104262397,33929301079,0,2983401618,0,-808440300,65412333226,4423724444,4355000000,68724444,0,0,68724444,0,0,32902671703,0,0,0,0,0,0,28935000000,-849062921,0,0,0,0,0,1408509071,114728996,0,37310000,5200000,0,1251270075,0,0,0,3382595420,1055171439,0,0,0,0,0,0,0,0,1055171439,0,0,0,0,1350000000,-294828561,419713960,239484170,5090663446,-4851179276,0,0,0,0,0,180229790,3596296230,-3416066440,0,0,0,0,0,0,0,0,0,1907710021,37310000,0,0,0,1870400021,0,0,0,147581485844,11184511606,11184511606,0,0,0,0,0,0,0,0,0,0,100000000,934791808,149394000,0,0,0,0,9646334388,0,0,0,353991410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136396974238,136396974238,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,306000000,0,445000000,0,356974238,0,0,0,356974238,0,0,0,0,0,0,147581485844,0,0
