Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2014,4,1378008430,0,0,0,0,0,0,0,0,415757505,0,0,861000000,0,0,0,0,0,101250925,0,1378008430,9501229215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10879237645,0,0,0,0,0,0,0,0,0,0,0,0,0,-3643362565,7235875080,0,0,0,0,7235875080,0,0,0,0,0,7235875080,7235875080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,2596224811,0,0,0,0,0,0,0,0,2016995648,0,0,0,0,0,0,0,0,579229163,0,2596224811,-282301110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313923701,0,0,0,0,0,0,0,0,0,0,0,0,0,-1358783394,955140307,0,0,0,0,955140307,0,0,0,0,0,955140307,955140307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,770549743,0,0,0,0,0,0,0,0,145153486,0,0,265454000,0,8858326,12000000,0,0,339083931,0,770549743,-1533417518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-762867775,0,0,0,0,0,0,0,0,0,0,0,0,0,-1414723315,-2177591090,681818181,-900000000,-218181819,0,-2395772909,0,0,0,0,0,-2395772909,-2395772909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,1591974089,0,0,0,0,0,0,0,0,1354417416,0,0,0,0,0,7035000,0,0,230521673,0,1591974089,-304846267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287127822,0,0,0,0,0,0,0,0,0,0,0,0,0,-1222104705,65023117,0,0,0,0,65023117,0,0,0,0,0,65023117,65023117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,27259038272,0,0,0,0,0,0,0,0,10123069745,0,0,1033000000,0,0,15598942793,0,0,504025734,0,27259038272,-1100740075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26158298197,0,0,0,0,0,0,0,0,0,0,0,0,0,-588277493,25570020704,71947700,0,71947700,0,25641968404,0,0,0,0,0,25641968404,25641968404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,1639880620,0,0,0,0,0,481732268,0,0,996756771,0,0,132000000,0,29391581,0,0,0,0,0,1639880620,-289502893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-289502893,0,1350377727,0,0,0,0,0,0,0,0,0,0,0,0,0,-1336592119,13785608,0,0,0,0,13785608,13785608,0,0,0,0,13785608,13785608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2,2050468442,12400000,12400000,0,0,311350667,2458770773,0,0,-635041176,0,0,-132000000,0,14988178,0,0,0,20000000,0,2050468442,-581523283,-115629239,-115629239,0,0,0,0,0,252831795,0,0,-522727495,0,0,0,-61027173,0,-134971171,0,1468945159,2658979,0,2658979,0,0,0,0,0,0,0,0,0,0,-1417383415,54220723,0,0,0,0,54220723,54220723,0,0,0,0,54220723,54220723,0,0,0,0,0,0,0,0,0,0,0,-54220723,54220723,0,0,0
2016,3,1775754604,0,0,0,0,311350667,388527925,0,0,187982546,0,0,0,-44379759,27273225,0,0,905000000,0,0,1775754604,-308845761,0,0,0,0,0,0,0,0,0,0,0,0,0,-62871945,0,0,-245973816,0,1466908843,-310698217,0,-310698217,0,0,0,0,0,0,0,0,0,0,-1189578908,-33368282,0,0,0,0,-33368282,-33368282,0,0,0,0,-33368282,-33368282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,95264295,1945261,1945261,0,0,228394444,-284781841,0,0,138888628,0,0,-156681818,0,66045278,0,0,0,101454343,0,95264295,1197910292,0,0,0,0,0,0,-156844938,0,0,0,-497849816,0,0,0,-93185071,-38500000,1984290117,0,1293174587,648217,0,648217,0,0,0,0,0,0,0,0,0,0,-1190258799,103564005,0,0,0,0,103564005,103564005,0,-26960411,-26960411,0,76603594,76603594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,1305090586,0,0,0,0,0,233872468,0,0,154269372,0,0,860000000,0,56948746,0,0,0,0,0,1305090586,-429751880,0,0,0,0,0,-130761421,0,0,0,0,0,0,0,0,-39041921,0,-259948538,0,875338706,0,0,0,0,0,0,0,0,0,0,0,0,0,-1079482220,-204143514,0,0,0,0,-204143514,-204143514,0,0,0,0,-204143514,-204143514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,0
