Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2014,4,129543627094,128127804313,41742254322,2142254322,0,39600000000,26358683900,27050572000,0,0,0,-691888100,60026866091,0,0,0,0,0,0,0,0,0,12000000000,0,0,50137763087,0,0,0,0,-2110896996,0,0,0,0,1415822781,0,0,37310000,0,0,1251270075,0,127242706,0,5800516455,1014343356,0,0,0,0,0,0,0,0,1014343356,0,0,0,0,1350000000,-335656644,2965109464,2013022786,6052768446,-4039745660,0,0,0,0,0,952086678,3596296230,-2644209552,0,0,0,0,0,0,0,0,0,1821063635,0,43384418,0,0,0,1777679217,0,0,135344143549,23337531734,23337531734,0,0,0,0,0,0,0,0,0,1000000000,500000000,963085728,251700000,0,0,0,0,0,0,0,0,20622746006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112006611815,112006611815,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,-24033388185,-24033388185,0,-24033388185,0,0,0,0,0,0,0,135344143549,0,0
2015,1,128139896588,126525424262,41594943628,1994943628,0,39600000000,26634903900,27326792000,0,0,0,-691888100,58295576734,0,0,0,0,0,0,0,0,0,12000000000,0,0,48406473730,0,0,0,0,-2110896996,0,0,0,0,1614472326,0,0,289310000,0,0,1251270075,0,73892251,0,5514330255,1014343356,0,0,0,0,0,0,0,0,1014343356,0,0,0,0,1350000000,-335656644,2687895051,1880290873,6052768446,-4172477573,0,0,0,0,0,807604178,3613813730,-2806209552,0,0,0,0,0,0,0,0,0,1812091848,0,34412631,0,0,1740369217,37310000,0,0,133654226843,20692474721,20692474721,0,0,0,0,0,0,0,0,0,0,500000000,1019431279,156912400,0,0,0,0,0,0,67781390,0,18948349652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112961752122,112961752122,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,-23078247878,-23078247878,0,-23078247878,0,0,0,0,0,0,0,133654226843,0,0
2015,2,125996422740,124414152785,37831592793,831592793,0,37000000000,26440229400,27268492000,0,0,0,-828262600,60142330592,0,0,0,0,0,0,0,0,0,16000000000,0,0,46253227588,0,0,0,0,-2110896996,0,0,0,0,1582269955,0,0,284913250,0,0,1251270075,0,46086630,0,4334582967,1014343356,0,0,0,0,0,0,0,0,1014343356,0,0,0,0,1350000000,-335656644,1542560394,995422983,5052768446,-4057345463,0,0,0,0,0,547137411,3596296230,-3049158819,0,0,0,0,0,0,0,0,0,1777679217,0,0,0,0,1740369217,37310000,0,0,130331005707,19765026494,19765026494,0,0,0,0,0,0,0,0,0,0,500000000,1153006930,171056800,0,0,0,0,0,0,0,0,17940962764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110565979213,110565979213,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,-25474020787,-25474020787,0,-25474020787,0,0,0,0,0,0,0,130331005707,0,0
2015,3,125934511325,124427802566,37905111079,905111079,0,37000000000,26426849400,27255112000,0,0,0,-828262600,60095842087,0,0,0,0,0,0,0,0,0,20000000000,0,0,42206739083,0,0,0,0,-2110896996,0,0,0,0,1506708759,0,0,161111625,0,0,1251270075,0,94327059,0,4120012410,1014343356,0,0,0,0,0,0,0,0,1014343356,0,0,0,0,1350000000,-335656644,1327989837,846698146,5052768446,-4206070300,0,0,0,0,0,481291691,3596296230,-3115004539,0,0,0,0,0,0,0,0,0,1777679217,0,0,0,0,1740369217,37310000,0,0,130054523735,19423521405,19423521405,0,0,0,0,0,0,0,0,0,0,500000000,1198719967,177867200,0,0,0,0,0,0,1653050,0,17545281188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110631002330,110631002330,0,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,-25408997670,-25408997670,0,-25408997670,0,0,0,0,0,0,0,130054523735,0,0
2015,4,150111173553,148803781708,46080294614,14280294614,0,31800000000,38698582900,39556885057,0,0,0,-858302157,64024904194,0,0,0,0,0,0,10210028771,0,0,20000000000,0,0,35200318477,0,0,97520000,0,-1482963054,0,0,0,0,1307391845,0,0,37310000,0,0,1251270075,0,18811770,0,3940512655,1014343356,0,0,0,0,0,0,0,0,1014343356,0,0,0,0,1350000000,-335656644,1119913621,638621930,5052768446,-4414146516,0,0,0,0,0,481291691,3596296230,-3115004539,0,0,0,0,0,0,0,0,0,1806255678,0,0,0,0,1768945678,37310000,0,0,154051686208,17778715474,17778715474,0,0,0,0,0,0,0,0,0,0,40000000,1235542852,177009600,0,0,0,0,0,0,0,0,16326163022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136272970734,136272970734,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,232970734,232970734,0,232970734,0,0,0,0,0,0,0,154051686208,0,0
2016,1,148336287848,146646359094,44908832815,13108832815,0,31800000000,38699682899,0,0,0,39557985056,-858302157,63037843380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64520806434,-1482963054,0,0,0,0,0,1689928754,69181179,0,364277500,5200000,0,0,0,1251270075,0,3732443589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911844555,552577618,5052768446,-4500190828,0,0,0,0,0,359266937,3596296230,-3237029293,0,0,0,0,0,0,0,0,0,3156255678,37310000,0,0,0,1768945678,1350000000,0,-335656644,152068731437,15781975095,15781975095,0,0,0,0,0,0,0,14271449746,0,0,40000000,1300307309,170218040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136286756342,136286756342,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,0,306000000,445000000,0,246756342,0,0,0,246756342,0,0,0,0,0,0,152068731437,0,0
2016,2,147607364730,131883986691,43265155487,24465155487,0,18800000000,42675716856,39423155818,0,3006933888,1350000000,-1104372850,45943114348,14169615000,14044700000,124915000,124915000,0,0,0,0,32911305476,0,0,0,0,0,0,0,-1137806128,0,0,0,0,0,15723378039,196952964,0,269955000,14005200000,0,0,0,1251270075,0,2544158019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737902341,439647781,5090663446,-4651015665,0,0,0,0,0,298254560,3596296230,-3298041670,0,0,0,0,0,0,0,0,0,1806255678,37310000,0,0,0,1768945678,0,0,0,150151522749,13810545684,13810545684,0,0,0,0,0,0,0,0,0,0,114000000,1278839135,172509000,22900350,0,0,0,9646334388,0,0,0,2575962811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136340977065,136340977065,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,306000000,0,445000000,0,300977065,300977065,0,300977065,0,0,0,0,0,0,0,150151522749,0,0
2016,3,148772928934,133091330963,43463473399,24663473399,0,18800000000,41148758423,39423155818,0,1479975455,1350000000,-1104372850,48479099141,16744700000,16744700000,0,0,0,0,0,0,32872205269,0,0,0,0,0,0,0,-1137806128,0,0,0,0,0,15681597971,188608396,60887000,175632500,14005200000,0,0,0,1251270075,0,2345310769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539055091,301812923,5090663446,-4788850523,0,0,0,0,0,237242168,3596296230,-3359054062,0,0,0,0,0,0,0,0,0,1806255678,37310000,0,0,0,1768945678,0,0,0,151118239703,14810630920,14810630920,0,0,0,0,0,0,0,0,0,0,246000000,1341454995,146590040,-8864121,0,0,0,10509487195,0,0,0,2575962811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136307608783,136307608783,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,306000000,0,445000000,0,267608783,0,0,0,267608783,0,0,0,0,0,0,151118239703,0,0
2016,4,145241300002,114924751342,41273785730,30073785730,0,11200000000,37073230753,33929301079,0,2891901618,1350000000,-1097971944,36577734859,4423724444,4355000000,68724444,0,0,68724444,0,0,32994171703,0,0,0,0,0,0,0,-840161288,0,0,0,0,0,30316548660,114728996,0,37310000,5200000,0,0,0,30159309664,0,2327423981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419713960,239484170,5090663446,-4851179276,0,0,0,0,0,180229790,3596296230,-3416066440,0,0,0,0,0,0,0,0,0,1907710021,37310000,0,0,0,1870400021,0,0,0,147568723983,11184511606,11184511606,0,0,0,0,0,0,0,0,0,0,100000000,934791808,149394000,0,0,0,0,9646334388,0,0,0,353991410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136384212377,136384212377,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,306000000,0,445000000,0,344212377,0,0,0,344212377,0,0,0,0,0,0,147568723983,0,0
2017,1,144674374456,142946315755,41159590228,29959590228,0,11200000000,36305390821,34103661079,0,3010170042,0,-808440300,65481334706,4492725924,4355000000,137725924,0,0,137725924,0,0,32902671703,0,0,0,0,0,0,28935000000,-849062921,0,0,0,0,0,1728058701,156778626,0,314810000,5200000,0,0,0,1251270075,0,3274814290,1055171439,0,0,0,0,0,0,0,0,1055171439,0,0,0,0,1350000000,-294828561,311932830,177155418,5090663446,-4913508028,0,0,0,0,0,134777412,3596296230,-3461518818,0,0,0,0,0,0,0,0,0,1907710021,37310000,0,0,0,1870400021,0,0,0,147949188746,11756358022,11756358022,0,0,0,0,0,0,0,0,0,0,117500000,272064429,158051700,0,0,0,0,10866086528,0,0,0,342655365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136192830724,136192830724,135289000000,135289000000,135289000000,0,0,0,0,0,0,0,306000000,0,445000000,0,152830724,0,0,0,152830724,0,0,0,0,0,0,147949188746,0,0
