Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,3,68585009968,-123989569901,-245807225,682399544,0,124576731023,-110102873483,0,-40494110074,-18571429,0,-38066654000,-5895846797,0,0,2507402130,-41473670096,2236100000,-236100000,231235852854,-145895610668,0,-154863772,0,87185378414,5217598244,7238370758,0,12455969002
2009,4,96833833962,-26404980686,-1274355620,-5051937926,0,44679114500,-42444862672,132550192,66336811558,0,0,-110172579250,99130045946,0,0,5903126302,-5139407002,200000000,-780000000,115431251941,-180661617959,0,0,0,-65810366018,-4612961462,12455969002,0,7843007540
2010,1,75288238844,-25785034219,-562514509,-2324354515,0,47940887604,-138314818227,0,-43757595022,0,0,-59161604000,112679856646,-279420000,700000000,7819737758,61758570404,0,0,108218266603,-119728993866,0,0,0,-11510727263,6490248119,7714636862,238601444,14443486425
2010,3,301974763853,-440047559658,-743723175,-4440472985,-269442919,181887566354,-212292295188,0,-173931163718,0,0,-133529237000,183560316423,-15400000000,0,0,34631079423,262038588000,0,375140884851,-390864387766,0,14787464012,0,261102549097,121802464802,36200457309,0,158002922111
2010,4,236874848884,-326474208978,-1615001999,-3667689136,0,327677486099,-369756169544,0,-136960734674,0,300000000,-217823085056,267305233699,-34100000000,-588000000,13768903615,28863052258,0,-12501070000,308372738774,-236789155495,0,0,0,59082513279,-49015169137,158002922111,0,108987752974
2011,1,161399187360,-116935233912,-791576186,-5060170974,-1170523366,116708429597,-182404111921,0,-28253999402,0,0,-241906400000,45295169000,-2000000000,2250000000,1823966249,-194537264751,0,0,346932463627,-210662855448,0,0,0,136269608179,-86521655974,108987752974,0,22466097000
2011,2,130533424153,-103159597443,-1173824325,-11365822621,0,-91793582020,175332144176,0,98372741920,-971461818,0,-246446507616,185278373870,2000000000,300000000,12978512927,-46861082637,0,-288000000,276412253317,-344994931972,0,0,0,-68870678655,-17359019372,22466097000,0,5107077628
2012,1,37156931710,-39297806770,-846216773,-1392231339,0,33099252968,-6118037090,0,22601892706,0,0,0,12546790400,0,0,188751250,12735541650,988350000,0,7547711660,-44400059080,0,55000000,0,-35808997420,-471563064,1146815121,0,675252057
2012,2,4911962053,28372912407,-708567666,-2384532667,0,-30490270018,4577067754,0,4278571863,0,970000000,-13444677120,26946639670,0,3764395000,2423836249,20660193799,0,0,6867019780,-32100732626,0,-55000000,0,-25288712846,-349947184,675252057,0,325304873
2012,4,23225138807,-661437604,-667906230,-2508808795,-8076020,14553996278,-3836620671,0,30096285765,0,7252327800,-944815000,1037517350,-792628200,-6328940000,359797140,583259090,0,0,2069397600,-32515125920,0,0,0,-30445728320,233816535,658313036,0,892129571
2013,1,1159613500,-182500000,-358311431,-139756000,0,1408632704,-1899642582,0,-11963809,630000000,0,0,0,0,0,544498,630544498,0,0,2836543940,-3562718940,0,0,0,-726175000,-107594311,892129571,0,784535260
2013,2,441968900,-1192696323,-396271470,-10068443,0,100613667,210289391,0,-846164278,-630000000,630000000,-585157244,1000000,0,8922994080,585422381,8924259217,0,0,1553596860,-9925877500,0,0,0,-8372280640,-294185701,784535260,0,490349559
2013,3,1524512177,-48053400,-393784130,153912,0,26850000,-713726913,0,395951646,0,0,585157244,100000000,0,1335297600,112114292,2132569136,0,0,439423680,-2631470680,0,0,0,-2192047000,336473782,490349559,0,826823341
2013,4,6028766000,-35800000,-430795963,-3441223,0,4588182707,-6491088151,0,3655823370,0,0,0,0,0,971530560,128782,971659342,0,0,3100000000,-6187155560,0,0,0,-3087155560,1540327152,826823341,0,2367150493
2014,1,18805834600,-159000000,-385983278,-9922316,-4766770,135475593,-16689583533,0,1692054296,0,0,0,75000000,0,0,3142774,78142774,0,0,1086859140,-4579359140,0,0,0,-3492500000,-1722302930,2367150493,0,644847563
2014,2,1887371900,-40000000,-385302365,-609373170,-2704161,332361329,-2487893951,0,-1305540418,0,0,0,306137108,0,2068654000,92951856,2467742964,0,0,1137001340,-2589265926,0,0,0,-1452264586,-290062040,644847563,0,354785523
2014,3,879521750,-110000000,-399450778,0,-218900,695352699,-112460075,0,952744696,0,0,0,0,0,0,-16375797,-16375797,0,0,-1137001340,-15000000,0,0,0,-1152001340,-215632441,354785523,0,139153082
2014,4,951345000,0,-258414038,0,0,309428800,-1098422636,0,-96062874,0,0,0,45000000,0,971530560,58389,1016588949,0,0,155787060,-1058353910,0,0,0,-902566850,17959225,139153082,0,157112307
2015,1,2101213375,-57000000,-421818512,0,0,3093900432,-4296507402,0,419787893,0,0,0,45000000,0,3247171200,905349,3293076549,0,0,0,-3252171200,0,0,0,-3252171200,460693242,157112307,0,617805549
2015,2,61576599750,-197700000,-1158792461,-27626036,0,4722644390,-4164859220,0,60750266423,0,0,0,2000000000,-189850000,5215372602,1049683,7026572285,0,0,4000000000,-14054689611,0,0,0,-10054689611,57722149097,617805549,0,58339954646
2015,3,0,-28312322200,-585709360,-2779975866,-4677326617,9497724199,-3879694754,0,-30737304598,0,0,0,0,-27127625000,2320425000,74384993,-24732815007,0,0,0,-1804588983,0,0,0,-1804588983,-57274708588,58339954646,0,1065246058
2015,4,398464911436,-138305032182,-546704788,0,152994389,7693812359,-7777471193,0,259682510021,0,0,0,249157523,-254432000000,6341025600,6680885,-247835135992,0,0,2265033200,-10184658900,0,0,0,-7919625700,3927748329,1065246058,0,4992994387
2016,1,56143255965,-41515819352,-477580518,-829686,-3000000000,2627036801,-4280498870,0,9495564340,0,0,0,90000000,0,0,4156733,94156733,0,0,0,-660800000,0,0,0,-660800000,8928921073,4992994387,0,13921915460
2016,2,0,0,0,0,0,0,0,0,-9151974666,0,0,0,2433702301,0,0,20857805,2454560106,0,0,0,-14278226,0,0,0,-14278226,-6711733771,13921915460,0,7210181689
2016,3,0,0,0,0,0,0,0,0,19740374761,0,0,0,120000000,-58678152270,35360000000,130869232,-23067283038,0,0,0,-40985,0,0,0,-40985,-3326949262,7210181689,0,3883232427
