Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2011,4,250000000,250000000,11802.936761928,0,11799.627339948,-10768.916147652,1125.929661524,1125.929661524,1116.440154998,1126,0,5.12639466395009,0.836771860963454,0.0954063041276873,0.0136077851650083,0,0,0,0,0.840520292584526,0.791634002882829,0.599058693754122,0,0,0,0,0,0,0,0,0,0,-0.223928660109512,0.000257443147149372,0,0.0424666397399558,0.211144057695258,-0.222718670723668,-0.203499750814964,-0.159479707415474,0.0190926526692134,-0.0268379057148036,-0.0406069240028912,0,0,0.195068867216217,0.86719047729302,0.163228139036546,2.16558812147234,0.0127343272425676,-1.08107637288783,0.0137667803065617,-0.00665895068197271
2012,3,0,0,11802.936761928,0,11799.627339948,0,0,0,0,0,0,5.12639466395009,0.836771860963454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,250000000,250000000,10940.72839798,1699.49811456,10940.72839798,14828.103295244,495.900438948,495.900438948,464.351149176,496,0,6.30984406560663,0.863198176182023,0.0429212349894508,0.00671802609929676,0,0,0,0,0.792076244876867,0.38882421027874,0.291792285439745,0,0,0,0,0,0,0,0,0,0,0.0416803579243441,-0.0422276142595027,0,0.0278107910428638,0.143351008466292,0,0.0768613978693587,-0.207923755123133,0.0182362219676112,-0.050600938403603,0.63630861944773,0,0,0.176581346601294,0.874838754245013,0.150080015386418,1.25649116914392,0,0,0.0212676074507571,-0.0516595855136289
2013,4,250000000,250000000,11002.61519158,1635.591139392,10873.33940548,-2014.73717668,373.90467934,373.90467934,328.408997632,374,0,5.1771934826731,0.838114185219391,0.0331575281715945,0.00500833565842368,0,0,0,0,0.768719744228611,0.294493568875075,0.22860522433436,0,0,0,0,0,0,0,0,0,0,-0.0177065667965522,-0.00493818230057863,0,0.0256895350878079,0.0999190341215253,0,-0.00979561911774798,-0.231280255771389,0.0168412883719727,0.779931716156783,0.410477775880959,0,0,0.179288167224938,0.489074178009794,0.152030837082707,1.58561057910559,0,0,0.0205610397008973,-0.043184884242783
2014,4,250000000,250000000,11314.20560094,1741.097998864,11189.279856088,-6085.563269456,434.435392356,434.435392356,628.776010269,434.44,0,5.47979099131989,0.845674034650258,0.0385088109315229,0.00589851531146282,0,0,0,0,0.800482423441614,0.298107491674018,0.249518058512187,0,0,0,0,0,0,0,0,0,0,-0.00913543556344787,0.00582311701891092,0,0.0260294728217434,0.0694553930578571,0,0.0331998635635051,-0.199517576558386,0.0189231106533181,0.32110222126925,-0.0668578835645267,0,0,0.182488711993582,0.372357343935625,0.154325965349742,2.24483883133065,0,0,0.0242289962931552,-0.0327686979445332
2015,4,250000000,250000000,11634.56,1482.18,11518.392,243.3,539.628,539.628,537.711,540,0,5.64277738049398,0.84946055802857,0.047028934748272196,0.0071663992690435396,0,0,0,0,0.634519424091541,0.463285161046567,0.36407723758248,0,0,0,0,0,0,0,0,0,0,0.0541795755619292,0.0283143519182103,0,0.0178826459432639,0.0673248691553116,0,0.189345431424103,-0.365480575908459,0.0124897111590872,0.144560258553173,0.189370970172996,0,0,0.17721769486367,0.334539311451517,0.15053944197143,2.16026233835546,0,0,0.0140663070201912,-0.00778967282245184
2016,4,250000000,250000000,11959.9,2025.56,11852.6,786.976,662.032,662.032,332.215,662,0,5.58484000702347,0.848136021690218,0.0561175801438134,0.00848542378477494,0,0,0,0,0.808114299255514,0.417612907047927,0.326838997610537,0,0,0,0,0,0,0,0,0,0,0.0189974892150939,0.0279632405522856,0,0.0140893643499834,0.0560186172126639,0,0.979549069292713,-0.191885700744485,0.0209803369421985,-0.0261064971917763,-0.339346082192924,0,0,0.179056158948583,0.353112649073243,0.151863978309782,3.18451975986019,0,0,0.0169203784548937,-0.0230447060024545
2017,1,250000000,250000000,12430.228,2172.468,12325.144,5425.924,960.264,960.264,600.822,662,0,5.15101991693153,0.837425335390744,0.0801546158118607,0.0124846907939187,0,0,0,0,0.814301522508042,0.442024462500713,0.442015256381222,0,-6.14178187180906,-10.9917258260641,0,0,0,0,0,0,0,-0.0291471044936468,0.0393250648165737,0,0.0169876360475413,0.0579632837087187,0,0.270304111421759,-0.116629389096985,0.0229998910100109,0.00592159580871798,0.0200812350739954,0,0,0.194136310114619,0.364838566444954,0.162574664609256,3.1403165895194,0,0,0.0183955099204919,-0.0239500984140685
2017,2,250000000,250000000,12367.9,2078.62,12264.972,-833.268,831.104,831.104,437.54,686,0,4.88672612165364,0.830126291025904,0.06833348818126579,0.0110286753334838,818015748.031496,0,0,0,0.763949158576363,0.431792246779113,0.399834505585436,0.224230852211435,-3.59260568404248,-15.2359184792798,11.1538387494225,11.1538387494225,21.1866343648581,0.749520937265017,4.45968960175501,0.755810938663374,-11.1248721899797,-0.0477662546178598,-0.00501422821850095,0,0.00815947061308997,0.0539268844849695,0,-2.40522088922253,-0.452070451015444,0.0210720863845667,0.0061535954518761,-0.0669335943620741,0,0,0.204635982272239,0.360789032858205,0.169873708974096,3.38629791868019,0,0,0.0143352956743706,-0.0202943239571715
2017,3,250000000,250000000,12328.5,2218.04,12227.724,6625.3,466.388,466.388,61.166,662,0,4.54118570791256,0.819533209548988,0.038005373856926795,0.0062954462532019695,0,0,0,0,0.767102486880309,0.2304467006907,0.210270328758724,0,18.1467860560134,-33.1674473345632,0,0,0,0,0,0,0,-0.0616969048342427,-0.0031856661195514,0,0.00667330943699628,0.0547946287986674,0,1.08018957646462,-0.207215109681641,0.0229668755708938,-0.0201294370292027,0.150472696754146,0,0,0.22020680595766,0.367027741265701,0.180466790451012,2.88414810479686,0,0,0.0149003408861134,-0.0350583378359254
2017,4,250000000,250000000,12148.52,2484.276,12049.896,-1482.78,721.716,721.716,504.858,686,2.03059398077362,5.36851073217149,0.842977417789633,0.0598725258644075,0.00924553827158052,710350393.700787,0,0,0,0.855243137235959,0.341111857136647,0.290513614429315,0.524108860759494,0,0,6.56768036180437,6.56768036180437,9.38877862686141,0.390170983790618,1.90800056032422,0.393364390862793,-3.1966980941205,-0.0175997093126462,0.0157710348748736,0,0.0131757617656719,0.0574422119077803,0,1.59837263481857,-0.144756862764041,0.027217943545794,0.0585006262782726,0.170464216903583,0,0,0.186271398137918,0.338858184938136,0.157022582210367,2.87989680634996,0,0,0.0209970394412036,-0.0366385763379978
2018,4,250000000,250000000,12926.74,2085.84,12799.224,-4091.548,814.304,814.304,772.508,814,0.786404741824192,5.2063623156341,0.838875020641164,0.0649487981380851,0.0103340686057462,801480314.96063,0,0,0,0.590729873815825,0.487504314808422,0.390396195297818,0.346254980079681,0,0,7.39772861241011,7.39772861241011,7.79797749667317,0.466010765281889,2.88804510413071,0.470653533370461,-1.47230339226132,0.0369668692397036,0.0640588318577078,0,0.0186039923949494,0.0570764825641695,0,0.512209223833814,-0.409270126184175,0.0156370454348807,-0.0126314943876574,0.0681577414355794,0,0,0.192072687103837,0.365177785579744,0.161124979358836,2.66207817038511,0.0376506519318737,-0.579116070517476,0.0218040975992079,-0.00604386054343096
2019,1,250000000,250000000,13164.088,2044.1,13039.976,3262.216,654.56,654.56,527.597,814,2.60526371798541,4.68852654281861,0.824207553138267,0.0529190829417855,0.00862610601054141,644251968.503937,0,0,0,0.461627121960765,0.420971576733037,0.320219167359718,0.284021119911074,13.0184902465646,6.61624938793021,10.9951723295038,10.9951723295038,13.6410934861267,0.546714667966364,3.52086492833032,0.551918193714467,2.20616905808812,-0.0666573603611711,0.066819194966955,0,0.020186912710035,0.0620571323537558,0,0.0287420073410712,-0.467160515472955,0.0124353720740941,0.00133779740397921,-0.0453237466339061,0,0,0.213286624458103,0.37138597928558,0.175792446861733,2.79219209889411,0.0378257081790134,-0.57992607200074,0.0219361143649015,-0.00233861300696459
2019,2,250000000,250000000,13154.552,2307.916,12969.108,-1900.612,764.84,764.84,709.415,814,1.90169541406563,4.99899593691978,0.833305438024108,0.0602385156645029,0.00994433647128697,427762863.534676,0,0,0,0.472138500707998,0.413339133659977,0.331398543101222,0.366918282988871,-12.8536885283189,1.57707357460445,8.22394226243397,8.22394226243397,8.86646039342275,0.478161475966646,2.72540248431919,0.484998659892415,-3.3094603212018,0.0538142432701214,-0.000724395035949343,0,0.0249852580026646,0.0656215788668728,0,0.142338097210715,-0.484840581600052,0.0141675460252558,0.0554365759141271,0.0509374516527779,0,0,0.20004017058997,0.35162411232938,0.166694561975892,2.80414563541974,0.0449244170860015,-0.503766377494556,0.0226314108564695,-0.00377238505392295
2019,3,250000000,250000000,13546.036,2586.78,13362.964,-1168.548,871.868,871.868,722.15,814,3.31186059753837,4.76823596216635,0.82663677308644,0.0668043770540954,0.0111717993394827,487621923.93736,0,0,0,0.52796295007693,0.420787233549046,0.337047603584379,0.430412645590682,5.86186233299813,-3.91467651117631,6.89324530777595,6.89324530777595,8.32237069860832,0.44367223001622,2.32335181190515,0.449750519420691,-5.1431348990371,-0.00985086265441215,0.0297603445560137,0,0.0277061653303843,0.0703584738733757,0,0.421958259325044,-0.356284413992,0.0174998904434108,0.0124554286891638,-0.00556169357317071,0,0,0.209721164794385,0.357634081270426,0.17336322691356,2.854950833116,0.0463980012674776,-0.50960277863763,0.0236445503691389,-0.00758875724136576
2019,4,264981265,264981265,13802.204,2823.13921325721,13608.98,4531.48640527473,865.917822529831,865.917822529831,656.350176303974,918,0.822826266957831,5.411675120872,0.844034518102034,0.0686752159007853,0.0108794471041578,513315436.241611,0,0,0,0.517080415303731,0.381598734892973,0.306721616299883,0.402213878509362,0,0,8.10585002107194,8.10585002107194,10.6939866147751,0.508541969094211,2.48623941994763,0.515762386306689,1.5489398780563,0.103046476323886,0.0677250412710397,0,0.0285160726230654,0.0701988388036794,0,0.339524431121702,-0.482919584696269,0.0183408952220464,0.115770155580674,0.39650810629998,0,0,0.184785667591751,0.349453213306714,0.155965481897966,2.12692454912287,0.0353706645731179,-0.443506893244191,0.0156871335568059,-0.0108259215401348
2020,1,264981265,264981265,13363.2089045993,3242.54244918032,13187.1700438897,9900.16407386386,979.389995741774,979.389995741774,733.683945542339,918,0.958923215275706,5.13451906241175,0.836988036091153,0.0759613566501604,0.0124905191270941,580581655.480984,0,0,0,0.559631895699902,0.367002128692187,0.302043847101941,0.485555922309123,25.2320354157917,21.5591580582782,6.81852993091091,6.81852993091091,9.10201189568572,0.49973027045185,2.05949501191206,0.506401295939477,0.674534275409609,-0.0181728359125752,0.0264514896591028,0.0599251999999999,0.0326958363035969,0.0814183187377516,0,0.247119332479802,-0.309370409048268,0.0231426429124125,0.00789465982009774,-0.224920198403817,0,0,0.194760207887959,0.35580444561628,0.163011963908847,2.76580023177805,0.0438329774953939,-0.432514957705797,0.0189584184075395,-0.0171299277489331
