Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2018,1,235284000000,-144062000000,64663000000,-397000000,0,-28854000000,-35671000000,-7420000000,83558000000,0,-6671000000,796711000000,0,366392000000,0,0,504298000000,0,-1117874000000,-135620000000,-343000000,-1386389000000,0,0,19773000000,-876165000000,0,-744000000,0,-876909000000,-24201000000,0,0,0,0,0,0,0,3090000000,-21111000000,0,0,0,-88605000000,0,0,-88605000000,-986625000000,2449362000000,0,1462737000000
2018,2,320207000000,-207962000000,3255000000,-2883000000,0,35427000000,-35098000000,-4000000000,111959000000,0,-550154000000,-419112000000,0,-318861000000,0,-28855000000,-62550000000,0,1608499000000,-148280000000,-8468000000,563560000000,0,0,-32951000000,714787000000,0,744000000,0,715531000000,-11585000000,0,0,0,0,0,0,0,1827000000,-9758000000,0,0,0,-2415000000,0,0,-2415000000,703358000000,1462737000000,-33000000,2166062000000
2018,3,284085000000,-160147000000,65073000000,-10436000000,0,-2769000000,-81980000000,-13000000000,80871000000,0,376800000000,251117000000,0,6096000000,0,28855000000,-22204000000,0,-973265000000,7767000000,0,588399000000,0,0,8791000000,353227000000,0,-3745000000,0,349482000000,-746000000,0,0,0,0,0,0,778000000,944000000,976000000,0,0,0,-1998000000,0,0,-1998000000,348460000000,2166062000000,36000000,2514558000000
2018,4,245771000000,-136881000000,101000000,47808000000,0,2666000000,-76037000000,-15625000000,72193000000,0,-191880000000,-2384987000000,0,59587000000,0,0,-306637000000,0,1647120000000,488253000000,0,-586469000000,0,0,5649000000,-1197171000000,0,-5633000000,0,-1202804000000,-9986000000,0,0,0,0,0,0,-18543000000,350000000,-28179000000,0,0,0,-1268000000,0,0,-1268000000,-1232251000000,2514558000000,-3000000,1282304000000
2019,1,400420000000,-202465000000,31742000000,-10708000000,0,-465000000,-63412000000,-18013000000,137114000000,0,262980000000,1640784000000,0,-11839000000,0,0,272797000000,0,-29180000000,-150671000000,0,-1161547000000,0,0,-5800000000,954638000000,0,-1293000000,0,953345000000,-64000000,0,0,0,0,0,0,0,-738000000,-802000000,0,0,0,0,0,0,0,952543000000,1281989000000,0,2234532000000
2019,2,146485000000,-178900000000,-35504000000,8436000000,0,-1000000,-65362000000,-6999000000,-117250000000,0,127315000000,-759625000000,0,-491249000000,0,-536000000,-316332000000,0,1146500000000,161658000000,0,-327688000000,0,0,3254000000,-573953000000,0,-1223000000,0,-575176000000,-50000000,0,0,0,0,0,0,-339200000000,6406000000,-332844000000,0,0,0,-1213000000,0,0,-1213000000,-909233000000,2234532000000,334000000,1325633000000
2019,3,370963000000,-237148000000,71169000000,-33926000000,0,28707000000,-74235000000,-3001000000,122529000000,0,27674000000,785923000000,0,-116474000000,0,0,2411000000,0,-663560000000,-18550000000,0,321513000000,0,0,72496000000,533962000000,0,-1464000000,0,532498000000,-19015000000,0,0,0,0,0,0,0,0,-19015000000,0,0,0,-784000000,0,0,-784000000,512699000000,1325633000000,-62000000,1838270000000
2019,4,225470000000,-154953000000,-6906000000,-31919000000,0,-28666000000,-95659000000,-16935000000,-49711000000,0,1945000000,-1535207000000,0,-404961000000,0,-74504000000,-96718000000,0,1933148000000,1325686000000,0,-760611000000,10000000000,0,-55559000000,293508000000,0,-3203000000,0,290305000000,-7433000000,0,0,0,0,0,0,-29870000000,1512000000,-35791000000,0,0,0,-478000000,0,0,-478000000,254036000000,1838270000000,-272000000,2092034000000
2020,1,691795000000,-332509000000,54544000000,-73822000000,0,15000000,-79445000000,-29079000000,243799000000,0,899113000000,1528019000000,0,-77952000000,0,-15178000000,481718000000,0,538048000000,-1044181000000,0,-42568000000,140000000000,0,-15307000000,2635511000000,0,-12153000000,0,2623358000000,-1001000000,0,0,0,0,0,0,5500000000,0,4499000000,149813000000,0,0,-139523000000,0,0,10290000000,2638147000000,2092036000000,0,4730183000000
2020,2,318206000000,-317685000000,-12994000000,2295000000,0,6000000,-62715000000,-5000000000,-13603000000,0,-345772000000,451715000000,0,-272305000000,0,-184885000000,-77178000000,0,1854815000000,167494000000,0,3814000000,0,0,2540000000,1586635000000,0,9581000000,0,1596216000000,-84000000,0,0,0,0,0,0,-5500000000,-36622000000,-42206000000,0,0,0,-10968000000,0,0,-10968000000,1543042000000,4730183000000,0,6273225000000
