Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2014,1,142956971187,-210811315865,4315430787,2870974854,0,0,-11836812620,-12218247184,-84722998841,0,10105000001,-263529214445,272608000,-553603610625,0,0,-99963416725,0,526773175000,-478914083269,0,-823670650730,0,0,-19632593414,-1786885785048,0,-1404593200,0,-1788290378248,-43450000,0,0,0,0,0,0,0,157983500,114533500,0,0,0,-3083637800,0,0,-3083637800,-1791259482548,4225296491951,0,2434037009403
2014,2,783583749451,-586730227753,6334709251,-74792422820,0,0,-26065561684,-4235935033,98094311412,0,-2018105000000,2220861352633,0,-492941188089,0,0,238864604301,0,-723508000000,189333718562,1654650000,278583048480,0,0,8555281730,-198607220971,0,-3515599999,0,-202122820970,-18304800000,0,0,0,0,0,0,0,2337987183,-15966812817,0,0,0,-2205286900,0,0,-2205286900,-220294920687,2434037009403,0,2213742088716
2016,1,157020000000,-203028000000,39025000000,28000000,0,921000000,-18344000000,-23161000000,-47539000000,0,-1197491000000,52510000000,0,209340000000,0,-88727000000,-267477000000,0,1991220000000,-1240953000000,56803000000,-786449000000,0,0,159828000000,-1158935000000,0,-802000000,0,-1159737000000,-92000000,0,0,0,0,0,0,0,1852000000,1760000000,0,0,0,-1234000000,0,0,-1234000000,-1159211000000,2732947000000,0,1573736000000
2016,2,260286000000,-158295000000,10787000000,2328000000,0,566000000,-25458000000,-4000000000,86214000000,0,395968000000,70909000000,-5363000000,167286000000,0,76697000000,-57062000000,0,584474000000,-138472000000,-68717000000,-28951000000,0,0,-150834000000,932149000000,0,-1396000000,0,930753000000,-130000000,0,0,0,0,0,0,0,12675000000,12545000000,0,0,0,-358000000,0,0,-358000000,942940000000,1573736000000,0,2516676000000
2016,3,232074000000,-202209000000,58610000000,6194000000,0,4999000000,-22236000000,-3669000000,73763000000,0,782614000000,-284466000000,5363000000,-147767000000,0,0,72794000000,0,-1996213000000,27815000000,0,485363000000,0,0,55212000000,-925522000000,0,-596000000,0,-926118000000,-136000000,0,0,0,0,0,0,0,564000000,428000000,0,0,0,-418000000,0,0,-418000000,-926108000000,2516676000000,0,1590568000000
2016,4,440951000000,-134887000000,-9890000000,49872000000,0,3122000000,-30404000000,-14766000000,412236000000,0,-61760000000,-655922000000,0,-1875000000,0,-21567000000,372532000000,0,1571860000000,-14166000000,0,-156671000000,0,0,-88254000000,1356413000000,0,-4567000000,0,1351846000000,-14149000000,0,0,0,0,0,0,-41000000,17100000000,2910000000,0,0,0,-64235000000,0,0,-64235000000,1290521000000,1590568000000,0,2881089000000
2017,1,385890000000,-130837000000,47537000000,-472000000,0,2889000000,-24965000000,-23538000000,256504000000,0,110276000000,458577000000,0,-50141000000,0,-455886000000,0,98093000000,-259278000000,53395000000,0,-687757000000,0,0,133033000000,-343184000000,0,-504000000,0,-343688000000,62000000,0,0,0,0,0,0,0,316000000,378000000,0,0,0,-2087000000,0,0,-2087000000,-345397000000,2881089000000,0,2535692000000
2017,2,619110000000,-249743000000,15466000000,115872000000,0,-37795000000,-27496000000,-8000000000,477128000000,0,36647000000,766913000000,0,-52414000000,0,406227000000,-1014762000000,0,-746393000000,-181547000000,8749000000,153318000000,0,0,-143037000000,-289171000000,0,-1186000000,0,-290357000000,-10015000000,22000000,0,0,0,0,0,52068000000,3159000000,45234000000,0,0,0,-792000000,0,0,-792000000,-245915000000,2535692000000,0,2289777000000
2017,3,317201000000,-220923000000,60385000000,-141867000000,0,600000000,-27785000000,-3000000000,-7104000000,0,537291000000,947340000000,0,172509000000,0,0,353652000000,-98093000000,-2168831000000,380816000000,-405000000,537459000000,0,0,284488000000,939122000000,0,-598000000,0,938524000000,-65000000,0,0,0,0,0,0,-1231000000,12408000000,11112000000,0,0,0,-1451000000,0,0,-1451000000,948185000000,2289777000000,1000000,3237963000000
2017,4,323493000000,-445838000000,12256000000,196234000000,0,44551000000,-49812000000,-13000000000,71899000000,0,-567585000000,-2338447000000,0,-565307000000,0,-289481000000,591604000000,0,2091983000000,200592000000,467000000,420934000000,0,0,-287311000000,-670652000000,0,-4522000000,0,-675174000000,4840000000,0,0,0,0,0,-43475000000,-50837000000,685000000,-88787000000,0,0,0,-24640000000,0,0,-24640000000,-788601000000,3237963000000,-1000000,2449361000000
