Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2014,4,583253189365,-455474082597,127779106768,4853907179,-8489652549,-3635745370,4865289891,0,40335518268,14179748741,-1563739652,12616009089,0,181960178646,-178338602884,3621575762,-5594967465,-1973391703,0,0,0,-1973391703,0,0
2015,1,623952226085,-464476325176,159475900909,4202099274,-5591750513,-1389651239,3143083248,0,10809531024,4536180902,-2314083075,2222097827,1727000000,175987961769,-155964238468,20023723301,0,20023723301,-4407458399,0,-4407458399,15616264902,0,0
2015,2,637799836220,-477199662824,160600173396,5521453355,-4860437752,661015603,1891316033,0,2177805758,-684416063,-3328023648,-4012439711,-1727000000,159590871079,-157710525272,1880345807,-20492273349,-18611927542,4097149408,0,4097149408,-14514778134,0,0
2015,3,748585276421,-513374307517,235210968904,10977298699,-5363578656,5613720043,-19008273060,0,3240217523,12815938422,-11364235047,1451703375,2875000000,229383336785,-179429058364,49954278421,-49192105821,762172600,-122911033,0,-122911033,639261567,0,0
2015,4,740947000000,-533355000000,207592000000,8834000000,-10094000000,-1260000000,-1532000000,0,3810000000,7624000000,-13398000000,-5774000000,0,202836000000,-163356000000,39480000000,-29735000000,9745000000,-1528000000,0,-1528000000,8217000000,0,0
2016,1,756259000000,-596781000000,159478000000,8720000000,-5414000000,3306000000,-16440000000,0,13202000000,2903000000,-2213000000,690000000,0,160236000000,-149024000000,11212000000,0,11212000000,-2457000000,0,-2457000000,8755000000,0,0
2016,2,876153000000,-630121000000,246032000000,9131000000,-13655000000,-4524000000,-2948000000,0,11985000000,5511000000,-1555000000,3956000000,0,254501000000,-198108000000,56393000000,-58364000000,-1971000000,609000000,0,609000000,-1362000000,0,0
2016,3,934559000000,-668002000000,266557000000,10707000000,-1762000000,8945000000,-22752000000,0,-4703000000,3595000000,-19824000000,-16229000000,0,231818000000,-204212000000,27606000000,-27162000000,444000000,-89000000,0,-89000000,355000000,0,0
2016,4,994042000000,-713245000000,280797000000,9663000000,-13833000000,-4170000000,-18206000000,0,7523000000,154223000000,-15607000000,138616000000,0,404560000000,-288615000000,115945000000,-109082000000,6863000000,-1372000000,0,-1372000000,5491000000,0,0
2017,1,1034466000000,-809087000000,225379000000,10423000000,-10296000000,127000000,-12873000000,0,22416000000,4166000000,-3384000000,782000000,0,235831000000,-224145000000,11686000000,0,11686000000,-2355000000,0,-2355000000,9331000000,0,0
2017,2,1076075000000,-831019000000,245056000000,11225000000,-11606000000,-381000000,5177000000,0,49572000000,20417000000,-25173000000,-4756000000,0,294668000000,-226186000000,68482000000,-72013000000,-3531000000,212000000,0,212000000,-3319000000,0,0
2017,3,1055285000000,-827492000000,227793000000,12973000000,-4544000000,8429000000,-14090000000,0,23245000000,33166000000,-34688000000,-1522000000,0,243855000000,-215702000000,28153000000,-26169000000,1984000000,-522000000,0,-522000000,1462000000,0,0
2017,4,1271660000000,-852382000000,419278000000,21554000000,-11547000000,10007000000,-5071000000,0,14789000000,89189000000,-57472000000,31717000000,0,470720000000,-313385000000,157335000000,-136730000000,20605000000,-6124000000,0,-6124000000,14481000000,0,0
2018,1,1120293000000,-894865000000,225428000000,14990000000,-8927000000,6063000000,1884000000,0,12164000000,4568000000,-11008000000,-6440000000,0,239099000000,-225630000000,13469000000,0,13469000000,-2694000000,0,-2694000000,10775000000,0,0
2018,2,1171496000000,-909175000000,262321000000,17355000000,-9542000000,7813000000,-3612000000,0,-5723000000,348126000000,-250056000000,98070000000,0,358869000000,-265785000000,93084000000,-90909000000,2175000000,-435000000,0,-435000000,1740000000,0,0
2018,3,1209457000000,-956416000000,253041000000,13900000000,-9872000000,4028000000,-13965000000,0,-15466000000,12203000000,-11812000000,391000000,0,228029000000,-223394000000,4635000000,-3044000000,1591000000,-318000000,0,-318000000,1273000000,0,0
2018,4,1237620000000,-997237000000,240383000000,19102000000,-11585000000,7517000000,-6093000000,0,-13009000000,712746000000,-543514000000,169232000000,0,398030000000,-282034000000,115996000000,-42392000000,73604000000,-48143000000,0,-48143000000,25461000000,0,0
2019,1,1144175000000,-970314000000,173861000000,15718000000,-12368000000,3350000000,-3369000000,0,9275000000,29500000000,-20622000000,8878000000,0,191995000000,-178681000000,13314000000,0,13314000000,-2663000000,0,-2663000000,10651000000,0,0
2019,2,1260730000000,-971794000000,288936000000,19946000000,-13010000000,6936000000,-1948000000,0,445000000,27086000000,-19794000000,7292000000,0,301661000000,-241388000000,60273000000,-53029000000,7244000000,-1441000000,0,-1441000000,5803000000,0,49
2019,3,1324783000000,-1082795000000,241988000000,27091000000,-11653000000,15438000000,-126000000,0,-9280000000,9932000000,-20604000000,-10672000000,0,237348000000,-183814000000,53534000000,-50337000000,3197000000,-647000000,0,-647000000,2550000000,0,0
2019,4,1561585000000,-1107962000000,453623000000,40219000000,-15198000000,25021000000,2254000000,0,31422000000,87386000000,-88921000000,-1535000000,0,510785000000,-258736000000,252049000000,-220763000000,31286000000,-7148000000,0,-7148000000,24138000000,0,0
2020,1,1359801000000,-1123889000000,235912000000,23580000000,-15325000000,8255000000,-1450000000,0,25626000000,20444000000,-28109000000,-7665000000,0,260678000000,-195705000000,64973000000,-50000000000,14973000000,-2994000000,0,-2994000000,11979000000,0,0
2020,2,1350896000000,-1106485000000,244411000000,26444000000,-15154000000,11290000000,5689000000,0,48265000000,21269000000,-23016000000,-1747000000,0,307908000000,-183394000000,124514000000,-116261000000,8253000000,-1876000000,0,-1876000000,6377000000,0,0
